solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1654 / 0.0978 / 0.7368,313.15,1.2062 / 0.6969 / 0.0604
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2473 / 0.0882 / 0.6645,313.15,0.9704 / 0.7915 / 0.1158
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3325 / 0.0782 / 0.5893,313.15,0.7629 / 0.9199 / 0.1935
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4126 / 0.0688 / 0.5186,313.15,0.5968 / 1.0730 / 0.2837
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0839 / 0.1827 / 0.7334,313.15,1.5417 / 0.5466 / 0.0388
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1633 / 0.1668 / 0.6699,313.15,1.2443 / 0.6283 / 0.0693
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2511 / 0.1493 / 0.5996,313.15,0.9843 / 0.7257 / 0.1270
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5013 / 0.0994 / 0.3993,313.15,0.4667 / 1.1451 / 0.4112
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5804 / 0.0837 / 0.3359,313.15,0.3480 / 1.3440 / 0.5346
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0842 / 0.2551 / 0.6607,313.15,1.6013 / 0.4668 / 0.0551
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1671 / 0.2320 / 0.6009,313.15,1.2665 / 0.5635 / 0.0881
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3280 / 0.1872 / 0.4848,313.15,0.8138 / 0.7653 / 0.2096
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4152 / 0.1629 / 0.4219,313.15,0.6323 / 0.9016 / 0.3062
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0849 / 0.3239 / 0.5912,313.15,1.6619 / 0.3920 / 0.0793
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2493 / 0.2657 / 0.4850,313.15,1.0357 / 0.5961 / 0.1605
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3323 / 0.2363 / 0.4314,313.15,0.8208 / 0.7117 / 0.2313
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5018 / 0.1763 / 0.3219,313.15,0.4946 / 1.0035 / 0.4334
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5870 / 0.1462 / 0.2668,313.15,0.3705 / 1.1968 / 0.5640
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.7479 / 0.0892 / 0.1629,313.15,0.1731 / 1.7319 / 0.8818
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0844 / 0.3892 / 0.5264,313.15,1.7273 / 0.3238 / 0.1109
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1604 / 0.3569 / 0.4827,313.15,1.3691 / 0.4220 / 0.1392
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2483 / 0.3196 / 0.4321,313.15,1.0648 / 0.5338 / 0.1863
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4119 / 0.2500 / 0.3381,313.15,0.6655 / 0.7839 / 0.3354
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1714 / 0.1423 / 0.6863,313.15,1.2130 / 0.6649 / 0.0753
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3330 / 0.3238 / 0.3432,313.15,0.8554 / 0.6083 / 0.2782
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5022 / 0.2417 / 0.2561,313.15,0.5151 / 0.9103 / 0.4640
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.6677 / 0.1613 / 0.1710,313.15,0.2861 / 1.3200 / 0.7275
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.8337 / 0.0807 / 0.0856,313.15,0.0961 / 2.0413 / 1.1169
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0846 / 0.5139 / 0.4015,313.15,1.8445 / 0.2124 / 0.1940
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1666 / 0.4679 / 0.3655,313.15,1.4240 / 0.3131 / 0.2177
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2515 / 0.4202 / 0.3283,313.15,1.1135 / 0.4265 / 0.2579
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4185 / 0.3265 / 0.2550,313.15,0.6848 / 0.6973 / 0.3935
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0970 / 0.5846 / 0.3184,313.15,1.8381 / 0.1721 / 0.2631
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2495 / 0.4859 / 0.2646,313.15,1.1617 / 0.3619 / 0.3106
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3314 / 0.4328 / 0.2358,313.15,0.9172 / 0.4872 / 0.3613
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4335 / 0.3279 / 0.2386,313.15,0.6485 / 0.7029 / 0.4064
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5885 / 0.2664 / 0.1451,313.15,0.4097 / 0.9987 / 0.6365
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.7463 / 0.1642 / 0.0895,313.15,0.2126 / 1.4826 / 0.9160
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0850 / 0.6617 / 0.2533,313.15,1.9787 / 0.1210 / 0.3270
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1701 / 0.6002 / 0.2297,313.15,1.5121 / 0.2139 / 0.3374
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3326 / 0.4827 / 0.1847,313.15,0.9444 / 0.4419 / 0.4107
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3972 / 0.4359 / 0.1669,313.15,0.7798 / 0.5531 / 0.4601
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0848 / 0.7371 / 0.1781,313.15,2.0552 / 0.0931 / 0.4057
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1655 / 0.6721 / 0.1624,313.15,1.5902 / 0.1732 / 0.4032
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2481 / 0.6056 / 0.1463,313.15,1.2477 / 0.2731 / 0.4232
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4991 / 0.4035 / 0.0974,313.15,0.5897 / 0.7065 / 0.6135
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.5784 / 0.3396 / 0.0820,313.15,0.4523 / 0.8833 / 0.7004
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.6636 / 0.2709 / 0.0655,313.15,0.3298 / 1.1091 / 0.8140
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.0796 / 0.8155 / 0.1049,313.15,2.1706 / 0.0653 / 0.4827
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.1669 / 0.7381 / 0.0950,313.15,1.6391 / 0.1480 / 0.4682
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.2522 / 0.6626 / 0.0852,313.15,1.2735 / 0.2490 / 0.4919
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.3337 / 0.5903 / 0.0760,313.15,1.0055 / 0.3670 / 0.5406
kdb_solvent_60 / kdb_solvent_13 / kdb_solvent_32,N-HEXANE / METHANOL / ACETONE,0.4165 / 0.5170 / 0.0665,313.15,0.7879 / 0.5068 / 0.6077
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0080 / 0.8150 / 0.1770,331.79,0.4736 / 0.0666 / 1.2368
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0110 / 0.7330 / 0.2560,331.25,0.3964 / 0.1303 / 1.0127
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0160 / 0.6180 / 0.3660,331.05,0.2107 / 0.2518 / 0.7553
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0280 / 0.9190 / 0.0530,333.97,0.7580 / 0.0098 / 1.5921
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0360 / 0.8000 / 0.1640,331.66,0.5320 / 0.0685 / 1.2120
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0440 / 0.4520 / 0.5040,331.18,0.0420 / 0.4932 / 0.4702
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0530 / 0.8240 / 0.1230,331.9,0.6050 / 0.0482 / 1.2991
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0530 / 0.7020 / 0.2450,331.03,0.3860 / 0.1447 / 0.9653
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0620 / 0.5640 / 0.3740,330.92,0.1748 / 0.3068 / 0.6716
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0640 / 0.8860 / 0.0500,333.12,0.7326 / 0.0164 / 1.5238
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0650 / 0.5980 / 0.3370,330.89,0.2280 / 0.2597 / 0.7388
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0660 / 0.4840 / 0.4500,331.02,0.0939 / 0.4297 / 0.5280
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0660 / 0.1810 / 0.7530,332.73,-0.1638 / 1.2360 / 0.1280
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0690 / 0.6320 / 0.2990,330.87,0.2716 / 0.2153 / 0.8165
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0780 / 0.5810 / 0.3410,330.83,0.2209 / 0.2774 / 0.7111
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0840 / 0.5370 / 0.3790,330.86,0.1683 / 0.3411 / 0.6225
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.0910 / 0.5840 / 0.3250,330.77,0.2359 / 0.2695 / 0.7210
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1000 / 0.6710 / 0.2290,330.75,0.3730 / 0.1604 / 0.9219
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1010 / 0.1760 / 0.7230,332.68,-0.1578 / 1.2443 / 0.1281
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1100 / 0.5210 / 0.3690,330.77,0.1725 / 0.3575 / 0.5972
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1210 / 0.5630 / 0.3160,330.64,0.2382 / 0.2888 / 0.6850
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1360 / 0.6120 / 0.2520,330.47,0.3178 / 0.2212 / 0.7950
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1420 / 0.6390 / 0.2190,330.44,0.3726 / 0.1827 / 0.8609
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1480 / 0.2990 / 0.5530,331.36,-0.0471 / 0.8036 / 0.2733
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1490 / 0.6700 / 0.1810,330.38,0.4296 / 0.1465 / 0.9446
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1560 / 0.7010 / 0.1430,330.38,0.4950 / 0.1133 / 1.0261
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1570 / 0.4940 / 0.3490,330.57,0.1708 / 0.3811 / 0.5677
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1630 / 0.7340 / 0.1030,330.42,0.5694 / 0.0826 / 1.1174
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1650 / 0.3430 / 0.4920,331.05,-0.0024 / 0.6848 / 0.3336
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1720 / 0.7640 / 0.0640,330.55,0.6390 / 0.0554 / 1.2133
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1730 / 0.5820 / 0.2450,330.28,0.3079 / 0.2437 / 0.7420
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1770 / 0.7940 / 0.0290,330.72,0.7148 / 0.0295 / 1.3909
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.1980 / 0.4660 / 0.3360,330.4,0.1592 / 0.4166 / 0.5251
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2020 / 0.0870 / 0.7110,335.08,-0.1613 / 1.6419 / 0.0578
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2120 / 0.3050 / 0.4830,331.04,-0.0058 / 0.7616 / 0.2862
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2190 / 0.5760 / 0.2050,329.9,0.3373 / 0.2366 / 0.7407
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2370 / 0.6090 / 0.1540,329.64,0.4154 / 0.1861 / 0.8093
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2400 / 0.6910 / 0.0690,329.53,0.5635 / 0.0922 / 1.0485
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2510 / 0.4490 / 0.3000,330.11,0.1901 / 0.4172 / 0.5029
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2590 / 0.5460 / 0.1950,329.62,0.3274 / 0.2616 / 0.6825
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2620 / 0.0680 / 0.6700,335.42,-0.1392 / 1.7899 / 0.0355
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2800 / 0.5750 / 0.1450,329.3,0.4034 / 0.2134 / 0.7084
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.2830 / 0.3730 / 0.3440,330.15,0.1197 / 0.5604 / 0.3904
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3020 / 0.1360 / 0.5620,332.48,-0.1007 / 1.3552 / 0.0930
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3180 / 0.5470 / 0.1350,328.99,0.3693 / 0.2381 / 0.6958
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3250 / 0.4310 / 0.2440,329.49,0.2140 / 0.4245 / 0.4800
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3440 / 0.1710 / 0.4850,331.57,-0.0580 / 1.1703 / 0.1235
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3450 / 0.3890 / 0.2660,329.63,0.1694 / 0.4977 / 0.4108
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3590 / 0.4700 / 0.1710,328.94,0.2849 / 0.3416 / 0.5413
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3700 / 0.4810 / 0.1490,328.68,0.3188 / 0.3163 / 0.5484
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3810 / 0.0920 / 0.5270,333.35,-0.0975 / 1.5762 / 0.0423
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.3970 / 0.5070 / 0.0960,328.16,0.3703 / 0.2612 / 0.6234
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4100 / 0.3820 / 0.2080,329.02,0.1975 / 0.4948 / 0.3653
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4140 / 0.0980 / 0.4880,332.68,-0.0711 / 1.5213 / 0.0550
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4150 / 0.2230 / 0.3620,330.34,0.0128 / 0.9414 / 0.1713
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4430 / 0.1150 / 0.4420,331.93,-0.0537 / 1.4081 / 0.0629
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4530 / 0.4890 / 0.0580,327.6,0.3501 / 0.2937 / 0.5653
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4720 / 0.3570 / 0.1710,328.56,0.1899 / 0.5259 / 0.3320
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.4820 / 0.2790 / 0.2390,329.19,0.1025 / 0.7268 / 0.2202
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.5030 / 0.1440 / 0.3530,330.71,-0.0137 / 1.2279 / 0.0833
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.5100 / 0.4370 / 0.0530,327.32,0.3240 / 0.3293 / 0.4599
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.5390 / 0.2670 / 0.1940,328.74,0.1099 / 0.7421 / 0.1799
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.5500 / 0.0700 / 0.3800,332.85,-0.0525 / 1.6566 / -0.0079
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.5900 / 0.3000 / 0.1100,327.82,0.1681 / 0.6197 / 0.1813
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.6080 / 0.1880 / 0.2040,328.97,0.0539 / 0.9951 / 0.0709
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.6470 / 0.0690 / 0.2840,331.86,-0.0247 / 1.6143 / -0.0411
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.6930 / 0.2190 / 0.0880,327.73,0.0976 / 0.8399 / 0.0460
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.6950 / 0.0790 / 0.2260,330.79,-0.0109 / 1.5301 / -0.0472
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.7290 / 0.0430 / 0.2280,332.64,-0.0166 / 1.7810 / -0.1222
kdb_solvent_57 / kdb_solvent_13 / kdb_solvent_18,CHLOROFORM / METHANOL / BENZENE,0.8290 / 0.0550 / 0.1160,330.41,-0.0032 / 1.6638 / -0.1629
