solv_i_id,molefrac_i,ln_gamma_i
solvent_427 / solvent_721,0.10 / 0.90,-0.430683170 / -0.012763290
solvent_142 / solvent_226,0.10 / 0.90,-0.017570360 / -0.000293630
solvent_93 / solvent_755,0.10 / 0.90,2.100893400 / 0.042072250
solvent_229 / solvent_773,0.10 / 0.90,-0.024966750 / -0.000382370
solvent_635 / solvent_685,0.10 / 0.90,2.407466330 / 0.026161400
solvent_471 / solvent_707,0.10 / 0.90,2.888278880 / 0.028555270
solvent_182 / solvent_287,0.10 / 0.90,0.268432940 / 0.007865020
solvent_356 / solvent_495,0.10 / 0.90,0.025838440 / 0.000306670
solvent_419 / solvent_471,0.10 / 0.90,0.014784680 / 0.000160030
solvent_47 / solvent_758,0.10 / 0.90,-0.520867390 / -0.004090990
solvent_468 / solvent_732,0.10 / 0.90,0.338348550 / 0.001651990
solvent_106 / solvent_257,0.10 / 0.90,0.272726310 / 0.002076410
solvent_74 / solvent_315,0.10 / 0.90,0.915045990 / 0.055353040
solvent_162 / solvent_505,0.10 / 0.90,1.644309370 / 0.027296720
solvent_73 / solvent_234,0.10 / 0.90,1.753482250 / 0.016870940
solvent_242 / solvent_467,0.10 / 0.90,1.201499380 / 0.042931430
solvent_530 / solvent_769,0.10 / 0.90,6.439139830 / 0.183989220
solvent_621 / solvent_759,0.10 / 0.90,0.155583980 / 0.003057550
solvent_669 / solvent_795,0.10 / 0.90,0.373343190 / 0.003691110
solvent_303 / solvent_786,0.10 / 0.90,-0.221777070 / -0.001405870
solvent_333 / solvent_342,0.10 / 0.90,-0.085015280 / -0.000843040
solvent_259 / solvent_294,0.10 / 0.90,-0.138002320 / -0.001148390
solvent_266 / solvent_508,0.10 / 0.90,1.174823360 / 0.043206400
solvent_602 / solvent_705,0.10 / 0.90,0.941571070 / 0.026501630
solvent_12 / solvent_53,0.10 / 0.90,0.000584330 / 0.001863380
solvent_189 / solvent_713,0.10 / 0.90,0.423269780 / 0.009437030
solvent_303 / solvent_391,0.10 / 0.90,-0.680206080 / -0.002817970
solvent_339 / solvent_462,0.10 / 0.90,-0.310377480 / -0.003910060
solvent_337 / solvent_818,0.10 / 0.90,2.039084520 / 0.031129410
solvent_47 / solvent_519,0.10 / 0.90,0.957070120 / 0.028231630
solvent_133 / solvent_751,0.10 / 0.90,0.574174270 / 0.023586020
solvent_12 / solvent_393,0.10 / 0.90,-0.116761750 / -0.005605720
solvent_6 / solvent_133,0.10 / 0.90,1.465283070 / 0.014490520
solvent_655 / solvent_809,0.10 / 0.90,0.127401290 / 0.001489350
solvent_339 / solvent_598,0.10 / 0.90,0.001185100 / -0.000013900
solvent_280 / solvent_323,0.10 / 0.90,-0.013826320 / -0.000309330
solvent_422 / solvent_773,0.10 / 0.90,0.060530010 / 0.000600730
solvent_301 / solvent_699,0.10 / 0.90,0.202416870 / -0.000755780
solvent_408 / solvent_642,0.10 / 0.90,-0.045400670 / -0.000349500
solvent_313 / solvent_368,0.10 / 0.90,0.515950310 / 0.003529070
solvent_329 / solvent_662,0.10 / 0.90,0.193873210 / 0.003483910
solvent_24 / solvent_771,0.10 / 0.90,-1.013055980 / -0.002522950
solvent_192 / solvent_507,0.10 / 0.90,-0.191679040 / -0.001971660
solvent_531 / solvent_804,0.10 / 0.90,0.749450850 / 0.013274250
solvent_335 / solvent_568,0.10 / 0.90,-0.858318620 / -0.023602760
solvent_248 / solvent_590,0.10 / 0.90,0.087076260 / 0.001346520
solvent_89 / solvent_319,0.10 / 0.90,0.487663060 / 0.049530730
solvent_394 / solvent_398,0.10 / 0.90,-4.473349830 / -0.071001940
solvent_83 / solvent_724,0.10 / 0.90,-0.007890970 / -0.004214450
solvent_585 / solvent_833,0.10 / 0.90,0.739840150 / 0.009235830
solvent_4 / solvent_24,0.10 / 0.90,0.266923440 / -0.015072830
solvent_444 / solvent_593,0.10 / 0.90,0.079677350 / 0.001112560
solvent_472 / solvent_752,0.10 / 0.90,0.151606070 / -0.000603680
solvent_152 / solvent_725,0.10 / 0.90,-2.257238000 / -0.011751630
solvent_41 / solvent_213,0.10 / 0.90,0.147497490 / 0.001330580
solvent_145 / solvent_265,0.10 / 0.90,0.967211740 / 0.016033190
solvent_227 / solvent_403,0.10 / 0.90,0.934220360 / 0.008353220
solvent_10 / solvent_601,0.10 / 0.90,0.065763540 / 0.000971990
solvent_259 / solvent_349,0.10 / 0.90,0.377220000 / 0.004746860
solvent_567 / solvent_602,0.10 / 0.90,-0.121324500 / 0.000016300
solvent_74 / solvent_614,0.10 / 0.90,2.508603000 / 0.059885500
solvent_13 / solvent_236,0.10 / 0.90,-0.349649280 / -0.005610290
solvent_651 / solvent_771,0.10 / 0.90,0.344747870 / 0.004366650
solvent_86 / solvent_816,0.10 / 0.90,0.013699140 / -0.005898490
solvent_444 / solvent_727,0.10 / 0.90,-0.007467670 / -0.002380100
solvent_191 / solvent_481,0.10 / 0.90,-0.888141510 / -0.013636310
solvent_6 / solvent_835,0.10 / 0.90,-0.042839430 / -0.000662650
solvent_758 / solvent_837,0.10 / 0.90,0.008040700 / 0.000108660
solvent_748 / solvent_760,0.10 / 0.90,-0.304441860 / 0.000327470
solvent_606 / solvent_743,0.10 / 0.90,-0.896313320 / -0.016562920
solvent_756 / solvent_764,0.10 / 0.90,2.356249590 / 0.055853510
solvent_45 / solvent_681,0.10 / 0.90,0.159668340 / 0.002187450
solvent_122 / solvent_669,0.10 / 0.90,0.004924230 / -0.000033200
solvent_406 / solvent_506,0.10 / 0.90,0.032145630 / 0.002523050
solvent_14 / solvent_59,0.10 / 0.90,-0.016389450 / -0.000152830
solvent_72 / solvent_549,0.10 / 0.90,-0.276293590 / -0.004202010
solvent_332 / solvent_796,0.10 / 0.90,0.460805270 / 0.000609680
solvent_343 / solvent_564,0.10 / 0.90,0.177072400 / 0.001394340
solvent_11 / solvent_800,0.10 / 0.90,1.405567590 / 0.015789930
solvent_331 / solvent_524,0.10 / 0.90,0.990091220 / -0.000086200
solvent_16 / solvent_289,0.10 / 0.90,0.244691670 / 0.004469950
solvent_412 / solvent_767,0.10 / 0.90,0.000519000 / -0.000289100
solvent_382 / solvent_830,0.10 / 0.90,1.203836200 / 0.030861370
solvent_704 / solvent_762,0.10 / 0.90,-0.074892670 / -0.000423190
solvent_238 / solvent_598,0.10 / 0.90,0.077670640 / 0.001751330
solvent_505 / solvent_787,0.10 / 0.90,1.705961720 / -0.001383640
solvent_114 / solvent_595,0.10 / 0.90,0.082559030 / 0.001287900
solvent_560 / solvent_766,0.10 / 0.90,0.044718910 / 0.000602470
solvent_606 / solvent_655,0.10 / 0.90,0.166334580 / 0.001545880
solvent_494 / solvent_777,0.10 / 0.90,0.732341170 / 0.062048810
solvent_553 / solvent_770,0.10 / 0.90,0.423702540 / 0.010837800
solvent_293 / solvent_521,0.10 / 0.90,0.749123240 / 0.009290840
solvent_269 / solvent_807,0.10 / 0.90,-0.153471490 / -0.003217850
solvent_253 / solvent_341,0.10 / 0.90,0.010106930 / -0.000060500
solvent_301 / solvent_660,0.10 / 0.90,-0.170006740 / -0.001715170
solvent_75 / solvent_551,0.10 / 0.90,1.475656880 / 0.019387040
solvent_252 / solvent_257,0.10 / 0.90,0.029257320 / -0.000932940
solvent_351 / solvent_534,0.10 / 0.90,-0.367412890 / 0.000701920
solvent_173 / solvent_292,0.10 / 0.90,-0.036050480 / -0.001477650
solvent_6 / solvent_717,0.10 / 0.90,0.228097190 / 0.001029960
solvent_66 / solvent_525,0.10 / 0.90,0.229702470 / 0.002282560
solvent_419 / solvent_722,0.10 / 0.90,1.048446260 / 0.008508420
solvent_575 / solvent_838,0.10 / 0.90,0.076267880 / 0.001925530
solvent_215 / solvent_465,0.10 / 0.90,-0.055271790 / -0.001098310
solvent_150 / solvent_508,0.10 / 0.90,1.353861680 / 0.042060880
solvent_738 / solvent_744,0.10 / 0.90,0.229941810 / 0.002895540
solvent_170 / solvent_253,0.10 / 0.90,0.120654940 / 0.001954390
solvent_98 / solvent_643,0.10 / 0.90,-0.145571280 / 0.000467580
solvent_10 / solvent_230,0.10 / 0.90,0.496305810 / 0.006183230
solvent_216 / solvent_440,0.10 / 0.90,-0.015200430 / -0.000141430
solvent_52 / solvent_723,0.10 / 0.90,1.756941070 / 0.060195020
solvent_13 / solvent_86,0.10 / 0.90,-0.301789240 / -0.003148630
solvent_258 / solvent_345,0.10 / 0.90,0.964641390 / 0.023483970
solvent_701 / solvent_765,0.10 / 0.90,-0.604629970 / -0.006919890
solvent_277 / solvent_816,0.10 / 0.90,0.184243830 / 0.001906910
solvent_349 / solvent_567,0.10 / 0.90,-0.052338540 / -0.000884870
solvent_448 / solvent_619,0.10 / 0.90,1.049317610 / 0.014496340
solvent_358 / solvent_816,0.10 / 0.90,-0.153868560 / -0.005890510
solvent_568 / solvent_695,0.10 / 0.90,0.065184910 / 0.000234810
solvent_673 / solvent_808,0.10 / 0.90,0.902559790 / 0.015837700
solvent_48 / solvent_331,0.10 / 0.90,-1.879379260 / -0.038782180
solvent_429 / solvent_668,0.10 / 0.90,0.243205870 / 0.001353210
solvent_227 / solvent_817,0.10 / 0.90,0.943780920 / 0.028522060
solvent_72 / solvent_177,0.10 / 0.90,0.057092920 / -0.000246750
solvent_358 / solvent_519,0.10 / 0.90,-0.241677810 / -0.004272910
solvent_125 / solvent_339,0.10 / 0.90,-0.108617870 / -0.001114680
solvent_231 / solvent_409,0.10 / 0.90,0.113401050 / 0.001344640
solvent_76 / solvent_789,0.10 / 0.90,0.571150350 / 0.011338360
solvent_585 / solvent_751,0.10 / 0.90,-1.159507170 / -0.008036040
solvent_62 / solvent_226,0.10 / 0.90,0.816350780 / 0.014905070
solvent_45 / solvent_379,0.10 / 0.90,-0.023433690 / -0.000273830
solvent_13 / solvent_296,0.10 / 0.90,-0.488349230 / -0.005658350
solvent_701 / solvent_814,0.10 / 0.90,0.003531360 / 0.004362330
solvent_252 / solvent_262,0.10 / 0.90,0.050629210 / -0.015069610
solvent_278 / solvent_828,0.10 / 0.90,-0.194536310 / -0.001480780
solvent_507 / solvent_742,0.10 / 0.90,0.016611990 / 0.000266740
solvent_44 / solvent_215,0.10 / 0.90,2.830793670 / 0.095286520
solvent_140 / solvent_762,0.10 / 0.90,-0.331864590 / -0.003047520
solvent_177 / solvent_188,0.10 / 0.90,-0.258034640 / -0.004943790
solvent_358 / solvent_608,0.10 / 0.90,-0.220014100 / -0.004103570
solvent_96 / solvent_383,0.10 / 0.90,-0.835376280 / -0.008461720
solvent_402 / solvent_827,0.10 / 0.90,-1.277779440 / -0.059474770
solvent_341 / solvent_670,0.10 / 0.90,0.006225000 / 0.000146400
solvent_112 / solvent_541,0.10 / 0.90,-0.489880600 / -0.017521100
solvent_133 / solvent_182,0.10 / 0.90,-0.015863440 / -0.000182790
solvent_188 / solvent_422,0.10 / 0.90,-0.072110840 / -0.001321760
solvent_190 / solvent_500,0.10 / 0.90,0.443916830 / 0.007918770
solvent_44 / solvent_201,0.10 / 0.90,2.708625420 / 0.102781090
solvent_413 / solvent_752,0.10 / 0.90,1.161562650 / -0.000549840
solvent_469 / solvent_760,0.10 / 0.90,1.051127730 / 0.009988460
solvent_30 / solvent_607,0.10 / 0.90,0.320904950 / 0.002891830
solvent_142 / solvent_679,0.10 / 0.90,0.704046300 / 0.011873840
solvent_12 / solvent_381,0.10 / 0.90,0.344594940 / 0.007276330
solvent_675 / solvent_809,0.10 / 0.90,-0.287574610 / -0.001871740
solvent_93 / solvent_393,0.10 / 0.90,0.108554590 / 0.001221260
solvent_536 / solvent_755,0.10 / 0.90,1.923520120 / 0.035986030
solvent_88 / solvent_789,0.10 / 0.90,0.558070210 / 0.009053180
solvent_373 / solvent_567,0.10 / 0.90,0.134647240 / -0.000632750
solvent_337 / solvent_793,0.10 / 0.90,0.308681880 / 0.000521540
solvent_53 / solvent_542,0.10 / 0.90,0.213414440 / -0.001332260
solvent_361 / solvent_661,0.10 / 0.90,-0.537794350 / -0.004251160
solvent_511 / solvent_556,0.10 / 0.90,0.337975700 / 0.003896660
solvent_104 / solvent_232,0.10 / 0.90,0.232365330 / 0.009145640
solvent_84 / solvent_671,0.10 / 0.90,-0.059708610 / -0.000253960
solvent_197 / solvent_450,0.10 / 0.90,0.050459660 / 0.000062500
solvent_71 / solvent_422,0.10 / 0.90,0.020537780 / 0.000524110
solvent_495 / solvent_766,0.10 / 0.90,0.235892810 / 0.003262690
solvent_375 / solvent_488,0.10 / 0.90,0.025252860 / 0.000414370
solvent_145 / solvent_287,0.10 / 0.90,1.435436650 / 0.051679800
solvent_430 / solvent_588,0.10 / 0.90,0.574338480 / 0.011427870
solvent_393 / solvent_615,0.10 / 0.90,0.418683250 / 0.017551150
solvent_552 / solvent_584,0.10 / 0.90,-0.024472710 / -0.003316250
solvent_292 / solvent_402,0.10 / 0.90,-0.057248990 / -0.000617480
solvent_456 / solvent_551,0.10 / 0.90,0.237848480 / 0.002343340
solvent_119 / solvent_717,0.10 / 0.90,-0.364666460 / -0.002029010
solvent_450 / solvent_605,0.10 / 0.90,-0.018218040 / -0.000215690
solvent_253 / solvent_675,0.10 / 0.90,0.090530320 / 0.000890420
solvent_242 / solvent_773,0.10 / 0.90,0.019330440 / -0.001055680
solvent_277 / solvent_278,0.10 / 0.90,0.029169660 / 0.000365380
solvent_476 / solvent_595,0.10 / 0.90,0.006692790 / 0.000008480
solvent_63 / solvent_242,0.10 / 0.90,1.153260340 / 0.010322360
solvent_724 / solvent_809,0.10 / 0.90,-0.445323750 / -0.002881970
solvent_99 / solvent_611,0.10 / 0.90,1.153043540 / 0.046654750
solvent_188 / solvent_267,0.10 / 0.90,-0.138174820 / -0.000711500
solvent_573 / solvent_773,0.10 / 0.90,0.203053490 / 0.003649390
solvent_25 / solvent_835,0.10 / 0.90,0.040462620 / -0.000907840
solvent_677 / solvent_745,0.10 / 0.90,1.203091580 / 0.021125750
solvent_152 / solvent_249,0.10 / 0.90,1.851592070 / 0.033371970
solvent_121 / solvent_376,0.10 / 0.90,-0.237739440 / -0.005794190
solvent_586 / solvent_590,0.10 / 0.90,-0.287486020 / -0.004987180
solvent_156 / solvent_588,0.10 / 0.90,0.398668410 / 0.008163410
solvent_689 / solvent_822,0.10 / 0.90,-0.111501560 / -0.001777600
solvent_63 / solvent_509,0.10 / 0.90,0.580274780 / 0.006384440
solvent_679 / solvent_809,0.10 / 0.90,-0.210398450 / -0.001189000
solvent_279 / solvent_519,0.10 / 0.90,0.131265200 / 0.002236070
solvent_323 / solvent_572,0.10 / 0.90,-0.091123380 / -0.001003090
solvent_230 / solvent_771,0.10 / 0.90,-0.768661780 / -0.005002210
solvent_192 / solvent_806,0.10 / 0.90,-0.081088010 / -0.001156090
solvent_195 / solvent_432,0.10 / 0.90,0.151040890 / 0.002292030
solvent_23 / solvent_109,0.10 / 0.90,-1.280790860 / -0.041810420
solvent_471 / solvent_530,0.10 / 0.90,0.893055350 / 0.006850800
solvent_297 / solvent_570,0.10 / 0.90,0.248708610 / 0.001069780
solvent_376 / solvent_585,0.10 / 0.90,0.249547250 / 0.002777680
solvent_118 / solvent_663,0.10 / 0.90,0.595069560 / 0.009705100
solvent_221 / solvent_815,0.10 / 0.90,-0.363024370 / -0.008085170
solvent_218 / solvent_707,0.10 / 0.90,5.580707100 / 0.108791030
solvent_23 / solvent_762,0.10 / 0.90,1.074579250 / 0.005700500
solvent_393 / solvent_836,0.10 / 0.90,0.743702640 / 0.035133160
solvent_21 / solvent_602,0.10 / 0.90,0.046222110 / 0.000530620
solvent_728 / solvent_814,0.10 / 0.90,0.299435120 / 0.002356690
solvent_257 / solvent_463,0.10 / 0.90,0.211459490 / 0.003864620
solvent_7 / solvent_612,0.10 / 0.90,-1.237460820 / -0.009546780
solvent_264 / solvent_462,0.10 / 0.90,0.041406140 / 0.000549950
solvent_47 / solvent_703,0.10 / 0.90,1.333162390 / 0.015803210
solvent_641 / solvent_724,0.10 / 0.90,-0.466340060 / -0.012562150
solvent_436 / solvent_495,0.10 / 0.90,0.045722680 / 0.002375380
solvent_376 / solvent_839,0.10 / 0.90,-0.259410520 / -0.001442440
solvent_195 / solvent_717,0.10 / 0.90,0.785328880 / 0.009089720
solvent_287 / solvent_724,0.10 / 0.90,-0.066569360 / -0.001347220
solvent_98 / solvent_344,0.10 / 0.90,-0.525506000 / -0.006502280
solvent_292 / solvent_579,0.10 / 0.90,0.303991890 / 0.006132090
solvent_139 / solvent_521,0.10 / 0.90,0.003444950 / -0.001456580
solvent_95 / solvent_838,0.10 / 0.90,0.576557900 / 0.009484120
solvent_293 / solvent_356,0.10 / 0.90,0.808954750 / 0.010026170
solvent_500 / solvent_619,0.10 / 0.90,0.311422010 / 0.003157830
solvent_88 / solvent_599,0.10 / 0.90,3.634574910 / 0.110755350
solvent_422 / solvent_838,0.10 / 0.90,-0.050032910 / -0.000581450
solvent_591 / solvent_761,0.10 / 0.90,0.658999560 / 0.013020090
solvent_125 / solvent_796,0.10 / 0.90,1.575347630 / 0.010446260
solvent_316 / solvent_770,0.10 / 0.90,-0.462338500 / -0.001890350
solvent_49 / solvent_618,0.10 / 0.90,0.018596330 / -0.000073500
solvent_48 / solvent_744,0.10 / 0.90,0.682232860 / 0.008868390
solvent_647 / solvent_692,0.10 / 0.90,-0.206297630 / -0.002320620
solvent_35 / solvent_809,0.10 / 0.90,0.350080900 / 0.003706950
solvent_56 / solvent_643,0.10 / 0.90,-0.103354500 / 0.000673270
solvent_197 / solvent_643,0.10 / 0.90,-0.332650130 / -0.002754810
solvent_556 / solvent_557,0.10 / 0.90,-2.156193970 / -0.017202580
solvent_454 / solvent_797,0.10 / 0.90,1.042339600 / 0.008673080
solvent_229 / solvent_429,0.10 / 0.90,0.191364940 / 0.001009620
solvent_406 / solvent_590,0.10 / 0.90,-0.716839970 / -0.019738660
solvent_193 / solvent_566,0.10 / 0.90,0.132965150 / 0.000908710
solvent_192 / solvent_427,0.10 / 0.90,-0.414493860 / -0.003500840
solvent_609 / solvent_703,0.10 / 0.90,-0.021819360 / -0.000514250
solvent_45 / solvent_91,0.10 / 0.90,-0.040994170 / -0.000724220
solvent_141 / solvent_820,0.10 / 0.90,-0.005328650 / -0.001006340
solvent_235 / solvent_727,0.10 / 0.90,-0.209459190 / 0.000489530
solvent_194 / solvent_555,0.10 / 0.90,0.291478790 / 0.003736550
solvent_142 / solvent_403,0.10 / 0.90,0.249423590 / -0.000736250
solvent_99 / solvent_764,0.10 / 0.90,1.790039950 / 0.059517370
solvent_385 / solvent_723,0.10 / 0.90,-0.073937010 / 0.000784650
solvent_765 / solvent_826,0.10 / 0.90,0.482289400 / 0.002412320
solvent_231 / solvent_782,0.10 / 0.90,0.404831520 / 0.002463510
solvent_86 / solvent_600,0.10 / 0.90,0.686411150 / 0.009545930
solvent_239 / solvent_844,0.10 / 0.90,2.012982150 / 0.093575210
solvent_232 / solvent_837,0.10 / 0.90,0.021820330 / 0.000069000
solvent_5 / solvent_713,0.10 / 0.90,0.160037210 / 0.002541080
solvent_575 / solvent_678,0.10 / 0.90,0.709411600 / 0.004176660
solvent_120 / solvent_133,0.10 / 0.90,0.577385380 / 0.005113790
solvent_63 / solvent_447,0.10 / 0.90,2.479610060 / 0.029903160
solvent_89 / solvent_387,0.10 / 0.90,-0.118309430 / -0.001334870
solvent_166 / solvent_462,0.10 / 0.90,-0.140558700 / -0.001481680
solvent_309 / solvent_402,0.10 / 0.90,-0.638275320 / -0.003121490
solvent_259 / solvent_628,0.10 / 0.90,0.072161100 / 0.001286180
solvent_531 / solvent_660,0.10 / 0.90,1.070756800 / 0.008828200
solvent_740 / solvent_776,0.10 / 0.90,-0.148094010 / -0.006339750
solvent_7 / solvent_740,0.10 / 0.90,-0.490942110 / -0.007546560
solvent_544 / solvent_710,0.10 / 0.90,0.457135970 / 0.003495220
solvent_234 / solvent_597,0.10 / 0.90,0.782791610 / 0.022297970
solvent_113 / solvent_765,0.10 / 0.90,0.022914470 / -0.000101290
solvent_220 / solvent_251,0.10 / 0.90,-0.272254220 / -0.004270910
solvent_245 / solvent_362,0.10 / 0.90,0.087882530 / -0.000015700
solvent_84 / solvent_594,0.10 / 0.90,-0.226646540 / -0.004665960
solvent_744 / solvent_827,0.10 / 0.90,0.058301660 / 0.004743530
solvent_338 / solvent_653,0.10 / 0.90,1.733187570 / 0.065727340
solvent_516 / solvent_760,0.10 / 0.90,-0.726244170 / 0.012468720
solvent_49 / solvent_487,0.10 / 0.90,0.074443230 / -0.000550320
solvent_477 / solvent_755,0.10 / 0.90,-0.063780600 / -0.000873120
solvent_75 / solvent_467,0.10 / 0.90,0.469246120 / 0.007990650
solvent_47 / solvent_139,0.10 / 0.90,-0.016322780 / 0.009201110
solvent_652 / solvent_755,0.10 / 0.90,4.579652060 / 0.079781150
solvent_177 / solvent_362,0.10 / 0.90,0.312899840 / 0.003613080
solvent_214 / solvent_460,0.10 / 0.90,0.021335620 / 0.000355630
solvent_340 / solvent_418,0.10 / 0.90,0.934611230 / 0.010750890
solvent_117 / solvent_349,0.10 / 0.90,-0.182762700 / 0.001268920
solvent_236 / solvent_481,0.10 / 0.90,-0.256244870 / -0.000537580
solvent_570 / solvent_619,0.10 / 0.90,3.577364800 / 0.112696050
solvent_14 / solvent_829,0.10 / 0.90,-0.121741260 / -0.000919570
solvent_436 / solvent_691,0.10 / 0.90,-0.299689340 / -0.004070740
solvent_57 / solvent_233,0.10 / 0.90,0.187604710 / 0.003508270
solvent_83 / solvent_514,0.10 / 0.90,0.051198990 / 0.002266700
solvent_372 / solvent_397,0.10 / 0.90,2.370206590 / 0.122184020
solvent_604 / solvent_791,0.10 / 0.90,-0.463638630 / -0.009437870
solvent_266 / solvent_438,0.10 / 0.90,0.999424380 / 0.047814750
solvent_1 / solvent_165,0.10 / 0.90,0.667870600 / 0.003921970
solvent_74 / solvent_86,0.10 / 0.90,1.803724680 / 0.049175870
solvent_162 / solvent_257,0.10 / 0.90,0.195598070 / 0.000925040
solvent_212 / solvent_710,0.10 / 0.90,-1.846272330 / -0.022430490
solvent_510 / solvent_737,0.10 / 0.90,0.594870200 / 0.002543120
solvent_551 / solvent_580,0.10 / 0.90,0.264812840 / 0.006057110
solvent_381 / solvent_749,0.10 / 0.90,0.914158260 / 0.006619650
solvent_474 / solvent_629,0.10 / 0.90,0.031008740 / 0.000219680
solvent_74 / solvent_558,0.10 / 0.90,0.880548380 / 0.063701890
solvent_482 / solvent_828,0.10 / 0.90,2.785332500 / 0.074687610
solvent_151 / solvent_513,0.10 / 0.90,0.180690230 / 0.002785490
solvent_67 / solvent_440,0.10 / 0.90,0.230069830 / 0.002931480
solvent_144 / solvent_418,0.10 / 0.90,-0.174807620 / -0.001315750
solvent_124 / solvent_778,0.10 / 0.90,-0.057051390 / -0.001158700
solvent_256 / solvent_268,0.10 / 0.90,-0.350883080 / -0.004343470
solvent_307 / solvent_603,0.10 / 0.90,0.250441280 / 0.000526150
solvent_200 / solvent_287,0.10 / 0.90,0.317491610 / 0.008631630
solvent_435 / solvent_800,0.10 / 0.90,-6.789173920 / -0.196290510
solvent_670 / solvent_691,0.10 / 0.90,-0.016854250 / -0.000308290
solvent_156 / solvent_323,0.10 / 0.90,1.309667740 / 0.030544290
solvent_764 / solvent_771,0.10 / 0.90,0.435624920 / 0.005600800
solvent_24 / solvent_789,0.10 / 0.90,2.224872440 / 0.086262860
solvent_255 / solvent_430,0.10 / 0.90,1.075479280 / -0.000388190
solvent_112 / solvent_744,0.10 / 0.90,0.097432010 / 0.004784420
solvent_559 / solvent_817,0.10 / 0.90,-0.193685030 / -0.006903000
solvent_47 / solvent_494,0.10 / 0.90,-1.046939130 / -0.007293890
solvent_54 / solvent_665,0.10 / 0.90,0.059618870 / 0.000207500
solvent_429 / solvent_545,0.10 / 0.90,0.005532070 / 0.000113250
solvent_749 / solvent_791,0.10 / 0.90,1.405189010 / 0.078239090
solvent_431 / solvent_789,0.10 / 0.90,0.439775070 / 0.006212760
solvent_71 / solvent_511,0.10 / 0.90,0.182785360 / 0.003829300
solvent_531 / solvent_636,0.10 / 0.90,1.756280610 / 0.017290580
solvent_333 / solvent_771,0.10 / 0.90,-0.223408330 / -0.001386300
solvent_342 / solvent_408,0.10 / 0.90,-0.120379580 / -0.006226400
solvent_157 / solvent_593,0.10 / 0.90,0.622807950 / 0.006969040
solvent_465 / solvent_608,0.10 / 0.90,-0.005363060 / 0.000043200
solvent_455 / solvent_474,0.10 / 0.90,-0.024986060 / -0.000300680
solvent_416 / solvent_795,0.10 / 0.90,1.425979610 / 0.041076550
solvent_53 / solvent_402,0.10 / 0.90,-0.687669150 / -0.005040970
solvent_225 / solvent_678,0.10 / 0.90,0.544903770 / 0.003541310
solvent_696 / solvent_710,0.10 / 0.90,0.928858230 / 0.009791580
solvent_345 / solvent_549,0.10 / 0.90,0.191778630 / 0.001367210
solvent_116 / solvent_303,0.10 / 0.90,-0.498513720 / -0.023817760
solvent_407 / solvent_831,0.10 / 0.90,1.209834340 / 0.029003200
solvent_277 / solvent_314,0.10 / 0.90,0.004511960 / -0.000856950
solvent_226 / solvent_558,0.10 / 0.90,1.390710380 / 0.037906330
solvent_39 / solvent_89,0.10 / 0.90,1.274543610 / 0.013782650
solvent_478 / solvent_571,0.10 / 0.90,-0.197618290 / 0.004296960
solvent_402 / solvent_837,0.10 / 0.90,0.732642970 / 0.013521520
solvent_143 / solvent_642,0.10 / 0.90,-4.838649200 / -0.016477950
solvent_61 / solvent_647,0.10 / 0.90,-0.136441620 / -0.001125890
solvent_519 / solvent_575,0.10 / 0.90,0.055047280 / 0.000386940
solvent_144 / solvent_770,0.10 / 0.90,-0.774721530 / -0.006102630
solvent_25 / solvent_769,0.10 / 0.90,-0.479360310 / 0.002789280
solvent_677 / solvent_772,0.10 / 0.90,1.099740260 / 0.022086460
solvent_179 / solvent_407,0.10 / 0.90,-0.234136150 / -0.002584560
solvent_228 / solvent_695,0.10 / 0.90,0.133249160 / 0.002232380
solvent_550 / solvent_618,0.10 / 0.90,-0.091638810 / -0.001789920
solvent_309 / solvent_567,0.10 / 0.90,-0.066821100 / -0.002271930
solvent_604 / solvent_678,0.10 / 0.90,-0.834697460 / -0.012052970
solvent_139 / solvent_768,0.10 / 0.90,0.062205980 / 0.000983200
solvent_446 / solvent_820,0.10 / 0.90,1.684672870 / 0.049943090
solvent_747 / solvent_822,0.10 / 0.90,0.134924690 / 0.005433550
solvent_179 / solvent_195,0.10 / 0.90,0.320614850 / 0.002156170
solvent_142 / solvent_841,0.10 / 0.90,-0.634319870 / -0.004503490
solvent_608 / solvent_789,0.10 / 0.90,0.177791280 / 0.001230080
solvent_121 / solvent_252,0.10 / 0.90,0.282265730 / 0.003834020
solvent_243 / solvent_343,0.10 / 0.90,1.515630480 / 0.032950010
solvent_390 / solvent_843,0.10 / 0.90,1.152319110 / 0.019369340
solvent_635 / solvent_811,0.10 / 0.90,-1.229610740 / -0.004874400
solvent_202 / solvent_666,0.10 / 0.90,1.432841310 / 0.024891620
solvent_186 / solvent_497,0.10 / 0.90,0.797776760 / 0.005434360
solvent_87 / solvent_242,0.10 / 0.90,0.510836170 / 0.012714440
solvent_53 / solvent_751,0.10 / 0.90,-0.091817210 / -0.001138590
solvent_15 / solvent_550,0.10 / 0.90,-0.343952520 / -0.002728370
solvent_222 / solvent_415,0.10 / 0.90,0.067596400 / 0.000882880
solvent_214 / solvent_422,0.10 / 0.90,-0.294251910 / -0.008513850
solvent_194 / solvent_399,0.10 / 0.90,0.070493340 / 0.000355640
solvent_368 / solvent_582,0.10 / 0.90,0.017113860 / -0.002802830
solvent_415 / solvent_765,0.10 / 0.90,-0.115790280 / -0.001748590
solvent_246 / solvent_821,0.10 / 0.90,0.368263120 / 0.004776860
