solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_18 / solvent_50 / solvent_60,0.3040 / 0.0530 / 0.6430,343,0.2413 / -0.0190 / 0.0227,kdb
solvent_18 / solvent_50 / solvent_60,0.2790 / 0.0370 / 0.6840,342.7,0.2273 / -0.0420 / 0.0283,kdb
solvent_18 / solvent_50 / solvent_60,0.1570 / 0.5030 / 0.3400,347.5,0.2949 / 0.0027 / 0.0117,kdb
solvent_18 / solvent_50 / solvent_60,0.1760 / 0.4140 / 0.4100,346.45,0.2369 / 0.0538 / -0.0011,kdb
solvent_18 / solvent_50 / solvent_60,0.1800 / 0.3470 / 0.4730,345.7,0.2553 / -0.0080 / 0.0293,kdb
solvent_18 / solvent_50 / solvent_60,0.1830 / 0.2670 / 0.5500,344.95,0.2631 / 0.0566 / -0.0068,kdb
solvent_18 / solvent_50 / solvent_60,0.1830 / 0.2140 / 0.6030,344.25,0.2470 / 0.1216 / -0.0101,kdb
solvent_18 / solvent_50 / solvent_60,0.1760 / 0.1790 / 0.6450,343.75,0.2736 / 0.0561 / 0.0067,kdb
solvent_18 / solvent_50 / solvent_60,0.0780 / 0.2890 / 0.6330,344.9,0.3025 / 0.0555 / -0.0139,kdb
solvent_18 / solvent_50 / solvent_60,0.0810 / 0.2310 / 0.6880,344.2,0.2626 / 0.0127 / 0.0077,kdb
solvent_18 / solvent_50 / solvent_60,0.0790 / 0.1730 / 0.7480,343.65,0.2801 / -0.0298 / 0.0093,kdb
solvent_18 / solvent_50 / solvent_60,0.0770 / 0.1220 / 0.8010,343.3,0.2909 / 0.1014 / -0.0152,kdb
solvent_18 / solvent_50 / solvent_60,0.0750 / 0.0970 / 0.8280,342.95,0.3018 / 0.0713 / -0.0079,kdb
solvent_18 / solvent_50 / solvent_60,0.0730 / 0.0740 / 0.8530,342.65,0.2968 / 0.1251 / -0.0075,kdb
solvent_18 / solvent_50 / solvent_60,0.0240 / 0.7080 / 0.2680,349.7,0.3338 / 0.0203 / -0.0175,kdb
solvent_18 / solvent_50 / solvent_60,0.0300 / 0.6350 / 0.3350,348.65,0.3263 / -0.0004 / 0.0259,kdb
solvent_18 / solvent_50 / solvent_60,0.0360 / 0.5400 / 0.4240,347.55,0.3091 / 0.0312 / -0.0101,kdb
solvent_18 / solvent_50 / solvent_60,0.0410 / 0.4580 / 0.5010,346.4,0.3737 / -0.0005 / 0.0192,kdb
solvent_18 / solvent_50 / solvent_60,0.0480 / 0.3630 / 0.5890,345.5,0.3814 / 0.0359 / -0.0092,kdb
solvent_18 / solvent_50 / solvent_60,0.0550 / 0.2900 / 0.6550,344.75,0.3054 / 0.0393 / -0.0036,kdb
solvent_18 / solvent_50 / solvent_60,0.0810 / 0.8430 / 0.0760,351.85,0.3402 / -0.0066 / 0.0198,kdb
solvent_18 / solvent_50 / solvent_60,0.1090 / 0.7860 / 0.1050,351.15,0.2258 / 0.0108 / 0.0188,kdb
solvent_18 / solvent_50 / solvent_60,0.1280 / 0.7300 / 0.1420,350.4,0.2605 / -0.0008 / 0.0456,kdb
solvent_18 / solvent_50 / solvent_60,0.1520 / 0.6550 / 0.1930,349.5,0.2230 / 0.0120 / 0.0319,kdb
solvent_18 / solvent_50 / solvent_60,0.1690 / 0.5790 / 0.2520,348.45,0.2244 / 0.0331 / 0.0098,kdb
solvent_18 / solvent_50 / solvent_60,0.1820 / 0.5060 / 0.3120,347.45,0.2513 / 0.0127 / 0.0362,kdb
solvent_18 / solvent_50 / solvent_60,0.3150 / 0.6480 / 0.0370,350.95,0.1623 / 0.0221 / 0.0238,kdb
solvent_18 / solvent_50 / solvent_60,0.3450 / 0.6050 / 0.0500,350.5,0.1689 / 0.0165 / 0.0865,kdb
solvent_18 / solvent_50 / solvent_60,0.3750 / 0.5540 / 0.0710,350.15,0.1535 / 0.0345 / 0.0052,kdb
solvent_18 / solvent_50 / solvent_60,0.3970 / 0.5110 / 0.0920,349.6,0.1485 / 0.0205 / 0.1233,kdb
solvent_18 / solvent_50 / solvent_60,0.4110 / 0.4750 / 0.1140,348.95,0.1393 / 0.0173 / 0.1927,kdb
solvent_18 / solvent_50 / solvent_60,0.4130 / 0.4150 / 0.1720,348.3,0.1331 / 0.0441 / 0.0956,kdb
solvent_18 / solvent_50 / solvent_60,0.4250 / 0.4510 / 0.1240,349.15,0.1234 / 0.0459 / 0.0851,kdb
solvent_18 / solvent_50 / solvent_60,0.4230 / 0.4080 / 0.1690,348.5,0.1248 / 0.0522 / 0.0720,kdb
solvent_18 / solvent_50 / solvent_60,0.4130 / 0.3640 / 0.2230,347.8,0.1341 / 0.0371 / 0.0748,kdb
solvent_18 / solvent_50 / solvent_60,0.3980 / 0.3130 / 0.2890,346.95,0.1547 / 0.0669 / 0.0296,kdb
solvent_18 / solvent_50 / solvent_60,0.3810 / 0.2700 / 0.3490,346.1,0.1579 / 0.0183 / 0.0705,kdb
solvent_18 / solvent_50 / solvent_60,0.3560 / 0.2160 / 0.4280,345.3,0.1759 / 0.0844 / 0.0259,kdb
solvent_18 / solvent_50 / solvent_60,0.2540 / 0.2760 / 0.4700,345.4,0.2246 / 0.0368 / 0.0115,kdb
solvent_18 / solvent_50 / solvent_60,0.2480 / 0.2200 / 0.5320,344.7,0.2301 / -0.0140 / 0.0275,kdb
solvent_18 / solvent_50 / solvent_60,0.2380 / 0.1630 / 0.5990,344.2,0.2403 / 0.0756 / -0.0050,kdb
solvent_18 / solvent_50 / solvent_60,0.2770 / 0.1300 / 0.5930,343.7,0.0553 / 0.0555 / 0.0821,kdb
solvent_18 / solvent_50 / solvent_60,0.2160 / 0.1000 / 0.6840,343.25,0.2419 / 0.0838 / 0.0072,kdb
solvent_18 / solvent_50 / solvent_60,0.2000 / 0.0780 / 0.7220,342.9,0.2792 / 0.0812 / 0.0020,kdb
solvent_18 / solvent_50 / solvent_60,0.1200 / 0.1230 / 0.7570,343.3,0.3004 / 0.0294 / -0.0044,kdb
solvent_18 / solvent_50 / solvent_60,0.1180 / 0.0910 / 0.7910,343,0.3101 / -0.0116 / -0.0031,kdb
solvent_18 / solvent_50 / solvent_60,0.1160 / 0.0640 / 0.8200,342.75,0.3180 / -0.0038 / -0.0062,kdb
solvent_18 / solvent_50 / solvent_60,0.1140 / 0.0450 / 0.8410,342.6,0.3137 / 0.1301 / -0.0127,kdb
solvent_18 / solvent_50 / solvent_60,0.1110 / 0.0360 / 0.8530,342.45,0.2706 / 0.0327 / -0.0013,kdb
solvent_18 / solvent_50 / solvent_60,0.1030 / 0.0260 / 0.8710,342.3,0.2903 / 0.2404 / -0.0073,kdb
solvent_18 / solvent_50 / solvent_60,0.3100 / 0.5770 / 0.1130,349.65,0.1928 / -0.0026 / 0.1023,kdb
solvent_18 / solvent_50 / solvent_60,0.3360 / 0.5050 / 0.1590,349,0.1593 / 0.0130 / 0.0817,kdb
solvent_18 / solvent_50 / solvent_60,0.3450 / 0.4400 / 0.2150,348.25,0.1538 / 0.0431 / 0.0299,kdb
solvent_18 / solvent_50 / solvent_60,0.3440 / 0.3860 / 0.2700,347.45,0.1498 / 0.0543 / 0.0357,kdb
solvent_18 / solvent_50 / solvent_60,0.3330 / 0.3340 / 0.3330,346.65,0.1619 / 0.0406 / 0.0432,kdb
solvent_18 / solvent_50 / solvent_60,0.3180 / 0.2780 / 0.4040,345.8,0.1705 / 0.0349 / 0.0437,kdb
solvent_18 / solvent_50 / solvent_60,0.6850 / 0.2370 / 0.0780,349.65,0.0474 / 0.1007 / 0.2561,kdb
solvent_18 / solvent_50 / solvent_60,0.6420 / 0.2300 / 0.1280,348.8,0.0564 / 0.1079 / 0.1808,kdb
solvent_18 / solvent_50 / solvent_60,0.5910 / 0.2190 / 0.1900,347.9,0.0758 / 0.0942 / 0.1301,kdb
solvent_18 / solvent_50 / solvent_60,0.5390 / 0.2000 / 0.2610,346.85,0.0856 / 0.1124 / 0.1083,kdb
solvent_18 / solvent_50 / solvent_60,0.4800 / 0.1800 / 0.3400,345.9,0.1246 / 0.1174 / 0.0621,kdb
solvent_18 / solvent_50 / solvent_60,0.4310 / 0.1580 / 0.4110,345.1,0.1402 / 0.0780 / 0.0664,kdb
solvent_18 / solvent_50 / solvent_60,0.8980 / 0.0800 / 0.0220,351.9,-0.0144 / 0.3983 / 0.2676,kdb
solvent_18 / solvent_50 / solvent_60,0.8490 / 0.1120 / 0.0390,351.35,0.0118 / 0.2121 / 0.1746,kdb
solvent_18 / solvent_50 / solvent_60,0.8100 / 0.1280 / 0.0620,350.55,0.0056 / 0.1782 / 0.3347,kdb
solvent_18 / solvent_50 / solvent_60,0.7490 / 0.1380 / 0.1130,349.35,0.0266 / 0.1180 / 0.2572,kdb
solvent_18 / solvent_50 / solvent_60,0.6810 / 0.1350 / 0.1840,348.1,0.0514 / 0.1332 / 0.1562,kdb
solvent_18 / solvent_50 / solvent_60,0.6100 / 0.1290 / 0.2610,346.85,0.0778 / 0.1029 / 0.1258,kdb
solvent_18 / solvent_50 / solvent_60,0.6520 / 0.3320 / 0.0160,350.65,0.0449 / 0.1030 / 0.5965,kdb
solvent_18 / solvent_50 / solvent_60,0.6290 / 0.3330 / 0.0380,350.3,0.0446 / 0.0986 / 0.3668,kdb
solvent_18 / solvent_50 / solvent_60,0.6000 / 0.3290 / 0.0710,349.9,0.0583 / 0.0952 / 0.1636,kdb
solvent_18 / solvent_50 / solvent_60,0.5730 / 0.3200 / 0.1070,349.3,0.0696 / 0.1097 / 0.0887,kdb
solvent_18 / solvent_50 / solvent_60,0.5430 / 0.3100 / 0.1470,348.55,0.0864 / 0.0946 / 0.1011,kdb
solvent_18 / solvent_50 / solvent_60,0.5110 / 0.2890 / 0.2000,347.75,0.0933 / 0.0762 / 0.1171,kdb
solvent_18 / solvent_50 / solvent_60,0.5160 / 0.4740 / 0.0100,350.7,0.0831 / 0.0771 / 0.3178,kdb
solvent_18 / solvent_50 / solvent_60,0.5180 / 0.4640 / 0.0180,350.6,0.0843 / 0.0753 / 0.2099,kdb
solvent_18 / solvent_50 / solvent_60,0.5190 / 0.4520 / 0.0290,350.45,0.0813 / 0.0769 / 0.1767,kdb
solvent_18 / solvent_50 / solvent_60,0.5160 / 0.4390 / 0.0450,350.15,0.0887 / 0.0687 / 0.1735,kdb
solvent_18 / solvent_50 / solvent_60,0.5120 / 0.4190 / 0.0690,349.7,0.0969 / 0.0702 / 0.1304,kdb
solvent_18 / solvent_50 / solvent_60,0.5050 / 0.3950 / 0.1000,349.2,0.1004 / 0.0683 / 0.1247,kdb
solvent_18 / solvent_50 / solvent_60,0.2500 / 0.6740 / 0.0760,350.5,0.1880 / 0.0097 / 0.1056,kdb
solvent_18 / solvent_50 / solvent_60,0.2770 / 0.6130 / 0.1100,349.85,0.1824 / 0.0179 / 0.0651,kdb
solvent_18 / solvent_50 / solvent_60,0.2990 / 0.5510 / 0.1500,349.2,0.1786 / 0.0108 / 0.0766,kdb
solvent_18 / solvent_50 / solvent_60,0.3150 / 0.4820 / 0.2030,348.3,0.1709 / 0.0348 / 0.0481,kdb
solvent_18 / solvent_50 / solvent_60,0.3200 / 0.4200 / 0.2600,347.45,0.1697 / 0.0393 / 0.0522,kdb
solvent_18 / solvent_50 / solvent_60,0.3160 / 0.3580 / 0.3260,346.65,0.1824 / 0.0507 / 0.0317,kdb
solvent_18 / solvent_50 / solvent_60,0.2250 / 0.6570 / 0.1180,350.05,0.2169 / 0.0040 / 0.0598,kdb
solvent_18 / solvent_50 / solvent_60,0.2530 / 0.5860 / 0.1610,349.3,0.1957 / 0.0104 / 0.0557,kdb
solvent_18 / solvent_50 / solvent_60,0.2720 / 0.5140 / 0.2140,346.5,0.2560 / 0.0869 / 0.0869,kdb
solvent_18 / solvent_50 / solvent_60,0.2840 / 0.4460 / 0.2700,347.6,0.1949 / 0.0342 / 0.0252,kdb
solvent_18 / solvent_50 / solvent_60,0.2890 / 0.3800 / 0.3310,346.7,0.1889 / 0.0286 / 0.0452,kdb
solvent_18 / solvent_50 / solvent_60,0.2840 / 0.3130 / 0.4030,345.8,0.1960 / 0.0100 / 0.0524,kdb
solvent_18 / solvent_50 / solvent_60,0.0930 / 0.7120 / 0.1950,350,0.2871 / -0.0025 / 0.0305,kdb
solvent_18 / solvent_50 / solvent_60,0.1120 / 0.6300 / 0.2580,348,0.3060 / 0.0369 / 0.0435,kdb
solvent_18 / solvent_50 / solvent_60,0.1290 / 0.5450 / 0.3260,348,0.2393 / 0.0316 / -0.0061,kdb
solvent_18 / solvent_50 / solvent_60,0.1390 / 0.4690 / 0.3920,347,0.2729 / 0.0027 / 0.0209,kdb
solvent_18 / solvent_50 / solvent_60,0.1500 / 0.3800 / 0.4700,346.05,0.2472 / 0.0297 / 0.0068,kdb
solvent_18 / solvent_50 / solvent_60,0.1530 / 0.3070 / 0.5400,345.15,0.2760 / -0.0086 / 0.0203,kdb
solvent_32 / solvent_4 / solvent_18,0.7840 / 0.1360 / 0.0800,330.55,0.0119 / 0.5536 / 0.2462,kdb
solvent_32 / solvent_4 / solvent_18,0.8150 / 0.1010 / 0.0840,330.55,0.0065 / 0.5582 / 0.2775,kdb
solvent_32 / solvent_4 / solvent_18,0.8570 / 0.0630 / 0.0800,330.55,-0.007 / 0.614 / 0.3262,kdb
solvent_32 / solvent_4 / solvent_18,0.7420 / 0.1770 / 0.0810,330.65,0.0253 / 0.5256 / 0.1656,kdb
solvent_32 / solvent_4 / solvent_18,0.7130 / 0.2060 / 0.0810,330.85,0.0291 / 0.4958 / 0.1804,kdb
solvent_32 / solvent_4 / solvent_18,0.6740 / 0.2520 / 0.0740,331.15,0.0436 / 0.4269 / 0.1690,kdb
solvent_32 / solvent_4 / solvent_18,0.6100 / 0.3170 / 0.0730,331.45,0.1021 / 0.2996 / 0.1231,kdb
solvent_32 / solvent_4 / solvent_18,0.6310 / 0.2960 / 0.0730,331.45,0.0778 / 0.3379 / 0.1231,kdb
solvent_32 / solvent_4 / solvent_18,0.5400 / 0.4310 / 0.0290,331.65,0.1561 / 0.2397 / 0.0583,kdb
solvent_32 / solvent_4 / solvent_18,0.4950 / 0.4810 / 0.0240,332.15,0.1935 / 0.1890 / 0.0865,kdb
solvent_32 / solvent_4 / solvent_18,0.6240 / 0.1700 / 0.2060,332.55,0.0397 / 0.4753 / 0.1533,kdb
solvent_32 / solvent_4 / solvent_18,0.4460 / 0.5290 / 0.0250,332.65,0.2023 / 0.2164 / 0.1020,kdb
solvent_32 / solvent_4 / solvent_18,0.4500 / 0.5230 / 0.0270,332.65,0.2160 / 0.1843 / 0.1586,kdb
solvent_32 / solvent_4 / solvent_18,0.4850 / 0.3500 / 0.1650,332.75,0.1631 / 0.2799 / 0.1156,kdb
solvent_32 / solvent_4 / solvent_18,0.5600 / 0.1960 / 0.2440,333.25,0.0544 / 0.4297 / 0.1740,kdb
solvent_32 / solvent_4 / solvent_18,0.4530 / 0.3320 / 0.2150,333.75,0.1664 / 0.2759 / 0.0598,kdb
solvent_32 / solvent_4 / solvent_18,0.3070 / 0.6420 / 0.0510,334.45,0.3409 / 0.1590 / 0.0877,kdb
solvent_32 / solvent_4 / solvent_18,0.4510 / 0.2440 / 0.3050,334.75,0.1117 / 0.3366 / 0.1132,kdb
solvent_32 / solvent_4 / solvent_18,0.4160 / 0.3060 / 0.2780,334.75,0.1825 / 0.2520 / 0.0553,kdb
solvent_32 / solvent_4 / solvent_18,0.2920 / 0.6550 / 0.0530,334.95,0.3667 / 0.1265 / 0.0962,kdb
solvent_32 / solvent_4 / solvent_18,0.3890 / 0.2790 / 0.3320,335.55,0.1789 / 0.2579 / 0.0730,kdb
solvent_32 / solvent_4 / solvent_18,0.2450 / 0.6980 / 0.0570,335.95,0.4189 / 0.1128 / 0.1064,kdb
solvent_32 / solvent_4 / solvent_18,0.4700 / 0.0910 / 0.4390,336.15,0.0699 / 0.3478 / 0.1270,kdb
solvent_32 / solvent_4 / solvent_18,0.3670 / 0.2590 / 0.3740,336.25,0.1750 / 0.2732 / 0.0694,kdb
solvent_32 / solvent_4 / solvent_18,0.3840 / 0.2370 / 0.3790,336.25,0.1566 / 0.2816 / 0.0647,kdb
solvent_32 / solvent_4 / solvent_18,0.2850 / 0.3100 / 0.4050,337.15,0.2790 / 0.2460 / 0.0340,kdb
solvent_32 / solvent_4 / solvent_18,0.1840 / 0.7570 / 0.0590,337.25,0.5319 / 0.0929 / 0.0811,kdb
solvent_32 / solvent_4 / solvent_18,0.3130 / 0.2440 / 0.4430,337.35,0.2500 / 0.2499 / 0.0075,kdb
solvent_32 / solvent_4 / solvent_18,0.2740 / 0.4300 / 0.2960,337.55,0.2910 / 0.1497 / 0.0244,kdb
solvent_32 / solvent_4 / solvent_18,0.2340 / 0.4980 / 0.2680,338.05,0.3459 / 0.1325 / 0.0325,kdb
solvent_32 / solvent_4 / solvent_18,0.2880 / 0.2360 / 0.4760,338.25,0.2166 / 0.2536 / 0.0579,kdb
solvent_32 / solvent_4 / solvent_18,0.1410 / 0.7990 / 0.0600,338.95,0.5810 / 0.0841 / 0.0574,kdb
solvent_32 / solvent_4 / solvent_18,0.0810 / 0.8530 / 0.0660,341.55,0.7199 / 0.0656 / 0.1369,kdb
solvent_32 / solvent_4 / solvent_18,0.0390 / 0.8940 / 0.0670,344.15,0.8535 / 0.0646 / 0.1099,kdb
solvent_32 / solvent_4 / solvent_18,0.0810 / 0.4250 / 0.4940,344.15,0.5281 / 0.1349 / 0.0056,kdb
solvent_32 / solvent_4 / solvent_18,0.0840 / 0.2060 / 0.7100,344.85,0.4146 / 0.1291 / 0.0812,kdb
solvent_32 / solvent_4 / solvent_18,0.0600 / 0.3910 / 0.5490,345.45,0.5095 / 0.1166 / 0.0480,kdb
solvent_32 / solvent_4 / solvent_18,0.0520 / 0.4960 / 0.4520,346.65,0.6160 / 0.0402 / -0.0030,kdb
solvent_32 / solvent_4 / solvent_18,0.0570 / 0.9130 / 0.0300,346.65,0.7473 / -0.0782 / 0.1390,kdb
solvent_32 / solvent_4 / solvent_18,0.0570 / 0.1790 / 0.7640,347.25,0.4446 / 0.0896 / 0.0454,kdb
solvent_32 / solvent_4 / solvent_18,0.0330 / 0.4410 / 0.5260,347.75,0.5674 / 0.0480 / 0.0451,kdb
solvent_32 / solvent_4 / solvent_18,0.0380 / 0.3210 / 0.6410,347.85,0.4698 / 0.0871 / 0.0379,kdb
solvent_32 / solvent_4 / solvent_18,0.0520 / 0.3140 / 0.6340,348.15,0.4438 / 0.0564 / -0.0043,kdb
solvent_32 / solvent_4 / solvent_18,0.0360 / 0.2840 / 0.6800,348.35,0.4527 / 0.0711 / 0.0383,kdb
solvent_32 / solvent_4 / solvent_18,0.0440 / 0.1530 / 0.8030,348.45,0.4087 / 0.1166 / 0.0329,kdb
solvent_32 / solvent_4 / solvent_18,0.0520 / 0.2630 / 0.6850,348.45,0.4143 / 0.0319 / 0.0111,kdb
solvent_32 / solvent_4 / solvent_18,0.0310 / 0.3780 / 0.5910,348.65,0.4487 / 0.0825 / 0.0082,kdb
solvent_32 / solvent_4 / solvent_18,0.0310 / 0.2530 / 0.7160,348.75,0.4567 / 0.0730 / 0.0394,kdb
solvent_32 / solvent_4 / solvent_18,0.0430 / 0.2100 / 0.7470,349.25,0.4557 / 0.0509 / -0.0050,kdb
solvent_32 / solvent_4 / solvent_18,0.0390 / 0.1690 / 0.7920,349.75,0.4739 / 0.0817 / -0.0172,kdb
solvent_32 / solvent_4 / solvent_18,0.0210 / 0.2530 / 0.7260,349.95,0.4739 / 0.1029 / -0.0001,kdb
solvent_32 / solvent_4 / solvent_18,0.0240 / 0.0230 / 0.9530,351.45,0.3982 / 0.1530 / -0.0015,kdb
solvent_32 / solvent_4 / solvent_18,0.0180 / 0.1020 / 0.8800,351.55,0.3575 / 0.1567 / -0.0143,kdb
solvent_32 / solvent_4 / solvent_18,0.0090 / 0.0720 / 0.9190,352.55,0.4023 / 0.1354 / -0.0184,kdb
solvent_32 / solvent_4 / solvent_18,0.0160 / 0.0170 / 0.9670,352.55,0.4460 / 0.0347 / -0.0186,kdb
solvent_32 / solvent_4 / solvent_18,0.0060 / 0.0730 / 0.9210,352.65,0.4171 / 0.1298 / -0.0147,kdb
solvent_32 / solvent_4 / solvent_18,0.0160 / 0.0170 / 0.9670,352.85,0.4372 / 0.0770 / -0.0289,kdb
solvent_1 / solvent_18 / solvent_19,0.0110 / 0.0960 / 0.8930,337.99,3.2360 / 0.1415 / 0.0052,kdb
solvent_1 / solvent_18 / solvent_19,0.0540 / 0.1070 / 0.8390,331.09,2.3697 / 0.2104 / 0.0210,kdb
solvent_1 / solvent_18 / solvent_19,0.2040 / 0.0980 / 0.6980,327.85,1.2959 / 0.4160 / 0.1990,kdb
solvent_1 / solvent_18 / solvent_19,0.3230 / 0.0950 / 0.5820,327.75,0.8717 / 0.4424 / 0.3429,kdb
solvent_1 / solvent_18 / solvent_19,0.4500 / 0.0960 / 0.4540,327.47,0.5700 / 0.4915 / 0.5589,kdb
solvent_1 / solvent_18 / solvent_19,0.5330 / 0.0980 / 0.3690,327.28,0.4021 / 0.5983 / 0.7374,kdb
solvent_1 / solvent_18 / solvent_19,0.6300 / 0.0920 / 0.2780,327.28,0.2607 / 0.7167 / 0.9505,kdb
solvent_1 / solvent_18 / solvent_19,0.7290 / 0.0890 / 0.1820,327.32,0.1505 / 0.8564 / 1.2385,kdb
solvent_1 / solvent_18 / solvent_19,0.8240 / 0.0850 / 0.0910,328.07,0.0775 / 1.0150 / 1.5693,kdb
solvent_1 / solvent_18 / solvent_19,0.2700 / 0.1850 / 0.5450,334.51,0.2484 / 0.1789 / 0.3957,kdb
solvent_1 / solvent_18 / solvent_19,0.0800 / 0.1920 / 0.7280,329.33,1.9919 / 0.2249 / 0.0878,kdb
solvent_1 / solvent_18 / solvent_19,0.2090 / 0.1840 / 0.6070,327.39,1.2203 / 0.3626 / 0.1977,kdb
solvent_1 / solvent_18 / solvent_19,0.2850 / 0.1790 / 0.5360,326.93,0.9543 / 0.4354 / 0.2845,kdb
solvent_1 / solvent_18 / solvent_19,0.4330 / 0.1850 / 0.3820,326.39,0.5674 / 0.4852 / 0.5856,kdb
solvent_1 / solvent_18 / solvent_19,0.5430 / 0.1880 / 0.2690,326.17,0.3715 / 0.5446 / 0.8473,kdb
solvent_1 / solvent_18 / solvent_19,0.6500 / 0.1710 / 0.1790,326.03,0.2219 / 0.7487 / 1.0929,kdb
solvent_1 / solvent_18 / solvent_19,0.7570 / 0.1590 / 0.0840,326.38,0.1099 / 0.9291 / 1.4734,kdb
solvent_1 / solvent_18 / solvent_19,0.0280 / 0.2820 / 0.6900,332.61,2.5384 / 0.1584 / 0.0605,kdb
solvent_1 / solvent_18 / solvent_19,0.0760 / 0.2790 / 0.6450,327.94,2.0623 / 0.2350 / 0.0761,kdb
solvent_1 / solvent_18 / solvent_19,0.1070 / 0.2980 / 0.5950,327.77,1.7305 / 0.2165 / 0.1194,kdb
solvent_1 / solvent_18 / solvent_19,0.3530 / 0.2720 / 0.3750,325.72,0.6912 / 0.4329 / 0.5132,kdb
solvent_1 / solvent_18 / solvent_19,0.4530 / 0.2680 / 0.2790,325.52,0.5215 / 0.4583 / 0.6742,kdb
solvent_1 / solvent_18 / solvent_19,0.5560 / 0.2600 / 0.1840,325.34,0.3420 / 0.5749 / 0.9256,kdb
solvent_1 / solvent_18 / solvent_19,0.6510 / 0.2600 / 0.0890,325.25,0.1968 / 0.7181 / 1.2933,kdb
solvent_1 / solvent_18 / solvent_19,0.0310 / 0.3670 / 0.6020,331.77,2.4408 / 0.1270 / 0.0541,kdb
solvent_1 / solvent_18 / solvent_19,0.1350 / 0.3640 / 0.5010,327.09,1.4877 / 0.2080 / 0.1808,kdb
solvent_1 / solvent_18 / solvent_19,0.2510 / 0.3590 / 0.3900,325.73,1.0226 / 0.2610 / 0.3401,kdb
solvent_1 / solvent_18 / solvent_19,0.3560 / 0.3650 / 0.2790,325.11,0.7092 / 0.3289 / 0.5776,kdb
solvent_1 / solvent_18 / solvent_19,0.4650 / 0.3470 / 0.1880,324.23,0.4906 / 0.4905 / 0.8194,kdb
solvent_1 / solvent_18 / solvent_19,0.5610 / 0.3460 / 0.0930,324.58,0.2494 / 0.6542 / 1.0352,kdb
solvent_1 / solvent_18 / solvent_19,0.0430 / 0.4560 / 0.5010,329.3,2.2693 / 0.1293 / 0.0976,kdb
solvent_1 / solvent_18 / solvent_19,0.1250 / 0.4680 / 0.4070,326.42,1.5495 / 0.1414 / 0.2274,kdb
solvent_1 / solvent_18 / solvent_19,0.2640 / 0.4480 / 0.2880,325.16,0.9422 / 0.2345 / 0.4511,kdb
solvent_1 / solvent_18 / solvent_19,0.3630 / 0.4430 / 0.1940,324.6,0.6527 / 0.3390 / 0.6669,kdb
solvent_1 / solvent_18 / solvent_19,0.4660 / 0.4410 / 0.0930,324.21,0.4618 / 0.4318 / 0.9769,kdb
solvent_1 / solvent_18 / solvent_19,0.0430 / 0.5490 / 0.4080,329.12,2.1671 / 0.1223 / 0.0839,kdb
solvent_1 / solvent_18 / solvent_19,0.1410 / 0.5570 / 0.3020,325.78,1.4132 / 0.1225 / 0.3319,kdb
solvent_1 / solvent_18 / solvent_19,0.2590 / 0.5440 / 0.1970,324.74,0.9132 / 0.2164 / 0.5506,kdb
solvent_1 / solvent_18 / solvent_19,0.3670 / 0.5420 / 0.0910,324.19,0.6266 / 0.3046 / 0.9085,kdb
solvent_1 / solvent_18 / solvent_19,0.0500 / 0.6420 / 0.3080,328.35,2.0333 / 0.0603 / 0.2278,kdb
solvent_1 / solvent_18 / solvent_19,0.1480 / 0.6450 / 0.2070,325.34,1.3575 / 0.1027 / 0.4133,kdb
solvent_1 / solvent_18 / solvent_19,0.2660 / 0.6330 / 0.1010,324.55,0.8851 / 0.1848 / 0.6895,kdb
solvent_1 / solvent_18 / solvent_19,0.0600 / 0.7360 / 0.2040,327.41,1.9093 / 0.0370 / 0.3286,kdb
solvent_1 / solvent_18 / solvent_19,0.1630 / 0.7350 / 0.1020,325.16,1.2637 / 0.0783 / 0.5584,kdb
solvent_1 / solvent_18 / solvent_19,0.0650 / 0.8350 / 0.1000,327.17,1.8069 / 0.0199 / 0.4380,kdb
solvent_1 / solvent_18 / solvent_19,0.0270 / 0.9200 / 0.0530,328.82,2.0893 / 0.0407 / 0.5469,kdb
solvent_1 / solvent_18 / solvent_19,0.9150 / 0.0470 / 0.0380,330.79,0.0171 / 1.1617 / 1.9721,kdb
solvent_1 / solvent_18 / solvent_19,0.0020 / 0.0500 / 0.9480,344.02,4.0779 / 0.2505 / -0.0027,kdb
solvent_1 / solvent_18 / solvent_19,0.3180 / 0.3500 / 0.3320,325.61,0.8211 / 0.2468 / 0.5151,kdb
solvent_1 / solvent_18 / solvent_19,0.1640 / 0.3960 / 0.4400,326.25,1.3719 / 0.1857 / 0.2303,kdb
solvent_60 / solvent_13 / solvent_32,0.0937 / 0.1062 / 0.8001,313.15,1.4523 / 0.6315 / 0.0308,kdb
solvent_60 / solvent_13 / solvent_32,0.1654 / 0.0978 / 0.7368,313.15,1.2062 / 0.6969 / 0.0604,kdb
solvent_60 / solvent_13 / solvent_32,0.2473 / 0.0882 / 0.6645,313.15,0.9704 / 0.7915 / 0.1158,kdb
solvent_60 / solvent_13 / solvent_32,0.3325 / 0.0782 / 0.5893,313.15,0.7629 / 0.9199 / 0.1935,kdb
solvent_60 / solvent_13 / solvent_32,0.4126 / 0.0688 / 0.5186,313.15,0.5968 / 1.0730 / 0.2837,kdb
solvent_60 / solvent_13 / solvent_32,0.0839 / 0.1827 / 0.7334,313.15,1.5417 / 0.5466 / 0.0388,kdb
