solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_211 / solvent_469 / solvent_191,0.15 / 0.15 / 0.70,298.15,0.036200900 / -0.650443560 / 0.004991610,cosmo
solvent_206 / solvent_376 / solvent_658,0.15 / 0.15 / 0.70,298.15,1.074052270 / -0.664650320 / 0.070485710,cosmo
solvent_521 / solvent_661 / solvent_2,0.15 / 0.15 / 0.70,298.15,1.604197910 / 0.359831840 / 0.460393920,cosmo
solvent_626 / solvent_731 / solvent_748,0.15 / 0.15 / 0.70,298.15,-0.63864868 / -0.34783283 / 0.15560964,cosmo
solvent_74 / solvent_525 / solvent_587,0.15 / 0.15 / 0.70,298.15,1.511089480 / 0.312585770 / 0.055961460,cosmo
solvent_366 / solvent_467 / solvent_229,0.15 / 0.15 / 0.70,298.15,0.236596350 / -0.331848670 / 0.015374520,cosmo
solvent_328 / solvent_161 / solvent_657,0.15 / 0.15 / 0.70,298.15,-0.12303492 / -0.31145234 / -0.00754508,cosmo
solvent_300 / solvent_66 / solvent_771,0.15 / 0.15 / 0.70,298.15,-0.01394807 / 0.02355699 / -0.0002248,cosmo
solvent_15 / solvent_508 / solvent_594,0.15 / 0.15 / 0.70,298.15,-2.47729324 / -7.90161053 / -0.24505016,cosmo
solvent_22 / solvent_376 / solvent_779,0.15 / 0.15 / 0.70,298.15,1.147369580 / 0.097621980 / 0.109358100,cosmo
solvent_42 / solvent_70 / solvent_674,0.15 / 0.15 / 0.70,298.15,-0.00348331 / -0.12464713 / 0.00823789,cosmo
solvent_22 / solvent_568 / solvent_793,0.15 / 0.15 / 0.70,298.15,0.826791620 / -0.616168030 / 0.083715330,cosmo
solvent_512 / solvent_650 / solvent_654,0.15 / 0.15 / 0.70,298.15,0.490732020 / -0.292033580 / 0.057466190,cosmo
solvent_276 / solvent_432 / solvent_113,0.15 / 0.15 / 0.70,298.15,1.734231400 / 0.455157750 / 0.126159130,cosmo
solvent_468 / solvent_93 / solvent_639,0.15 / 0.15 / 0.70,298.15,0.584239560 / 0.370308330 / 0.001050790,cosmo
solvent_61 / solvent_551 / solvent_110,0.15 / 0.15 / 0.70,298.15,1.000083400 / 0.185591550 / 0.097359420,cosmo
solvent_273 / solvent_481 / solvent_595,0.15 / 0.15 / 0.70,298.15,0.093943450 / -0.156672030 / -0.014260080,cosmo
solvent_664 / solvent_666 / solvent_739,0.15 / 0.15 / 0.70,298.15,0.323245420 / 0.214462670 / 0.048092710,cosmo
solvent_474 / solvent_527 / solvent_562,0.15 / 0.15 / 0.70,298.15,-0.09379936 / -0.1404014 / -0.01990894,cosmo
solvent_285 / solvent_474 / solvent_485,0.15 / 0.15 / 0.70,298.15,0.497864420 / -0.041615040 / 0.014833200,cosmo
solvent_265 / solvent_648 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.034750180 / 0.468564940 / 0.024979430,cosmo
solvent_436 / solvent_504 / solvent_772,0.15 / 0.15 / 0.70,298.15,0.266893340 / 0.236704270 / 0.038083790,cosmo
solvent_465 / solvent_656 / solvent_771,0.15 / 0.15 / 0.70,298.15,-0.25950118 / -0.24919759 / -0.00556812,cosmo
solvent_281 / solvent_406 / solvent_542,0.15 / 0.15 / 0.70,298.15,-0.2375351 / 0.04068122 / -0.01046911,cosmo
solvent_351 / solvent_41 / solvent_594,0.15 / 0.15 / 0.70,298.15,-0.17691837 / 0.41670647 / -0.00431605,cosmo
solvent_396 / solvent_610 / solvent_762,0.15 / 0.15 / 0.70,298.15,0.095509750 / -0.228072280 / 0.004755720,cosmo
solvent_49 / solvent_179 / solvent_633,0.15 / 0.15 / 0.70,298.15,2.300008180 / 0.245025740 / 0.252626320,cosmo
solvent_298 / solvent_365 / solvent_657,0.15 / 0.15 / 0.70,298.15,0.017275620 / 0.246689700 / 0.009688830,cosmo
solvent_640 / solvent_643 / solvent_34,0.15 / 0.15 / 0.70,298.15,0.289913690 / -0.031919000 / 0.043674630,cosmo
solvent_445 / solvent_450 / solvent_679,0.15 / 0.15 / 0.70,298.15,-1.05720335 / -0.03489437 / -0.02564371,cosmo
solvent_23 / solvent_349 / solvent_70,0.15 / 0.15 / 0.70,298.15,0.617306030 / 0.469273230 / 0.031666030,cosmo
solvent_340 / solvent_440 / solvent_70,0.15 / 0.15 / 0.70,298.15,-0.07729549 / 0.02804764 / 0.00407108,cosmo
solvent_404 / solvent_446 / solvent_699,0.15 / 0.15 / 0.70,298.15,-0.08959612 / -0.1158765 / -0.01013625,cosmo
solvent_47 / solvent_123 / solvent_191,0.15 / 0.15 / 0.70,298.15,0.001169930 / 0.284507500 / 0.008539760,cosmo
solvent_97 / solvent_734 / solvent_795,0.15 / 0.15 / 0.70,298.15,0.251072330 / -1.906717500 / -0.047456060,cosmo
solvent_420 / solvent_426 / solvent_94,0.15 / 0.15 / 0.70,298.15,0.041053780 / -0.337059980 / -0.023253730,cosmo
solvent_466 / solvent_469 / solvent_137,0.15 / 0.15 / 0.70,298.15,2.449253030 / 0.508370260 / 0.169550850,cosmo
solvent_480 / solvent_515 / solvent_725,0.15 / 0.15 / 0.70,298.15,0.006795750 / 1.816831890 / 0.330607670,cosmo
solvent_449 / solvent_595 / solvent_154,0.15 / 0.15 / 0.70,298.15,0.186733280 / -0.544459950 / -0.024853090,cosmo
solvent_601 / solvent_63 / solvent_647,0.15 / 0.15 / 0.70,298.15,0.714191510 / 0.738158080 / 0.083569680,cosmo
solvent_559 / solvent_709 / solvent_785,0.15 / 0.15 / 0.70,298.15,0.161620900 / 0.060808060 / -0.033756140,cosmo
solvent_413 / solvent_571 / solvent_158,0.15 / 0.15 / 0.70,298.15,0.298775940 / 0.146508690 / 0.191795330,cosmo
solvent_466 / solvent_599 / solvent_667,0.15 / 0.15 / 0.70,298.15,-0.11855326 / -0.08334555 / -0.01082225,cosmo
solvent_392 / solvent_629 / solvent_680,0.15 / 0.15 / 0.70,298.15,-1.50732768 / -0.01829527 / -0.05625706,cosmo
solvent_264 / solvent_555 / solvent_642,0.15 / 0.15 / 0.70,298.15,-0.37813112 / 0.00578569 / -0.02481968,cosmo
solvent_84 / solvent_453 / solvent_478,0.15 / 0.15 / 0.70,298.15,1.055195070 / -0.352636790 / 0.198988330,cosmo
solvent_342 / solvent_461 / solvent_645,0.15 / 0.15 / 0.70,298.15,0.903304770 / 0.155514650 / 0.051691170,cosmo
solvent_273 / solvent_513 / solvent_569,0.15 / 0.15 / 0.70,298.15,0.012083780 / -0.039259630 / -0.002890610,cosmo
solvent_285 / solvent_686 / solvent_731,0.15 / 0.15 / 0.70,298.15,0.632751180 / 0.257469170 / 0.018922980,cosmo
solvent_351 / solvent_425 / solvent_70,0.15 / 0.15 / 0.70,298.15,-0.07606488 / -0.13953693 / -0.01616083,cosmo
solvent_310 / solvent_320 / solvent_699,0.15 / 0.15 / 0.70,298.15,0.091343870 / 0.133357820 / 0.004718420,cosmo
solvent_198 / solvent_511 / solvent_197,0.15 / 0.15 / 0.70,298.15,-0.26162319 / 0.33897976 / 0.02380592,cosmo
solvent_299 / solvent_523 / solvent_767,0.15 / 0.15 / 0.70,298.15,0.044922620 / 0.318029740 / 0.031726440,cosmo
solvent_350 / solvent_213 / solvent_172,0.15 / 0.15 / 0.70,298.15,-0.65602397 / 0.69708238 / 0.01087524,cosmo
solvent_387 / solvent_554 / solvent_697,0.15 / 0.15 / 0.70,298.15,-0.07495989 / 0.00333156 / 0.01097703,cosmo
solvent_398 / solvent_539 / solvent_716,0.15 / 0.15 / 0.70,298.15,0.180104510 / -0.052878760 / 0.013732320,cosmo
solvent_520 / solvent_575 / solvent_629,0.15 / 0.15 / 0.70,298.15,-0.06694315 / 0.40226696 / 0.05030165,cosmo
solvent_12 / solvent_756 / solvent_769,0.15 / 0.15 / 0.70,298.15,-0.37947072 / 3.27773241 / 0.32162251,cosmo
solvent_590 / solvent_137 / solvent_790,0.15 / 0.15 / 0.70,298.15,0.939464610 / 4.288550930 / 0.613597190,cosmo
solvent_270 / solvent_111 / solvent_738,0.15 / 0.15 / 0.70,298.15,0.568891480 / -0.519966910 / 0.011528580,cosmo
solvent_295 / solvent_456 / solvent_719,0.15 / 0.15 / 0.70,298.15,0.185740310 / 0.220017880 / 0.022602930,cosmo
solvent_317 / solvent_13 / solvent_3,0.15 / 0.15 / 0.70,298.15,0.336766600 / 1.382899950 / 0.113381650,cosmo
solvent_281 / solvent_645 / solvent_685,0.15 / 0.15 / 0.70,298.15,-0.01490868 / 1.2917884 / 0.05751057,cosmo
solvent_512 / solvent_521 / solvent_175,0.15 / 0.15 / 0.70,298.15,-0.03433353 / 0.87350184 / 0.07811248,cosmo
solvent_407 / solvent_487 / solvent_692,0.15 / 0.15 / 0.70,298.15,0.052798010 / -0.058986860 / -0.004372630,cosmo
solvent_525 / solvent_562 / solvent_594,0.15 / 0.15 / 0.70,298.15,-4.63405189 / -0.73429915 / 0.84397153,cosmo
solvent_655 / solvent_697 / solvent_5,0.15 / 0.15 / 0.70,298.15,0.348390690 / 0.743132950 / 0.203134020,cosmo
solvent_369 / solvent_508 / solvent_518,0.15 / 0.15 / 0.70,298.15,0.067528470 / 0.410570220 / 0.083932980,cosmo
solvent_23 / solvent_491 / solvent_81,0.15 / 0.15 / 0.70,298.15,0.256523090 / 0.005957030 / -0.014155260,cosmo
solvent_258 / solvent_451 / solvent_603,0.15 / 0.15 / 0.70,298.15,0.847198970 / -0.009053050 / 0.026294510,cosmo
solvent_425 / solvent_437 / solvent_783,0.15 / 0.15 / 0.70,298.15,0.002538450 / -0.152558500 / -0.002502320,cosmo
solvent_471 / solvent_488 / solvent_573,0.15 / 0.15 / 0.70,298.15,0.009011440 / -0.139276590 / -0.006130950,cosmo
solvent_555 / solvent_579 / solvent_715,0.15 / 0.15 / 0.70,298.15,-0.02613494 / 0.23284791 / 0.00247879,cosmo
solvent_367 / solvent_591 / solvent_795,0.15 / 0.15 / 0.70,298.15,0.067472160 / 0.037566340 / -0.021261780,cosmo
solvent_198 / solvent_736 / solvent_772,0.15 / 0.15 / 0.70,298.15,-1.00672084 / -1.7143083 / -0.13638549,cosmo
solvent_308 / solvent_188 / solvent_598,0.15 / 0.15 / 0.70,298.15,-0.10619575 / -1.04421315 / -0.07660287,cosmo
solvent_400 / solvent_158 / solvent_683,0.15 / 0.15 / 0.70,298.15,0.024464800 / 0.268267190 / 0.013228260,cosmo
solvent_348 / solvent_587 / solvent_716,0.15 / 0.15 / 0.70,298.15,-0.20067421 / -0.10551633 / -0.00180982,cosmo
solvent_38 / solvent_115 / solvent_55,0.15 / 0.15 / 0.70,298.15,-0.36337549 / 0.65651792 / 0.04676311,cosmo
solvent_509 / solvent_532 / solvent_229,0.15 / 0.15 / 0.70,298.15,1.475979650 / 1.104409880 / 0.131246300,cosmo
solvent_477 / solvent_44 / solvent_746,0.15 / 0.15 / 0.70,298.15,0.021955100 / 0.837555670 / 0.006987240,cosmo
solvent_319 / solvent_549 / solvent_673,0.15 / 0.15 / 0.70,298.15,0.924962800 / 0.023924900 / 0.044784730,cosmo
solvent_312 / solvent_355 / solvent_520,0.15 / 0.15 / 0.70,298.15,0.245383720 / 0.667984330 / 0.053499580,cosmo
solvent_466 / solvent_56 / solvent_724,0.15 / 0.15 / 0.70,298.15,-0.19174819 / 0.10718046 / -0.00407826,cosmo
solvent_359 / solvent_469 / solvent_731,0.15 / 0.15 / 0.70,298.15,0.766980920 / -0.917252340 / -0.002559560,cosmo
solvent_391 / solvent_717 / solvent_748,0.15 / 0.15 / 0.70,298.15,-0.00221219 / 0.11273702 / 0.00008296,cosmo
solvent_467 / solvent_158 / solvent_19,0.15 / 0.15 / 0.70,298.15,1.345676640 / 0.421310330 / 0.151519050,cosmo
solvent_248 / solvent_607 / solvent_794,0.15 / 0.15 / 0.70,298.15,-0.20049562 / -2.28483805 / -0.0512591,cosmo
solvent_305 / solvent_389 / solvent_469,0.15 / 0.15 / 0.70,298.15,-0.68309703 / -0.09030577 / -0.15343707,cosmo
solvent_449 / solvent_559 / solvent_719,0.15 / 0.15 / 0.70,298.15,-0.00024917 / 0.20465914 / 0.00782417,cosmo
solvent_593 / solvent_716 / solvent_732,0.15 / 0.15 / 0.70,298.15,1.647633790 / 0.922532770 / 0.043572410,cosmo
solvent_406 / solvent_578 / solvent_607,0.15 / 0.15 / 0.70,298.15,-0.6978376 / -3.88789316 / -0.61632963,cosmo
solvent_479 / solvent_586 / solvent_736,0.15 / 0.15 / 0.70,298.15,0.913025730 / 0.796477600 / 0.045424360,cosmo
solvent_457 / solvent_593 / solvent_720,0.15 / 0.15 / 0.70,298.15,0.842626050 / 2.339677810 / 0.183012320,cosmo
solvent_307 / solvent_336 / solvent_369,0.15 / 0.15 / 0.70,298.15,-0.33449237 / -0.17037314 / 0.00055297,cosmo
solvent_414 / solvent_175 / solvent_56,0.15 / 0.15 / 0.70,298.15,-0.44710998 / 0.04369041 / -0.02019192,cosmo
solvent_161 / solvent_26 / solvent_583,0.15 / 0.15 / 0.70,298.15,-0.38427311 / 1.87510651 / 0.19122924,cosmo
solvent_450 / solvent_249 / solvent_526,0.15 / 0.15 / 0.70,298.15,-0.01572717 / 0.24880069 / 0.00321187,cosmo
solvent_312 / solvent_337 / solvent_428,0.15 / 0.15 / 0.70,298.15,0.424920400 / -0.013514470 / 0.038880390,cosmo
solvent_121 / solvent_580 / solvent_702,0.15 / 0.15 / 0.70,298.15,0.037593960 / 0.255500290 / 0.013356630,cosmo
solvent_237 / solvent_560 / solvent_620,0.15 / 0.15 / 0.70,298.15,0.081225750 / 0.750989760 / 0.048168070,cosmo
solvent_300 / solvent_377 / solvent_649,0.15 / 0.15 / 0.70,298.15,0.112004760 / -0.092016700 / 0.003289070,cosmo
solvent_371 / solvent_515 / solvent_729,0.15 / 0.15 / 0.70,298.15,0.064501870 / 1.116146930 / 0.232956800,cosmo
solvent_629 / solvent_655 / solvent_760,0.15 / 0.15 / 0.70,298.15,0.288133410 / -3.188711650 / -0.162660340,cosmo
solvent_38 / solvent_497 / solvent_746,0.15 / 0.15 / 0.70,298.15,0.750743160 / -0.027554520 / 0.003585560,cosmo
solvent_406 / solvent_463 / solvent_665,0.15 / 0.15 / 0.70,298.15,-0.00126855 / -1.0909646 / -0.03259822,cosmo
solvent_373 / solvent_55 / solvent_229,0.15 / 0.15 / 0.70,298.15,-0.29645048 / -0.02714959 / 0.02920658,cosmo
solvent_450 / solvent_535 / solvent_611,0.15 / 0.15 / 0.70,298.15,0.325677520 / 0.928744950 / 0.045579540,cosmo
solvent_665 / solvent_693 / solvent_772,0.15 / 0.15 / 0.70,298.15,0.054941510 / 1.349114150 / 0.145846690,cosmo
solvent_32 / solvent_455 / solvent_535,0.15 / 0.15 / 0.70,298.15,1.346953280 / 1.466669610 / 0.129228890,cosmo
solvent_134 / solvent_216 / solvent_782,0.15 / 0.15 / 0.70,298.15,0.346575630 / 0.919425970 / 0.125040920,cosmo
solvent_350 / solvent_55 / solvent_660,0.15 / 0.15 / 0.70,298.15,-0.07101138 / 0.51257842 / 0.00472799,cosmo
solvent_329 / solvent_94 / solvent_581,0.15 / 0.15 / 0.70,298.15,-0.14531889 / -0.61057713 / -0.01984542,cosmo
solvent_348 / solvent_472 / solvent_782,0.15 / 0.15 / 0.70,298.15,-0.00567648 / -0.24374854 / -0.04840336,cosmo
solvent_422 / solvent_60 / solvent_680,0.15 / 0.15 / 0.70,298.15,1.077349020 / 0.467034720 / 0.034891470,cosmo
solvent_413 / solvent_418 / solvent_452,0.15 / 0.15 / 0.70,298.15,0.876447000 / 0.564715910 / 0.116485070,cosmo
solvent_355 / solvent_511 / solvent_725,0.15 / 0.15 / 0.70,298.15,1.050096020 / 0.696447290 / 0.092898670,cosmo
solvent_293 / solvent_712 / solvent_767,0.15 / 0.15 / 0.70,298.15,-4.81105234 / 0.70677192 / -0.83724696,cosmo
solvent_299 / solvent_465 / solvent_503,0.15 / 0.15 / 0.70,298.15,0.226482920 / -0.015391250 / -0.036091540,cosmo
solvent_322 / solvent_530 / solvent_602,0.15 / 0.15 / 0.70,298.15,-1.13649461 / -0.1262395 / -0.00618,cosmo
solvent_288 / solvent_677 / solvent_746,0.15 / 0.15 / 0.70,298.15,-0.46034764 / 0.03383884 / -0.01865957,cosmo
solvent_428 / solvent_517 / solvent_596,0.15 / 0.15 / 0.70,298.15,-0.56355247 / -0.07000382 / -0.06857473,cosmo
solvent_345 / solvent_716 / solvent_771,0.15 / 0.15 / 0.70,298.15,-1.01686377 / 0.24942301 / -0.05772494,cosmo
solvent_375 / solvent_746 / solvent_794,0.15 / 0.15 / 0.70,298.15,-0.62574342 / 0.13575062 / -0.02300839,cosmo
solvent_281 / solvent_358 / solvent_164,0.15 / 0.15 / 0.70,298.15,0.603335830 / -0.328221980 / 0.005377840,cosmo
solvent_296 / solvent_575 / solvent_662,0.15 / 0.15 / 0.70,298.15,-0.07293627 / -0.14808448 / -0.04680118,cosmo
solvent_374 / solvent_541 / solvent_673,0.15 / 0.15 / 0.70,298.15,-0.10868424 / 0.0980045 / -0.00815684,cosmo
solvent_576 / solvent_82 / solvent_677,0.15 / 0.15 / 0.70,298.15,1.215240720 / -0.198167090 / 0.050998450,cosmo
solvent_49 / solvent_248 / solvent_9,0.15 / 0.15 / 0.70,298.15,0.438857830 / 0.010916530 / 0.012695550,cosmo
solvent_392 / solvent_489 / solvent_110,0.15 / 0.15 / 0.70,298.15,0.127747160 / -0.021282710 / -0.043023260,cosmo
solvent_353 / solvent_568 / solvent_88,0.15 / 0.15 / 0.70,298.15,0.680297900 / -0.634787080 / 0.008290960,cosmo
solvent_356 / solvent_368 / solvent_117,0.15 / 0.15 / 0.70,298.15,-0.12543967 / -0.68523006 / -0.11872509,cosmo
solvent_297 / solvent_298 / solvent_321,0.15 / 0.15 / 0.70,298.15,0.140312720 / 0.077770230 / 0.016505370,cosmo
solvent_445 / solvent_676 / solvent_40,0.15 / 0.15 / 0.70,298.15,-0.2133009 / -0.53577583 / 0.01635972,cosmo
solvent_652 / solvent_694 / solvent_763,0.15 / 0.15 / 0.70,298.15,2.738144370 / -0.092315440 / 0.125627050,cosmo
solvent_452 / solvent_41 / solvent_16,0.15 / 0.15 / 0.70,298.15,2.045353090 / 2.548182950 / 0.950496550,cosmo
solvent_320 / solvent_571 / solvent_59,0.15 / 0.15 / 0.70,298.15,1.049744180 / -0.716170240 / -0.019268650,cosmo
solvent_531 / solvent_19 / solvent_111,0.15 / 0.15 / 0.70,298.15,-0.23182497 / 1.74061714 / 0.07360624,cosmo
solvent_274 / solvent_350 / solvent_693,0.15 / 0.15 / 0.70,298.15,0.190237520 / 0.434405720 / 0.020235490,cosmo
solvent_489 / solvent_684 / solvent_767,0.15 / 0.15 / 0.70,298.15,-6.14064369 / 1.32765519 / 0.00872585,cosmo
solvent_298 / solvent_349 / solvent_561,0.15 / 0.15 / 0.70,298.15,0.084286180 / 0.118691110 / -0.007843110,cosmo
solvent_357 / solvent_359 / solvent_671,0.15 / 0.15 / 0.70,298.15,0.101142090 / 0.030975220 / 0.008480700,cosmo
solvent_269 / solvent_98 / solvent_702,0.15 / 0.15 / 0.70,298.15,-0.02557103 / -0.08966769 / -0.00524286,cosmo
solvent_369 / solvent_502 / solvent_776,0.15 / 0.15 / 0.70,298.15,0.035310140 / -0.062208500 / 0.012109280,cosmo
solvent_470 / solvent_527 / solvent_754,0.15 / 0.15 / 0.70,298.15,0.097291370 / -0.735205090 / -0.127696450,cosmo
solvent_448 / solvent_4 / solvent_506,0.15 / 0.15 / 0.70,298.15,-0.37612102 / 0.7708969 / -0.00120635,cosmo
solvent_331 / solvent_661 / solvent_783,0.15 / 0.15 / 0.70,298.15,-0.16997573 / -0.10893665 / 0.02559222,cosmo
solvent_361 / solvent_582 / solvent_760,0.15 / 0.15 / 0.70,298.15,-5.33860415 / 0.41008614 / -0.30194399,cosmo
solvent_307 / solvent_472 / solvent_642,0.15 / 0.15 / 0.70,298.15,-0.28115171 / -0.05881773 / -0.06356608,cosmo
solvent_559 / solvent_581 / solvent_627,0.15 / 0.15 / 0.70,298.15,0.261229810 / 0.155983140 / 0.030086920,cosmo
solvent_526 / solvent_780 / solvent_793,0.15 / 0.15 / 0.70,298.15,-0.16205637 / -0.02305281 / -0.03797099,cosmo
solvent_295 / solvent_592 / solvent_796,0.15 / 0.15 / 0.70,298.15,1.296215010 / 0.625490380 / 0.248019120,cosmo
solvent_282 / solvent_682 / solvent_694,0.15 / 0.15 / 0.70,298.15,-0.10411919 / -0.03473455 / -0.05246039,cosmo
solvent_137 / solvent_70 / solvent_727,0.15 / 0.15 / 0.70,298.15,3.426634880 / 0.407972210 / 0.177114860,cosmo
solvent_115 / solvent_463 / solvent_72,0.15 / 0.15 / 0.70,298.15,0.800407050 / 0.501173800 / 0.106508310,cosmo
solvent_285 / solvent_564 / solvent_82,0.15 / 0.15 / 0.70,298.15,-0.19726923 / 0.61910721 / 0.10650577,cosmo
solvent_262 / solvent_466 / solvent_582,0.15 / 0.15 / 0.70,298.15,-0.10151545 / 0.01404413 / -0.00443443,cosmo
solvent_389 / solvent_585 / solvent_665,0.15 / 0.15 / 0.70,298.15,0.022217580 / -0.204036910 / -0.014424310,cosmo
solvent_206 / solvent_324 / solvent_543,0.15 / 0.15 / 0.70,298.15,0.290972870 / 0.679668240 / 0.074800700,cosmo
solvent_444 / solvent_495 / solvent_666,0.15 / 0.15 / 0.70,298.15,-0.43238661 / -0.06684489 / 0.00133831,cosmo
solvent_63 / solvent_1 / solvent_766,0.15 / 0.15 / 0.70,298.15,-0.20519346 / 0.0029673 / -0.03145768,cosmo
solvent_192 / solvent_168 / solvent_780,0.15 / 0.15 / 0.70,298.15,-0.829833 / -0.08117129 / -0.02337834,cosmo
solvent_422 / solvent_447 / solvent_555,0.15 / 0.15 / 0.70,298.15,0.455849560 / 0.008049270 / 0.018675260,cosmo
solvent_583 / solvent_9 / solvent_788,0.15 / 0.15 / 0.70,298.15,-0.1563983 / 0.1776173 / -0.00297171,cosmo
solvent_162 / solvent_651 / solvent_751,0.15 / 0.15 / 0.70,298.15,0.790981000 / 0.061466700 / 0.040757950,cosmo
solvent_510 / solvent_47 / solvent_723,0.15 / 0.15 / 0.70,298.15,-0.21418554 / 0.02929947 / 0.02669373,cosmo
solvent_79 / solvent_4 / solvent_565,0.15 / 0.15 / 0.70,298.15,-0.14856303 / 1.93005468 / 0.06670095,cosmo
solvent_456 / solvent_8 / solvent_511,0.15 / 0.15 / 0.70,298.15,-0.06309416 / -0.00082097 / -0.00072219,cosmo
solvent_63 / solvent_427 / solvent_199,0.15 / 0.15 / 0.70,298.15,0.966816580 / 0.182187060 / 0.055089220,cosmo
solvent_261 / solvent_308 / solvent_66,0.15 / 0.15 / 0.70,298.15,-0.82298589 / 0.28081772 / -0.03920301,cosmo
solvent_300 / solvent_628 / solvent_713,0.15 / 0.15 / 0.70,298.15,0.191239490 / 0.058864430 / 0.011883810,cosmo
solvent_282 / solvent_554 / solvent_599,0.15 / 0.15 / 0.70,298.15,-0.01293525 / -0.11085742 / -0.00046721,cosmo
solvent_299 / solvent_482 / solvent_96,0.15 / 0.15 / 0.70,298.15,0.036531160 / 0.026914060 / -0.024254370,cosmo
solvent_411 / solvent_208 / solvent_63,0.15 / 0.15 / 0.70,298.15,0.761634670 / 0.786931040 / 0.036483420,cosmo
solvent_280 / solvent_510 / solvent_644,0.15 / 0.15 / 0.70,298.15,0.518943860 / -0.485316400 / -0.023578870,cosmo
solvent_336 / solvent_417 / solvent_498,0.15 / 0.15 / 0.70,298.15,0.961923070 / 0.788516410 / 0.043842090,cosmo
solvent_437 / solvent_50 / solvent_544,0.15 / 0.15 / 0.70,298.15,-0.3713693 / 0.67963518 / -0.00476137,cosmo
solvent_11 / solvent_676 / solvent_759,0.15 / 0.15 / 0.70,298.15,-0.05407796 / 0.10021115 / -0.00212649,cosmo
solvent_134 / solvent_211 / solvent_625,0.15 / 0.15 / 0.70,298.15,0.241901520 / -0.050651190 / 0.005789220,cosmo
solvent_292 / solvent_142 / solvent_548,0.15 / 0.15 / 0.70,298.15,0.018032300 / 1.682529890 / 0.141036190,cosmo
solvent_373 / solvent_550 / solvent_651,0.15 / 0.15 / 0.70,298.15,-0.02052629 / -0.19744584 / 0.00294195,cosmo
solvent_162 / solvent_507 / solvent_612,0.15 / 0.15 / 0.70,298.15,0.772864210 / 0.855950200 / 0.052576990,cosmo
solvent_419 / solvent_713 / solvent_791,0.15 / 0.15 / 0.70,298.15,1.574121580 / 0.208882970 / 0.110354310,cosmo
solvent_318 / solvent_671 / solvent_725,0.15 / 0.15 / 0.70,298.15,0.611371260 / 2.981515590 / 0.172926400,cosmo
solvent_437 / solvent_520 / solvent_649,0.15 / 0.15 / 0.70,298.15,0.234042660 / 0.066141010 / 0.010121130,cosmo
solvent_63 / solvent_625 / solvent_713,0.15 / 0.15 / 0.70,298.15,0.967091890 / -0.011730640 / 0.040673630,cosmo
solvent_385 / solvent_581 / solvent_676,0.15 / 0.15 / 0.70,298.15,-0.81179918 / 0.01485333 / -0.03530981,cosmo
solvent_161 / solvent_635 / solvent_760,0.15 / 0.15 / 0.70,298.15,-3.9279247 / -10.68860659 / -0.99475119,cosmo
solvent_265 / solvent_309 / solvent_36,0.15 / 0.15 / 0.70,298.15,1.154647530 / -0.021559380 / 0.055887100,cosmo
solvent_355 / solvent_630 / solvent_197,0.15 / 0.15 / 0.70,298.15,0.930545640 / -0.042494820 / 0.108651360,cosmo
solvent_281 / solvent_480 / solvent_574,0.15 / 0.15 / 0.70,298.15,0.130148780 / 0.160211180 / 0.014486510,cosmo
solvent_18 / solvent_593 / solvent_637,0.15 / 0.15 / 0.70,298.15,-0.17322312 / 1.16160475 / 0.03182802,cosmo
solvent_119 / solvent_721 / solvent_765,0.15 / 0.15 / 0.70,298.15,-0.81816466 / -0.08542804 / -0.00262745,cosmo
solvent_347 / solvent_464 / solvent_87,0.15 / 0.15 / 0.70,298.15,-0.68570538 / 0.13007117 / -0.05553013,cosmo
solvent_49 / solvent_698 / solvent_796,0.15 / 0.15 / 0.70,298.15,0.480775140 / 0.967090610 / 0.174760950,cosmo
solvent_112 / solvent_398 / solvent_172,0.15 / 0.15 / 0.70,298.15,-1.80356814 / 0.46965137 / -0.20566759,cosmo
solvent_380 / solvent_501 / solvent_6,0.15 / 0.15 / 0.70,298.15,0.036018200 / -0.144291030 / 0.010177650,cosmo
solvent_308 / solvent_468 / solvent_483,0.15 / 0.15 / 0.70,298.15,0.446929820 / 0.491085060 / -0.018194370,cosmo
solvent_325 / solvent_41 / solvent_774,0.15 / 0.15 / 0.70,298.15,-0.11171164 / 0.30643646 / 0.00540594,cosmo
solvent_499 / solvent_523 / solvent_659,0.15 / 0.15 / 0.70,298.15,0.023001140 / 0.073983100 / 0.012076750,cosmo
solvent_344 / solvent_19 / solvent_684,0.15 / 0.15 / 0.70,298.15,0.620525830 / 0.417953270 / 0.105633710,cosmo
solvent_267 / solvent_740 / solvent_748,0.15 / 0.15 / 0.70,298.15,-0.1204799 / -0.62105489 / -0.04914377,cosmo
solvent_411 / solvent_489 / solvent_526,0.15 / 0.15 / 0.70,298.15,0.682491310 / 1.179674710 / -0.006304910,cosmo
solvent_360 / solvent_63 / solvent_710,0.15 / 0.15 / 0.70,298.15,0.315330430 / 0.604867520 / 0.177219290,cosmo
solvent_312 / solvent_359 / solvent_751,0.15 / 0.15 / 0.70,298.15,0.128809230 / 0.552237710 / 0.052586650,cosmo
solvent_328 / solvent_359 / solvent_424,0.15 / 0.15 / 0.70,298.15,0.193547860 / 0.828923130 / 0.093047700,cosmo
solvent_427 / solvent_488 / solvent_571,0.15 / 0.15 / 0.70,298.15,0.402260060 / 0.406959860 / 0.047902160,cosmo
