solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_175 / solvent_645,0.10 / 0.90,298.15,0.543752500 / 0.007685940,cosmo
solvent_469 / solvent_216,0.10 / 0.90,298.15,-0.65646199 / -0.00625741,cosmo
solvent_74 / solvent_511,0.10 / 0.90,298.15,0.642214950 / 0.024650600,cosmo
solvent_530 / solvent_553,0.10 / 0.90,298.15,-0.21812608 / -0.00387404,cosmo
solvent_543 / solvent_702,0.10 / 0.90,298.15,0.417844060 / 0.002636860,cosmo
solvent_15 / solvent_566,0.10 / 0.90,298.15,0.310970230 / 0.001067140,cosmo
solvent_407 / solvent_528,0.10 / 0.90,298.15,0.068362330 / 0.001234830,cosmo
solvent_439 / solvent_591,0.10 / 0.90,298.15,-0.10619601 / -0.00084247,cosmo
solvent_13 / solvent_750,0.10 / 0.90,298.15,-1.01746081 / -0.0057884,cosmo
solvent_531 / solvent_256,0.10 / 0.90,298.15,-0.70622506 / -0.02226231,cosmo
solvent_142 / solvent_241,0.10 / 0.90,298.15,2.919049080 / 0.076884940,cosmo
solvent_460 / solvent_718,0.10 / 0.90,298.15,0.429554680 / 0.013734180,cosmo
solvent_478 / solvent_757,0.10 / 0.90,298.15,-0.02314345 / -0.00040632,cosmo
solvent_18 / solvent_444,0.10 / 0.90,298.15,-0.04727163 / -0.00076749,cosmo
solvent_715 / solvent_755,0.10 / 0.90,298.15,0.103523600 / 0.001117500,cosmo
solvent_266 / solvent_612,0.10 / 0.90,298.15,-0.19977666 / -0.0018754,cosmo
solvent_357 / solvent_710,0.10 / 0.90,298.15,0.081366050 / 0.001108850,cosmo
solvent_188 / solvent_573,0.10 / 0.90,298.15,0.037987890 / -0.000003680,cosmo
solvent_75 / solvent_450,0.10 / 0.90,298.15,1.537430030 / 0.055426930,cosmo
solvent_414 / solvent_733,0.10 / 0.90,298.15,-0.36832048 / -0.00540007,cosmo
solvent_112 / solvent_39,0.10 / 0.90,298.15,-1.06159937 / -0.02863461,cosmo
solvent_38 / solvent_376,0.10 / 0.90,298.15,0.894802090 / 0.022676330,cosmo
solvent_290 / solvent_62,0.10 / 0.90,298.15,-0.35002821 / 0.00619423,cosmo
solvent_666 / solvent_668,0.10 / 0.90,298.15,0.053453430 / 0.000349360,cosmo
solvent_400 / solvent_787,0.10 / 0.90,298.15,0.169727020 / 0.003193950,cosmo
solvent_398 / solvent_705,0.10 / 0.90,298.15,0.490365400 / -0.001282510,cosmo
solvent_264 / solvent_492,0.10 / 0.90,298.15,-0.10747499 / -0.0013429,cosmo
solvent_574 / solvent_109,0.10 / 0.90,298.15,0.869719470 / 0.064037380,cosmo
solvent_288 / solvent_613,0.10 / 0.90,298.15,-0.10828014 / -0.00307882,cosmo
solvent_271 / solvent_501,0.10 / 0.90,298.15,-0.26821928 / -0.00031394,cosmo
solvent_389 / solvent_666,0.10 / 0.90,298.15,-0.02159504 / -0.00018037,cosmo
solvent_149 / solvent_488,0.10 / 0.90,298.15,0.958647370 / 0.019688630,cosmo
solvent_334 / solvent_598,0.10 / 0.90,298.15,-0.27776686 / -0.00357993,cosmo
solvent_368 / solvent_668,0.10 / 0.90,298.15,0.066440930 / 0.003526830,cosmo
solvent_297 / solvent_740,0.10 / 0.90,298.15,-0.62399573 / -0.0027498,cosmo
solvent_343 / solvent_30,0.10 / 0.90,298.15,0.549041310 / 0.009069900,cosmo
solvent_197 / solvent_784,0.10 / 0.90,298.15,0.075645730 / 0.000909720,cosmo
solvent_185 / solvent_520,0.10 / 0.90,298.15,0.096625320 / 0.002815530,cosmo
solvent_605 / solvent_778,0.10 / 0.90,298.15,1.142366160 / 0.015628560,cosmo
solvent_440 / solvent_236,0.10 / 0.90,298.15,2.274720740 / 0.027955070,cosmo
solvent_307 / solvent_723,0.10 / 0.90,298.15,-0.03099189 / -0.00021808,cosmo
solvent_333 / solvent_391,0.10 / 0.90,298.15,-1.27003894 / -0.01290944,cosmo
solvent_430 / solvent_93,0.10 / 0.90,298.15,0.626036870 / 0.007505930,cosmo
solvent_733 / solvent_737,0.10 / 0.90,298.15,-0.20547828 / -0.00158743,cosmo
solvent_538 / solvent_577,0.10 / 0.90,298.15,-0.5590994 / -0.00668591,cosmo
solvent_285 / solvent_767,0.10 / 0.90,298.15,-2.95273031 / -0.10071565,cosmo
solvent_297 / solvent_570,0.10 / 0.90,298.15,0.527917800 / 0.002915960,cosmo
solvent_524 / solvent_777,0.10 / 0.90,298.15,0.128232190 / 0.002479370,cosmo
solvent_299 / solvent_501,0.10 / 0.90,298.15,-0.26391688 / -0.00126012,cosmo
solvent_368 / solvent_599,0.10 / 0.90,298.15,1.345424750 / 0.062355420,cosmo
solvent_80 / solvent_794,0.10 / 0.90,298.15,0.757782970 / 0.002351520,cosmo
solvent_496 / solvent_521,0.10 / 0.90,298.15,1.715974320 / 0.015032290,cosmo
solvent_282 / solvent_437,0.10 / 0.90,298.15,-0.52489273 / -0.00879154,cosmo
solvent_345 / solvent_451,0.10 / 0.90,298.15,-0.99051566 / -0.00638648,cosmo
solvent_476 / solvent_557,0.10 / 0.90,298.15,0.121865500 / 0.001173670,cosmo
solvent_569 / solvent_783,0.10 / 0.90,298.15,-0.22859784 / -0.00388449,cosmo
solvent_446 / solvent_87,0.10 / 0.90,298.15,0.019467190 / 0.000256570,cosmo
solvent_573 / solvent_619,0.10 / 0.90,298.15,-0.01534749 / -0.00013516,cosmo
solvent_552 / solvent_685,0.10 / 0.90,298.15,0.031437820 / 0.000289210,cosmo
solvent_28 / solvent_716,0.10 / 0.90,298.15,-0.05481193 / -0.00013117,cosmo
solvent_463 / solvent_756,0.10 / 0.90,298.15,2.326730720 / 0.030547760,cosmo
solvent_288 / solvent_414,0.10 / 0.90,298.15,0.063923150 / 0.000914400,cosmo
solvent_75 / solvent_650,0.10 / 0.90,298.15,0.982634210 / 0.029901290,cosmo
solvent_440 / solvent_497,0.10 / 0.90,298.15,0.043852140 / 0.000891730,cosmo
solvent_341 / solvent_549,0.10 / 0.90,298.15,-0.10541949 / -0.00070583,cosmo
solvent_192 / solvent_504,0.10 / 0.90,298.15,-1.08934106 / -0.01738854,cosmo
solvent_13 / solvent_638,0.10 / 0.90,298.15,-0.11695383 / -0.00362215,cosmo
solvent_589 / solvent_83,0.10 / 0.90,298.15,1.712014360 / 0.056312940,cosmo
solvent_197 / solvent_748,0.10 / 0.90,298.15,0.296700370 / 0.003846550,cosmo
solvent_98 / solvent_656,0.10 / 0.90,298.15,-0.15344238 / -0.0011566,cosmo
solvent_426 / solvent_700,0.10 / 0.90,298.15,-0.15114426 / -0.00057626,cosmo
solvent_340 / solvent_552,0.10 / 0.90,298.15,1.054792700 / 0.038609110,cosmo
solvent_241 / solvent_16,0.10 / 0.90,298.15,4.519883460 / 0.209034010,cosmo
solvent_228 / solvent_161,0.10 / 0.90,298.15,-0.41137521 / -0.00508816,cosmo
solvent_19 / solvent_664,0.10 / 0.90,298.15,2.488045860 / 0.036364540,cosmo
solvent_441 / solvent_761,0.10 / 0.90,298.15,0.731261610 / 0.024252750,cosmo
solvent_441 / solvent_509,0.10 / 0.90,298.15,3.596767330 / 0.131590580,cosmo
solvent_587 / solvent_229,0.10 / 0.90,298.15,-0.6117463 / -0.00286085,cosmo
solvent_523 / solvent_595,0.10 / 0.90,298.15,-0.15330482 / -0.0010682,cosmo
solvent_315 / solvent_434,0.10 / 0.90,298.15,0.798997140 / 0.017331830,cosmo
solvent_58 / solvent_653,0.10 / 0.90,298.15,1.468334130 / 0.005877520,cosmo
solvent_442 / solvent_47,0.10 / 0.90,298.15,0.136208610 / 0.003245710,cosmo
solvent_750 / solvent_751,0.10 / 0.90,298.15,-0.50394002 / -0.01375955,cosmo
solvent_531 / solvent_52,0.10 / 0.90,298.15,-1.13819812 / -0.03180081,cosmo
solvent_606 / solvent_794,0.10 / 0.90,298.15,-0.15825831 / -0.00121494,cosmo
solvent_348 / solvent_408,0.10 / 0.90,298.15,-0.02893136 / -0.00034403,cosmo
solvent_655 / solvent_100,0.10 / 0.90,298.15,-1.19404867 / -0.01849634,cosmo
solvent_312 / solvent_199,0.10 / 0.90,298.15,0.087800470 / 0.000654000,cosmo
solvent_188 / solvent_707,0.10 / 0.90,298.15,0.172711620 / 0.001121560,cosmo
solvent_373 / solvent_475,0.10 / 0.90,298.15,0.210098450 / 0.011552320,cosmo
solvent_454 / solvent_11,0.10 / 0.90,298.15,-0.01903613 / 0.00172986,cosmo
solvent_392 / solvent_4,0.10 / 0.90,298.15,0.674025570 / 0.019229690,cosmo
solvent_46 / solvent_437,0.10 / 0.90,298.15,0.464469630 / 0.007845530,cosmo
solvent_80 / solvent_699,0.10 / 0.90,298.15,-0.07310256 / -0.00166347,cosmo
solvent_429 / solvent_659,0.10 / 0.90,298.15,-0.46281662 / -0.00374921,cosmo
solvent_108 / solvent_760,0.10 / 0.90,298.15,0.922048380 / 0.007248800,cosmo
solvent_605 / solvent_787,0.10 / 0.90,298.15,0.091517750 / 0.000742000,cosmo
solvent_456 / solvent_713,0.10 / 0.90,298.15,-0.01398092 / -0.00034185,cosmo
solvent_330 / solvent_63,0.10 / 0.90,298.15,1.383929010 / 0.019267370,cosmo
solvent_621 / solvent_775,0.10 / 0.90,298.15,0.039027670 / 0.000517430,cosmo
solvent_563 / solvent_733,0.10 / 0.90,298.15,0.824710810 / 0.014939350,cosmo
solvent_388 / solvent_511,0.10 / 0.90,298.15,0.126366030 / 0.002269580,cosmo
solvent_731 / solvent_760,0.10 / 0.90,298.15,-5.72405259 / -0.08330582,cosmo
solvent_338 / solvent_716,0.10 / 0.90,298.15,-0.00639786 / -0.00086424,cosmo
solvent_656 / solvent_715,0.10 / 0.90,298.15,-0.58794607 / -0.0360141,cosmo
solvent_381 / solvent_616,0.10 / 0.90,298.15,0.391415040 / 0.040549570,cosmo
solvent_507 / solvent_523,0.10 / 0.90,298.15,1.296644970 / 0.070346000,cosmo
solvent_348 / solvent_618,0.10 / 0.90,298.15,0.085803300 / 0.001166290,cosmo
solvent_544 / solvent_709,0.10 / 0.90,298.15,-0.06897005 / -0.00057284,cosmo
solvent_473 / solvent_700,0.10 / 0.90,298.15,-0.60490071 / -0.00709402,cosmo
solvent_633 / solvent_724,0.10 / 0.90,298.15,1.000000410 / 0.008192880,cosmo
solvent_379 / solvent_106,0.10 / 0.90,298.15,-0.6301507 / -0.00333365,cosmo
solvent_447 / solvent_608,0.10 / 0.90,298.15,0.242080190 / -0.000825800,cosmo
solvent_28 / solvent_426,0.10 / 0.90,298.15,0.512571270 / 0.005224550,cosmo
solvent_265 / solvent_507,0.10 / 0.90,298.15,0.637939800 / 0.007019600,cosmo
solvent_323 / solvent_748,0.10 / 0.90,298.15,-0.29623373 / -0.00354917,cosmo
solvent_203 / solvent_701,0.10 / 0.90,298.15,0.276490300 / 0.003174390,cosmo
solvent_593 / solvent_191,0.10 / 0.90,298.15,1.031221830 / 0.012670550,cosmo
solvent_324 / solvent_510,0.10 / 0.90,298.15,0.693298810 / 0.016112030,cosmo
solvent_171 / solvent_39,0.10 / 0.90,298.15,-0.00092259 / -0.0001637,cosmo
solvent_129 / solvent_695,0.10 / 0.90,298.15,0.202415940 / 0.003097670,cosmo
solvent_325 / solvent_439,0.10 / 0.90,298.15,-0.24008565 / -0.00311067,cosmo
solvent_123 / solvent_717,0.10 / 0.90,298.15,0.165842970 / 0.001892490,cosmo
solvent_333 / solvent_648,0.10 / 0.90,298.15,-0.22447575 / 0.00133422,cosmo
solvent_271 / solvent_280,0.10 / 0.90,298.15,0.037144020 / 0.000066100,cosmo
solvent_275 / solvent_533,0.10 / 0.90,298.15,-0.47018581 / -0.00887124,cosmo
solvent_447 / solvent_42,0.10 / 0.90,298.15,0.012103960 / 0.000208010,cosmo
solvent_634 / solvent_732,0.10 / 0.90,298.15,0.421050320 / 0.002118430,cosmo
solvent_303 / solvent_161,0.10 / 0.90,298.15,-0.24422179 / -0.00268426,cosmo
solvent_586 / solvent_691,0.10 / 0.90,298.15,3.229678270 / 0.067997060,cosmo
solvent_149 / solvent_256,0.10 / 0.90,298.15,0.913379230 / 0.044313310,cosmo
solvent_414 / solvent_776,0.10 / 0.90,298.15,0.249475100 / 0.000050800,cosmo
solvent_417 / solvent_547,0.10 / 0.90,298.15,0.216833740 / 0.003031710,cosmo
solvent_440 / solvent_487,0.10 / 0.90,298.15,0.066636860 / 0.005538440,cosmo
solvent_421 / solvent_661,0.10 / 0.90,298.15,0.023507970 / 0.000364520,cosmo
solvent_539 / solvent_62,0.10 / 0.90,298.15,0.587784050 / 0.003523260,cosmo
solvent_94 / solvent_756,0.10 / 0.90,298.15,2.397205780 / 0.026109230,cosmo
solvent_291 / solvent_203,0.10 / 0.90,298.15,0.647937690 / 0.005423220,cosmo
solvent_38 / solvent_179,0.10 / 0.90,298.15,0.949650050 / 0.017107620,cosmo
solvent_171 / solvent_397,0.10 / 0.90,298.15,-0.00876994 / -0.0000923,cosmo
solvent_144 / solvent_341,0.10 / 0.90,298.15,0.399291410 / 0.004130700,cosmo
solvent_541 / solvent_581,0.10 / 0.90,298.15,-0.03364166 / 0.0000801,cosmo
solvent_491 / solvent_713,0.10 / 0.90,298.15,-0.48903332 / -0.0035157,cosmo
solvent_468 / solvent_642,0.10 / 0.90,298.15,0.334663670 / 0.008122020,cosmo
solvent_353 / solvent_558,0.10 / 0.90,298.15,0.034621430 / -0.000356210,cosmo
solvent_412 / solvent_86,0.10 / 0.90,298.15,-2.69127092 / -0.02334975,cosmo
solvent_553 / solvent_701,0.10 / 0.90,298.15,-0.14713702 / -0.00139306,cosmo
solvent_408 / solvent_444,0.10 / 0.90,298.15,-0.21220771 / -0.02337593,cosmo
solvent_327 / solvent_702,0.10 / 0.90,298.15,0.124028440 / 0.001449010,cosmo
solvent_415 / solvent_44,0.10 / 0.90,298.15,1.446765510 / 0.014797310,cosmo
solvent_677 / solvent_44,0.10 / 0.90,298.15,0.587875910 / 0.011586400,cosmo
solvent_161 / solvent_168,0.10 / 0.90,298.15,0.003669650 / -0.000866590,cosmo
solvent_546 / solvent_590,0.10 / 0.90,298.15,0.335779780 / 0.009356440,cosmo
solvent_292 / solvent_87,0.10 / 0.90,298.15,-0.6891204 / -0.00988035,cosmo
solvent_161 / solvent_66,0.10 / 0.90,298.15,0.005493910 / 0.000095200,cosmo
solvent_383 / solvent_763,0.10 / 0.90,298.15,0.894606610 / 0.004480130,cosmo
solvent_78 / solvent_762,0.10 / 0.90,298.15,-0.03160039 / 0.00012335,cosmo
solvent_297 / solvent_719,0.10 / 0.90,298.15,0.181973880 / 0.003459900,cosmo
solvent_79 / solvent_600,0.10 / 0.90,298.15,-0.27537828 / -0.00025098,cosmo
solvent_407 / solvent_249,0.10 / 0.90,298.15,0.039639620 / 0.001327770,cosmo
solvent_605 / solvent_610,0.10 / 0.90,298.15,0.204745830 / 0.001808100,cosmo
solvent_427 / solvent_520,0.10 / 0.90,298.15,0.122174060 / 0.001437270,cosmo
solvent_273 / solvent_462,0.10 / 0.90,298.15,-0.35369393 / -0.00499749,cosmo
solvent_593 / solvent_751,0.10 / 0.90,298.15,1.902251260 / 0.031223280,cosmo
solvent_648 / solvent_794,0.10 / 0.90,298.15,0.480379000 / 0.000678010,cosmo
solvent_337 / solvent_582,0.10 / 0.90,298.15,0.023792900 / -0.000668290,cosmo
solvent_302 / solvent_642,0.10 / 0.90,298.15,-0.16749104 / -0.00326798,cosmo
solvent_339 / solvent_428,0.10 / 0.90,298.15,0.319234720 / 0.004652220,cosmo
solvent_298 / solvent_401,0.10 / 0.90,298.15,-0.01325531 / -0.00104247,cosmo
solvent_304 / solvent_26,0.10 / 0.90,298.15,3.366063400 / 0.055242070,cosmo
solvent_30 / solvent_642,0.10 / 0.90,298.15,-0.01495297 / -0.00026894,cosmo
solvent_587 / solvent_93,0.10 / 0.90,298.15,0.616128370 / 0.007653480,cosmo
solvent_330 / solvent_414,0.10 / 0.90,298.15,-0.03247608 / -0.00078613,cosmo
solvent_283 / solvent_769,0.10 / 0.90,298.15,0.001955590 / 0.000027900,cosmo
solvent_144 / solvent_483,0.10 / 0.90,298.15,-0.29991606 / -0.00210725,cosmo
solvent_279 / solvent_527,0.10 / 0.90,298.15,-0.64068969 / -0.0030917,cosmo
solvent_702 / solvent_707,0.10 / 0.90,298.15,0.059285700 / 0.000722370,cosmo
solvent_427 / solvent_502,0.10 / 0.90,298.15,-0.01720602 / -0.00016403,cosmo
solvent_279 / solvent_110,0.10 / 0.90,298.15,-0.02611335 / -0.00069023,cosmo
solvent_20 / solvent_755,0.10 / 0.90,298.15,0.312387030 / 0.002325160,cosmo
solvent_697 / solvent_783,0.10 / 0.90,298.15,0.165254370 / 0.003453650,cosmo
solvent_335 / solvent_439,0.10 / 0.90,298.15,-0.01068554 / -0.00109856,cosmo
solvent_539 / solvent_753,0.10 / 0.90,298.15,0.347066660 / 0.003210490,cosmo
solvent_23 / solvent_431,0.10 / 0.90,298.15,1.341131310 / 0.044534700,cosmo
solvent_449 / solvent_645,0.10 / 0.90,298.15,0.187911970 / 0.001589350,cosmo
solvent_420 / solvent_422,0.10 / 0.90,298.15,0.595554090 / 0.003101990,cosmo
solvent_568 / solvent_582,0.10 / 0.90,298.15,0.418430680 / 0.006019830,cosmo
solvent_447 / solvent_66,0.10 / 0.90,298.15,-0.56471428 / -0.00319412,cosmo
solvent_455 / solvent_370,0.10 / 0.90,298.15,0.164500450 / 0.003165790,cosmo
solvent_367 / solvent_740,0.10 / 0.90,298.15,-0.49506194 / -0.00118571,cosmo
solvent_308 / solvent_661,0.10 / 0.90,298.15,0.787179480 / 0.009949100,cosmo
solvent_611 / solvent_88,0.10 / 0.90,298.15,0.127067760 / 0.001061980,cosmo
solvent_566 / solvent_684,0.10 / 0.90,298.15,-0.40078863 / -0.00659968,cosmo
solvent_349 / solvent_550,0.10 / 0.90,298.15,-0.19724441 / -0.0022142,cosmo
solvent_476 / solvent_87,0.10 / 0.90,298.15,-1.55621696 / -0.02875415,cosmo
solvent_90 / solvent_4,0.10 / 0.90,298.15,0.206299000 / 0.004035890,cosmo
solvent_662 / solvent_229,0.10 / 0.90,298.15,1.019123510 / 0.016587780,cosmo
solvent_30 / solvent_728,0.10 / 0.90,298.15,0.993242850 / 0.009712570,cosmo
solvent_494 / solvent_668,0.10 / 0.90,298.15,0.266565450 / 0.002679630,cosmo
solvent_144 / solvent_785,0.10 / 0.90,298.15,0.525171860 / 0.005909530,cosmo
solvent_58 / solvent_618,0.10 / 0.90,298.15,1.407756390 / 0.003546800,cosmo
solvent_549 / solvent_672,0.10 / 0.90,298.15,0.028931900 / 0.000445530,cosmo
solvent_87 / solvent_662,0.10 / 0.90,298.15,-0.97834288 / -0.00549491,cosmo
solvent_480 / solvent_772,0.10 / 0.90,298.15,0.217122340 / 0.002296180,cosmo
solvent_541 / solvent_553,0.10 / 0.90,298.15,0.203659230 / 0.002448950,cosmo
solvent_383 / solvent_106,0.10 / 0.90,298.15,0.066534790 / 0.005642790,cosmo
solvent_389 / solvent_601,0.10 / 0.90,298.15,0.246594610 / 0.002286280,cosmo
solvent_389 / solvent_413,0.10 / 0.90,298.15,0.473450330 / 0.004973820,cosmo
solvent_383 / solvent_657,0.10 / 0.90,298.15,1.356631000 / 0.051841720,cosmo
solvent_373 / solvent_241,0.10 / 0.90,298.15,-0.35048507 / -0.00580635,cosmo
solvent_115 / solvent_493,0.10 / 0.90,298.15,-0.51180291 / -0.00865193,cosmo
solvent_171 / solvent_151,0.10 / 0.90,298.15,0.628608890 / 0.003151010,cosmo
solvent_275 / solvent_352,0.10 / 0.90,298.15,-0.15488455 / -0.00312488,cosmo
solvent_491 / solvent_520,0.10 / 0.90,298.15,-0.60606013 / -0.00758329,cosmo
solvent_651 / solvent_750,0.10 / 0.90,298.15,-0.32599054 / -0.00262139,cosmo
solvent_677 / solvent_761,0.10 / 0.90,298.15,0.248085560 / 0.005663630,cosmo
solvent_198 / solvent_537,0.10 / 0.90,298.15,-1.35331384 / -0.01148095,cosmo
solvent_262 / solvent_513,0.10 / 0.90,298.15,-0.6835029 / -0.00536198,cosmo
solvent_124 / solvent_516,0.10 / 0.90,298.15,0.700436440 / 0.005072840,cosmo
solvent_4 / solvent_709,0.10 / 0.90,298.15,0.368561980 / 0.002036260,cosmo
solvent_400 / solvent_607,0.10 / 0.90,298.15,-1.74954303 / -0.03131029,cosmo
solvent_204 / solvent_627,0.10 / 0.90,298.15,0.562933950 / 0.010949470,cosmo
solvent_393 / solvent_697,0.10 / 0.90,298.15,0.595504630 / 0.004654900,cosmo
solvent_295 / solvent_691,0.10 / 0.90,298.15,-0.06992273 / -0.00027782,cosmo
solvent_339 / solvent_78,0.10 / 0.90,298.15,0.090479070 / -0.005709280,cosmo
solvent_418 / solvent_797,0.10 / 0.90,298.15,0.078664800 / 0.000221950,cosmo
solvent_292 / solvent_396,0.10 / 0.90,298.15,-0.25293516 / -0.00225267,cosmo
solvent_493 / solvent_746,0.10 / 0.90,298.15,-0.65459876 / -0.00551439,cosmo
solvent_598 / solvent_634,0.10 / 0.90,298.15,-0.96787903 / -0.01009389,cosmo
solvent_399 / solvent_747,0.10 / 0.90,298.15,-0.35397597 / -0.00667173,cosmo
solvent_700 / solvent_793,0.10 / 0.90,298.15,0.047023650 / 0.001109610,cosmo
solvent_477 / solvent_748,0.10 / 0.90,298.15,0.068073770 / 0.000969400,cosmo
solvent_431 / solvent_630,0.10 / 0.90,298.15,-0.47958966 / -0.00627969,cosmo
solvent_609 / solvent_645,0.10 / 0.90,298.15,0.231860600 / 0.000443430,cosmo
solvent_372 / solvent_71,0.10 / 0.90,298.15,-0.30092091 / -0.00480192,cosmo
solvent_555 / solvent_796,0.10 / 0.90,298.15,1.124608970 / 0.018858720,cosmo
solvent_4 / solvent_13,0.10 / 0.90,298.15,1.982031500 / 0.033249870,cosmo
solvent_4 / solvent_519,0.10 / 0.90,298.15,0.419010700 / 0.007729620,cosmo
solvent_510 / solvent_610,0.10 / 0.90,298.15,-0.95926039 / -0.007129,cosmo
solvent_270 / solvent_480,0.10 / 0.90,298.15,-0.19961244 / -0.00092328,cosmo
solvent_553 / solvent_619,0.10 / 0.90,298.15,0.066750480 / 0.000884550,cosmo
solvent_467 / solvent_752,0.10 / 0.90,298.15,0.404766180 / 0.005698990,cosmo
solvent_663 / solvent_666,0.10 / 0.90,298.15,0.125051610 / 0.002167800,cosmo
solvent_680 / solvent_689,0.10 / 0.90,298.15,0.533382450 / 0.004014930,cosmo
solvent_598 / solvent_703,0.10 / 0.90,298.15,0.322077090 / 0.005094750,cosmo
solvent_556 / solvent_655,0.10 / 0.90,298.15,0.006809110 / 0.000016000,cosmo
solvent_403 / solvent_569,0.10 / 0.90,298.15,-0.34570737 / -0.00834738,cosmo
solvent_27 / solvent_189,0.10 / 0.90,298.15,0.385552430 / 0.008065060,cosmo
solvent_208 / solvent_591,0.10 / 0.90,298.15,0.039452100 / 0.000436800,cosmo
solvent_295 / solvent_230,0.10 / 0.90,298.15,0.834194690 / 0.007082910,cosmo
solvent_263 / solvent_709,0.10 / 0.90,298.15,0.210009600 / 0.001362360,cosmo
solvent_357 / solvent_562,0.10 / 0.90,298.15,0.176083120 / 0.002105590,cosmo
solvent_602 / solvent_707,0.10 / 0.90,298.15,-0.60308474 / -0.00383168,cosmo
solvent_624 / solvent_722,0.10 / 0.90,298.15,0.491811020 / 0.003036170,cosmo
solvent_524 / solvent_538,0.10 / 0.90,298.15,-0.39552594 / -0.00299298,cosmo
solvent_444 / solvent_643,0.10 / 0.90,298.15,-0.61161893 / -0.00364862,cosmo
solvent_376 / solvent_739,0.10 / 0.90,298.15,-0.01614186 / -0.00018855,cosmo
solvent_134 / solvent_421,0.10 / 0.90,298.15,0.130570540 / 0.001431470,cosmo
solvent_292 / solvent_381,0.10 / 0.90,298.15,0.312248240 / 0.001632380,cosmo
solvent_699 / solvent_89,0.10 / 0.90,298.15,0.900096120 / 0.022890760,cosmo
solvent_723 / solvent_775,0.10 / 0.90,298.15,0.799370020 / 0.005135860,cosmo
solvent_428 / solvent_103,0.10 / 0.90,298.15,0.275566950 / 0.005361130,cosmo
solvent_236 / solvent_524,0.10 / 0.90,298.15,2.411231240 / 0.086431780,cosmo
solvent_638 / solvent_88,0.10 / 0.90,298.15,0.534689920 / 0.034207890,cosmo
solvent_144 / solvent_319,0.10 / 0.90,298.15,0.218286870 / 0.001522970,cosmo
solvent_321 / solvent_703,0.10 / 0.90,298.15,0.358416170 / 0.007117270,cosmo
solvent_344 / solvent_696,0.10 / 0.90,298.15,1.244610210 / 0.041092850,cosmo
solvent_421 / solvent_788,0.10 / 0.90,298.15,0.039601100 / 0.000327030,cosmo
solvent_334 / solvent_650,0.10 / 0.90,298.15,-0.66702609 / -0.0046358,cosmo
solvent_311 / solvent_397,0.10 / 0.90,298.15,0.059370840 / 0.000601070,cosmo
solvent_475 / solvent_530,0.10 / 0.90,298.15,0.002156720 / 0.000094800,cosmo
solvent_136 / solvent_644,0.10 / 0.90,298.15,1.069830940 / 0.010802200,cosmo
solvent_597 / solvent_661,0.10 / 0.90,298.15,-1.09025648 / -0.00673481,cosmo
solvent_273 / solvent_741,0.10 / 0.90,298.15,-0.85413674 / -0.0211558,cosmo
solvent_134 / solvent_424,0.10 / 0.90,298.15,0.634770510 / 0.007014660,cosmo
solvent_296 / solvent_648,0.10 / 0.90,298.15,0.067890160 / -0.000427030,cosmo
solvent_473 / solvent_777,0.10 / 0.90,298.15,-0.08667753 / -0.00170384,cosmo
solvent_422 / solvent_725,0.10 / 0.90,298.15,0.013117280 / 0.001548310,cosmo
solvent_333 / solvent_422,0.10 / 0.90,298.15,0.750838630 / 0.003435200,cosmo
solvent_652 / solvent_784,0.10 / 0.90,298.15,0.013023210 / 0.000997750,cosmo
solvent_75 / solvent_98,0.10 / 0.90,298.15,1.002647080 / 0.052842330,cosmo
solvent_108 / solvent_86,0.10 / 0.90,298.15,0.157025930 / 0.003233750,cosmo
solvent_115 / solvent_88,0.10 / 0.90,298.15,-0.36606181 / -0.00717801,cosmo
solvent_340 / solvent_797,0.10 / 0.90,298.15,0.238099190 / -0.001999890,cosmo
solvent_97 / solvent_258,0.10 / 0.90,298.15,0.750875060 / 0.010141240,cosmo
solvent_287 / solvent_367,0.10 / 0.90,298.15,1.036654070 / 0.011301600,cosmo
solvent_569 / solvent_723,0.10 / 0.90,298.15,-0.32892854 / -0.00648272,cosmo
solvent_361 / solvent_564,0.10 / 0.90,298.15,-0.19218533 / -0.00247119,cosmo
solvent_468 / solvent_637,0.10 / 0.90,298.15,0.959198260 / 0.010806460,cosmo
solvent_55 / solvent_549,0.10 / 0.90,298.15,0.657440440 / 0.004838210,cosmo
solvent_460 / solvent_475,0.10 / 0.90,298.15,1.874773890 / 0.064194110,cosmo
solvent_115 / solvent_733,0.10 / 0.90,298.15,-0.00258027 / -0.0000619,cosmo
solvent_489 / solvent_72,0.10 / 0.90,298.15,2.635258190 / 0.048237170,cosmo
solvent_451 / solvent_611,0.10 / 0.90,298.15,-0.09264193 / -0.00187747,cosmo
solvent_607 / solvent_78,0.10 / 0.90,298.15,0.419364020 / 0.002993590,cosmo
solvent_32 / solvent_623,0.10 / 0.90,298.15,0.248862210 / 0.002586310,cosmo
solvent_50 / solvent_249,0.10 / 0.90,298.15,0.427648710 / 0.004542110,cosmo
solvent_474 / solvent_591,0.10 / 0.90,298.15,-0.01767366 / -0.00035519,cosmo
solvent_380 / solvent_507,0.10 / 0.90,298.15,0.144032800 / -0.000755240,cosmo
solvent_28 / solvent_390,0.10 / 0.90,298.15,0.731471250 / 0.012488840,cosmo
solvent_151 / solvent_575,0.10 / 0.90,298.15,-0.04079281 / -0.00036098,cosmo
