solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_654 / solvent_720,0.00 / 1.00,298.15,0.907585990 / 0.000000000,cosmo
solvent_580 / solvent_6,0.00 / 1.00,298.15,0.225332330 / 0.000000000,cosmo
solvent_531 / solvent_602,0.00 / 1.00,298.15,0.123295400 / 0.000000000,cosmo
solvent_647 / solvent_728,0.00 / 1.00,298.15,1.899139410 / 0.000000000,cosmo
solvent_367 / solvent_696,0.00 / 1.00,298.15,2.068698960 / 0.000000000,cosmo
solvent_467 / solvent_83,0.00 / 1.00,298.15,1.253217770 / 0.000000000,cosmo
solvent_211 / solvent_443,0.00 / 1.00,298.15,-0.02900463 / 0,cosmo
solvent_497 / solvent_750,0.00 / 1.00,298.15,-0.05706862 / 0,cosmo
solvent_71 / solvent_698,0.00 / 1.00,298.15,0.075316400 / 0.000000000,cosmo
solvent_622 / solvent_753,0.00 / 1.00,298.15,-0.16943866 / 0,cosmo
solvent_283 / solvent_494,0.00 / 1.00,298.15,0.124694700 / 0.000000000,cosmo
solvent_457 / solvent_695,0.00 / 1.00,298.15,0.213542780 / 0.000000000,cosmo
solvent_94 / solvent_543,0.00 / 1.00,298.15,-0.38749276 / 0,cosmo
solvent_520 / solvent_743,0.00 / 1.00,298.15,0.042029050 / 0.000000000,cosmo
solvent_391 / solvent_491,0.00 / 1.00,298.15,-1.62243396 / 0,cosmo
solvent_367 / solvent_2,0.00 / 1.00,298.15,3.113005540 / 0.000000000,cosmo
solvent_432 / solvent_781,0.00 / 1.00,298.15,-0.01951176 / 0,cosmo
solvent_273 / solvent_634,0.00 / 1.00,298.15,0.555342650 / 0.000000000,cosmo
solvent_228 / solvent_505,0.00 / 1.00,298.15,0.386015180 / 0.000000000,cosmo
solvent_347 / solvent_38,0.00 / 1.00,298.15,1.769665890 / 0.000000000,cosmo
solvent_488 / solvent_249,0.00 / 1.00,298.15,-0.35673555 / 0,cosmo
solvent_709 / solvent_737,0.00 / 1.00,298.15,1.050066090 / 0.000000000,cosmo
solvent_151 / solvent_785,0.00 / 1.00,298.15,2.337080340 / 0.000000000,cosmo
solvent_230 / solvent_609,0.00 / 1.00,298.15,1.554224050 / 0.000000000,cosmo
solvent_446 / solvent_764,0.00 / 1.00,298.15,0.004235960 / 0.000000000,cosmo
solvent_75 / solvent_489,0.00 / 1.00,298.15,0.046074070 / 0.000000000,cosmo
solvent_477 / solvent_793,0.00 / 1.00,298.15,-0.39769683 / 0,cosmo
solvent_452 / solvent_570,0.00 / 1.00,298.15,0.918335530 / 0.000000000,cosmo
solvent_433 / solvent_682,0.00 / 1.00,298.15,-0.07914243 / 0,cosmo
solvent_440 / solvent_249,0.00 / 1.00,298.15,0.038255470 / 0.000000000,cosmo
solvent_453 / solvent_96,0.00 / 1.00,298.15,-0.03271842 / 0,cosmo
solvent_149 / solvent_479,0.00 / 1.00,298.15,2.190396670 / 0.000000000,cosmo
solvent_338 / solvent_705,0.00 / 1.00,298.15,0.602390230 / 0.000000000,cosmo
solvent_580 / solvent_756,0.00 / 1.00,298.15,-1.76535646 / 0,cosmo
solvent_237 / solvent_530,0.00 / 1.00,298.15,0.393117210 / 0.000000000,cosmo
solvent_79 / solvent_741,0.00 / 1.00,298.15,0.848059330 / 0.000000000,cosmo
solvent_250 / solvent_62,0.00 / 1.00,298.15,1.384887670 / 0.000000000,cosmo
solvent_277 / solvent_499,0.00 / 1.00,298.15,0.706587040 / 0.000000000,cosmo
solvent_623 / solvent_685,0.00 / 1.00,298.15,0.067675120 / 0.000000000,cosmo
solvent_58 / solvent_764,0.00 / 1.00,298.15,0.419135010 / 0.000000000,cosmo
solvent_566 / solvent_110,0.00 / 1.00,298.15,-1.11080981 / 0,cosmo
solvent_395 / solvent_11,0.00 / 1.00,298.15,1.386886920 / 0.000000000,cosmo
solvent_137 / solvent_610,0.00 / 1.00,298.15,6.395348820 / 0.000000000,cosmo
solvent_54 / solvent_175,0.00 / 1.00,298.15,1.807842550 / 0.000000000,cosmo
solvent_18 / solvent_594,0.00 / 1.00,298.15,0.354620320 / 0.000000000,cosmo
solvent_407 / solvent_504,0.00 / 1.00,298.15,-0.70818071 / 0,cosmo
solvent_556 / solvent_689,0.00 / 1.00,298.15,0.951922990 / 0.000000000,cosmo
solvent_633 / solvent_741,0.00 / 1.00,298.15,1.284178040 / 0.000000000,cosmo
solvent_516 / solvent_569,0.00 / 1.00,298.15,0.454173620 / 0.000000000,cosmo
solvent_474 / solvent_196,0.00 / 1.00,298.15,10.446535060 / 0.000000000,cosmo
solvent_743 / solvent_794,0.00 / 1.00,298.15,1.140547610 / 0.000000000,cosmo
solvent_15 / solvent_762,0.00 / 1.00,298.15,1.246196780 / 0.000000000,cosmo
solvent_435 / solvent_684,0.00 / 1.00,298.15,-0.01402225 / 0,cosmo
solvent_237 / solvent_471,0.00 / 1.00,298.15,1.606435390 / 0.000000000,cosmo
solvent_345 / solvent_404,0.00 / 1.00,298.15,-1.62020957 / 0,cosmo
solvent_401 / solvent_709,0.00 / 1.00,298.15,0.430221390 / 0.000000000,cosmo
solvent_551 / solvent_765,0.00 / 1.00,298.15,0.138090470 / 0.000000000,cosmo
solvent_307 / solvent_655,0.00 / 1.00,298.15,0.082729790 / 0.000000000,cosmo
solvent_561 / solvent_727,0.00 / 1.00,298.15,-0.01287048 / 0,cosmo
solvent_281 / solvent_659,0.00 / 1.00,298.15,-0.68785586 / 0,cosmo
solvent_595 / solvent_732,0.00 / 1.00,298.15,-1.98687375 / 0,cosmo
solvent_262 / solvent_469,0.00 / 1.00,298.15,-4.08511418 / 0,cosmo
solvent_648 / solvent_688,0.00 / 1.00,298.15,0.595682410 / 0.000000000,cosmo
solvent_684 / solvent_705,0.00 / 1.00,298.15,0.044779500 / 0.000000000,cosmo
solvent_572 / solvent_669,0.00 / 1.00,298.15,0.177806590 / 0.000000000,cosmo
solvent_297 / solvent_160,0.00 / 1.00,298.15,1.101699110 / 0.000000000,cosmo
solvent_636 / solvent_106,0.00 / 1.00,298.15,-0.65945294 / 0,cosmo
solvent_306 / solvent_562,0.00 / 1.00,298.15,-0.02413475 / 0,cosmo
solvent_467 / solvent_534,0.00 / 1.00,298.15,0.022240210 / 0.000000000,cosmo
solvent_594 / solvent_776,0.00 / 1.00,298.15,0.360873540 / 0.000000000,cosmo
solvent_722 / solvent_766,0.00 / 1.00,298.15,0.152497790 / 0.000000000,cosmo
solvent_23 / solvent_371,0.00 / 1.00,298.15,2.392606690 / 0.000000000,cosmo
solvent_63 / solvent_503,0.00 / 1.00,298.15,-0.31597403 / 0,cosmo
solvent_438 / solvent_574,0.00 / 1.00,298.15,-1.08989589 / 0,cosmo
solvent_108 / solvent_476,0.00 / 1.00,298.15,-0.55649088 / 0,cosmo
solvent_382 / solvent_407,0.00 / 1.00,298.15,-1.22723186 / 0,cosmo
solvent_334 / solvent_694,0.00 / 1.00,298.15,0.202273630 / 0.000000000,cosmo
solvent_491 / solvent_634,0.00 / 1.00,298.15,-0.44721259 / 0,cosmo
solvent_278 / solvent_761,0.00 / 1.00,298.15,-0.12028277 / 0,cosmo
solvent_350 / solvent_629,0.00 / 1.00,298.15,-0.29647796 / 0,cosmo
solvent_138 / solvent_467,0.00 / 1.00,298.15,0.887216250 / 0.000000000,cosmo
solvent_346 / solvent_783,0.00 / 1.00,298.15,2.281797170 / 0.000000000,cosmo
solvent_400 / solvent_96,0.00 / 1.00,298.15,-0.1867146 / 0,cosmo
solvent_162 / solvent_457,0.00 / 1.00,298.15,-0.01108139 / 0,cosmo
solvent_323 / solvent_569,0.00 / 1.00,298.15,-0.70068724 / 0,cosmo
solvent_1 / solvent_727,0.00 / 1.00,298.15,1.054899550 / 0.000000000,cosmo
solvent_462 / solvent_216,0.00 / 1.00,298.15,-0.17424107 / 0,cosmo
solvent_540 / solvent_616,0.00 / 1.00,298.15,-0.75646282 / 0,cosmo
solvent_651 / solvent_117,0.00 / 1.00,298.15,-0.08490045 / 0,cosmo
solvent_154 / solvent_785,0.00 / 1.00,298.15,-0.39795397 / 0,cosmo
solvent_704 / solvent_706,0.00 / 1.00,298.15,0.002217430 / 0.000000000,cosmo
solvent_143 / solvent_631,0.00 / 1.00,298.15,-0.07075447 / 0,cosmo
solvent_295 / solvent_32,0.00 / 1.00,298.15,0.195012400 / 0.000000000,cosmo
solvent_278 / solvent_766,0.00 / 1.00,298.15,-1.8997562 / 0,cosmo
solvent_430 / solvent_9,0.00 / 1.00,298.15,-0.13262662 / 0,cosmo
solvent_213 / solvent_489,0.00 / 1.00,298.15,-0.14196203 / 0,cosmo
solvent_185 / solvent_228,0.00 / 1.00,298.15,0.055968180 / 0.000000000,cosmo
solvent_459 / solvent_481,0.00 / 1.00,298.15,-0.20427016 / 0,cosmo
solvent_553 / solvent_2,0.00 / 1.00,298.15,0.753546550 / 0.000000000,cosmo
solvent_275 / solvent_662,0.00 / 1.00,298.15,0.067782980 / 0.000000000,cosmo
solvent_743 / solvent_216,0.00 / 1.00,298.15,1.004522690 / 0.000000000,cosmo
solvent_28 / solvent_651,0.00 / 1.00,298.15,0.131117250 / 0.000000000,cosmo
solvent_332 / solvent_521,0.00 / 1.00,298.15,1.932525870 / 0.000000000,cosmo
solvent_415 / solvent_514,0.00 / 1.00,298.15,-0.29732489 / 0,cosmo
solvent_670 / solvent_5,0.00 / 1.00,298.15,-0.03497464 / 0,cosmo
solvent_333 / solvent_695,0.00 / 1.00,298.15,-0.76012832 / 0,cosmo
solvent_512 / solvent_683,0.00 / 1.00,298.15,1.139822880 / 0.000000000,cosmo
solvent_338 / solvent_738,0.00 / 1.00,298.15,0.137687340 / 0.000000000,cosmo
solvent_46 / solvent_391,0.00 / 1.00,298.15,0.790428370 / 0.000000000,cosmo
solvent_552 / solvent_730,0.00 / 1.00,298.15,-0.08300476 / 0,cosmo
solvent_523 / solvent_574,0.00 / 1.00,298.15,0.574675120 / 0.000000000,cosmo
solvent_534 / solvent_587,0.00 / 1.00,298.15,0.061590910 / 0.000000000,cosmo
solvent_305 / solvent_381,0.00 / 1.00,298.15,0.369641340 / 0.000000000,cosmo
solvent_478 / solvent_546,0.00 / 1.00,298.15,1.943153990 / 0.000000000,cosmo
solvent_230 / solvent_585,0.00 / 1.00,298.15,0.472706050 / 0.000000000,cosmo
solvent_489 / solvent_172,0.00 / 1.00,298.15,-1.65302875 / 0,cosmo
solvent_277 / solvent_636,0.00 / 1.00,298.15,-0.42353117 / 0,cosmo
solvent_472 / solvent_482,0.00 / 1.00,298.15,-0.30761219 / 0,cosmo
solvent_361 / solvent_755,0.00 / 1.00,298.15,-0.78256421 / 0,cosmo
solvent_419 / solvent_551,0.00 / 1.00,298.15,3.908255570 / 0.000000000,cosmo
solvent_144 / solvent_34,0.00 / 1.00,298.15,0.603129430 / 0.000000000,cosmo
solvent_373 / solvent_458,0.00 / 1.00,298.15,0.045750070 / 0.000000000,cosmo
solvent_276 / solvent_672,0.00 / 1.00,298.15,1.251345330 / 0.000000000,cosmo
solvent_459 / solvent_72,0.00 / 1.00,298.15,1.211381130 / 0.000000000,cosmo
solvent_34 / solvent_779,0.00 / 1.00,298.15,-0.00038538 / 0,cosmo
solvent_528 / solvent_53,0.00 / 1.00,298.15,-0.24147987 / 0,cosmo
solvent_440 / solvent_771,0.00 / 1.00,298.15,-0.19877876 / 0,cosmo
solvent_303 / solvent_15,0.00 / 1.00,298.15,0.640259370 / 0.000000000,cosmo
solvent_285 / solvent_416,0.00 / 1.00,298.15,0.025822360 / 0.000000000,cosmo
solvent_571 / solvent_676,0.00 / 1.00,298.15,-0.04035328 / 0,cosmo
solvent_489 / solvent_542,0.00 / 1.00,298.15,0.681955100 / 0.000000000,cosmo
solvent_315 / solvent_18,0.00 / 1.00,298.15,2.397053340 / 0.000000000,cosmo
solvent_138 / solvent_473,0.00 / 1.00,298.15,0.109400420 / 0.000000000,cosmo
solvent_357 / solvent_654,0.00 / 1.00,298.15,0.733200980 / 0.000000000,cosmo
solvent_531 / solvent_158,0.00 / 1.00,298.15,-0.79173156 / 0,cosmo
solvent_479 / solvent_2,0.00 / 1.00,298.15,0.043338970 / 0.000000000,cosmo
solvent_683 / solvent_752,0.00 / 1.00,298.15,3.048667700 / 0.000000000,cosmo
solvent_108 / solvent_485,0.00 / 1.00,298.15,0.072809290 / 0.000000000,cosmo
solvent_394 / solvent_473,0.00 / 1.00,298.15,0.216017960 / 0.000000000,cosmo
solvent_100 / solvent_735,0.00 / 1.00,298.15,-4.16678067 / 0,cosmo
solvent_248 / solvent_111,0.00 / 1.00,298.15,0.103244150 / 0.000000000,cosmo
solvent_502 / solvent_690,0.00 / 1.00,298.15,0.625373160 / 0.000000000,cosmo
solvent_533 / solvent_63,0.00 / 1.00,298.15,0.804115300 / 0.000000000,cosmo
solvent_94 / solvent_689,0.00 / 1.00,298.15,0.183616330 / 0.000000000,cosmo
solvent_574 / solvent_788,0.00 / 1.00,298.15,0.517508540 / 0.000000000,cosmo
solvent_143 / solvent_615,0.00 / 1.00,298.15,0.590043540 / 0.000000000,cosmo
solvent_290 / solvent_354,0.00 / 1.00,298.15,-0.88186416 / 0,cosmo
solvent_325 / solvent_662,0.00 / 1.00,298.15,-0.2913029 / 0,cosmo
solvent_554 / solvent_196,0.00 / 1.00,298.15,7.636499930 / 0.000000000,cosmo
solvent_74 / solvent_699,0.00 / 1.00,298.15,1.331285020 / 0.000000000,cosmo
solvent_680 / solvent_735,0.00 / 1.00,298.15,-0.97635877 / 0,cosmo
solvent_336 / solvent_70,0.00 / 1.00,298.15,-0.90923982 / 0,cosmo
solvent_423 / solvent_370,0.00 / 1.00,298.15,0.448571220 / 0.000000000,cosmo
solvent_113 / solvent_34,0.00 / 1.00,298.15,0.002235990 / 0.000000000,cosmo
solvent_206 / solvent_634,0.00 / 1.00,298.15,0.561835300 / 0.000000000,cosmo
solvent_384 / solvent_633,0.00 / 1.00,298.15,1.125065430 / 0.000000000,cosmo
solvent_584 / solvent_628,0.00 / 1.00,298.15,0.043876220 / 0.000000000,cosmo
solvent_188 / solvent_110,0.00 / 1.00,298.15,0.020091910 / 0.000000000,cosmo
solvent_61 / solvent_686,0.00 / 1.00,298.15,2.968707030 / 0.000000000,cosmo
solvent_709 / solvent_765,0.00 / 1.00,298.15,1.585414670 / 0.000000000,cosmo
solvent_287 / solvent_593,0.00 / 1.00,298.15,8.432940380 / 0.000000000,cosmo
solvent_9 / solvent_685,0.00 / 1.00,298.15,-0.25799658 / 0,cosmo
solvent_463 / solvent_479,0.00 / 1.00,298.15,0.816489160 / 0.000000000,cosmo
solvent_474 / solvent_769,0.00 / 1.00,298.15,-0.09894124 / 0,cosmo
solvent_112 / solvent_725,0.00 / 1.00,298.15,0.426629340 / 0.000000000,cosmo
solvent_230 / solvent_197,0.00 / 1.00,298.15,3.044363300 / 0.000000000,cosmo
solvent_418 / solvent_600,0.00 / 1.00,298.15,0.395400490 / 0.000000000,cosmo
solvent_476 / solvent_516,0.00 / 1.00,298.15,0.152532450 / 0.000000000,cosmo
solvent_450 / solvent_640,0.00 / 1.00,298.15,-0.00443258 / 0,cosmo
solvent_559 / solvent_615,0.00 / 1.00,298.15,0.909583760 / 0.000000000,cosmo
solvent_545 / solvent_605,0.00 / 1.00,298.15,0.244783960 / 0.000000000,cosmo
solvent_164 / solvent_502,0.00 / 1.00,298.15,0.456623870 / 0.000000000,cosmo
solvent_296 / solvent_22,0.00 / 1.00,298.15,1.685081440 / 0.000000000,cosmo
solvent_28 / solvent_504,0.00 / 1.00,298.15,0.496300120 / 0.000000000,cosmo
solvent_715 / solvent_773,0.00 / 1.00,298.15,-0.0903286 / 0,cosmo
solvent_559 / solvent_779,0.00 / 1.00,298.15,0.595434790 / 0.000000000,cosmo
solvent_383 / solvent_590,0.00 / 1.00,298.15,-0.0434108 / 0,cosmo
solvent_578 / solvent_707,0.00 / 1.00,298.15,2.668163250 / 0.000000000,cosmo
solvent_63 / solvent_471,0.00 / 1.00,298.15,1.913143950 / 0.000000000,cosmo
solvent_594 / solvent_2,0.00 / 1.00,298.15,2.112763940 / 0.000000000,cosmo
solvent_580 / solvent_711,0.00 / 1.00,298.15,2.413008060 / 0.000000000,cosmo
solvent_522 / solvent_526,0.00 / 1.00,298.15,0.093812040 / 0.000000000,cosmo
solvent_171 / solvent_172,0.00 / 1.00,298.15,0.503960840 / 0.000000000,cosmo
solvent_426 / solvent_65,0.00 / 1.00,298.15,0.094647630 / 0.000000000,cosmo
solvent_55 / solvent_713,0.00 / 1.00,298.15,-0.45630801 / 0,cosmo
solvent_13 / solvent_759,0.00 / 1.00,298.15,-0.39768359 / 0,cosmo
solvent_477 / solvent_578,0.00 / 1.00,298.15,0.202808560 / 0.000000000,cosmo
solvent_306 / solvent_188,0.00 / 1.00,298.15,0.665462400 / 0.000000000,cosmo
solvent_397 / solvent_486,0.00 / 1.00,298.15,-0.24869171 / 0,cosmo
solvent_652 / solvent_779,0.00 / 1.00,298.15,2.946049970 / 0.000000000,cosmo
solvent_640 / solvent_791,0.00 / 1.00,298.15,0.016103170 / 0.000000000,cosmo
solvent_442 / solvent_529,0.00 / 1.00,298.15,0.391812830 / 0.000000000,cosmo
solvent_397 / solvent_643,0.00 / 1.00,298.15,-0.42620315 / 0,cosmo
solvent_256 / solvent_665,0.00 / 1.00,298.15,-0.54805051 / 0,cosmo
solvent_449 / solvent_532,0.00 / 1.00,298.15,0.153680350 / 0.000000000,cosmo
solvent_442 / solvent_710,0.00 / 1.00,298.15,-0.0449965 / 0,cosmo
solvent_623 / solvent_673,0.00 / 1.00,298.15,-0.00683506 / 0,cosmo
solvent_410 / solvent_648,0.00 / 1.00,298.15,1.168708880 / 0.000000000,cosmo
solvent_414 / solvent_478,0.00 / 1.00,298.15,1.054715040 / 0.000000000,cosmo
solvent_54 / solvent_671,0.00 / 1.00,298.15,4.494182980 / 0.000000000,cosmo
solvent_635 / solvent_698,0.00 / 1.00,298.15,2.106553230 / 0.000000000,cosmo
solvent_276 / solvent_581,0.00 / 1.00,298.15,1.142616300 / 0.000000000,cosmo
solvent_439 / solvent_495,0.00 / 1.00,298.15,-0.27049087 / 0,cosmo
solvent_380 / solvent_499,0.00 / 1.00,298.15,-0.28551251 / 0,cosmo
solvent_182 / solvent_44,0.00 / 1.00,298.15,0.388304970 / 0.000000000,cosmo
solvent_293 / solvent_771,0.00 / 1.00,298.15,6.207556480 / 0.000000000,cosmo
solvent_380 / solvent_648,0.00 / 1.00,298.15,0.065119830 / 0.000000000,cosmo
solvent_755 / solvent_782,0.00 / 1.00,298.15,0.060135450 / 0.000000000,cosmo
solvent_313 / solvent_248,0.00 / 1.00,298.15,-0.00587446 / 0,cosmo
solvent_335 / solvent_54,0.00 / 1.00,298.15,3.691483340 / 0.000000000,cosmo
solvent_72 / solvent_777,0.00 / 1.00,298.15,4.314676430 / 0.000000000,cosmo
solvent_436 / solvent_513,0.00 / 1.00,298.15,-0.09738323 / 0,cosmo
solvent_280 / solvent_780,0.00 / 1.00,298.15,0.022617460 / 0.000000000,cosmo
solvent_401 / solvent_585,0.00 / 1.00,298.15,0.412671920 / 0.000000000,cosmo
solvent_439 / solvent_575,0.00 / 1.00,298.15,0.488808490 / 0.000000000,cosmo
solvent_61 / solvent_631,0.00 / 1.00,298.15,1.914024140 / 0.000000000,cosmo
solvent_309 / solvent_573,0.00 / 1.00,298.15,1.095980120 / 0.000000000,cosmo
solvent_298 / solvent_384,0.00 / 1.00,298.15,0.071808920 / 0.000000000,cosmo
solvent_143 / solvent_522,0.00 / 1.00,298.15,0.140132540 / 0.000000000,cosmo
solvent_384 / solvent_487,0.00 / 1.00,298.15,-0.79965418 / 0,cosmo
solvent_313 / solvent_536,0.00 / 1.00,298.15,-0.10554668 / 0,cosmo
solvent_294 / solvent_667,0.00 / 1.00,298.15,-1.0232388 / 0,cosmo
solvent_584 / solvent_203,0.00 / 1.00,298.15,0.265614380 / 0.000000000,cosmo
solvent_313 / solvent_788,0.00 / 1.00,298.15,-0.08618164 / 0,cosmo
solvent_381 / solvent_604,0.00 / 1.00,298.15,-0.53218155 / 0,cosmo
solvent_380 / solvent_470,0.00 / 1.00,298.15,0.194181480 / 0.000000000,cosmo
solvent_143 / solvent_5,0.00 / 1.00,298.15,2.810206610 / 0.000000000,cosmo
solvent_63 / solvent_757,0.00 / 1.00,298.15,2.133220200 / 0.000000000,cosmo
solvent_651 / solvent_733,0.00 / 1.00,298.15,-0.17813339 / 0,cosmo
solvent_36 / solvent_625,0.00 / 1.00,298.15,2.915463880 / 0.000000000,cosmo
solvent_289 / solvent_241,0.00 / 1.00,298.15,-0.59710448 / 0,cosmo
solvent_412 / solvent_251,0.00 / 1.00,298.15,6.047275690 / 0.000000000,cosmo
solvent_463 / solvent_703,0.00 / 1.00,298.15,0.339466750 / 0.000000000,cosmo
solvent_458 / solvent_536,0.00 / 1.00,298.15,0.671694090 / 0.000000000,cosmo
solvent_315 / solvent_161,0.00 / 1.00,298.15,0.428440200 / 0.000000000,cosmo
solvent_228 / solvent_445,0.00 / 1.00,298.15,0.041233870 / 0.000000000,cosmo
solvent_28 / solvent_381,0.00 / 1.00,298.15,1.198578680 / 0.000000000,cosmo
solvent_356 / solvent_679,0.00 / 1.00,298.15,-0.38927609 / 0,cosmo
solvent_378 / solvent_511,0.00 / 1.00,298.15,-0.10804062 / 0,cosmo
solvent_330 / solvent_743,0.00 / 1.00,298.15,1.528098950 / 0.000000000,cosmo
solvent_291 / solvent_643,0.00 / 1.00,298.15,0.030840300 / 0.000000000,cosmo
solvent_600 / solvent_640,0.00 / 1.00,298.15,0.228625980 / 0.000000000,cosmo
solvent_471 / solvent_488,0.00 / 1.00,298.15,-0.09773485 / 0,cosmo
solvent_599 / solvent_750,0.00 / 1.00,298.15,-0.44200165 / 0,cosmo
solvent_282 / solvent_775,0.00 / 1.00,298.15,1.353455010 / 0.000000000,cosmo
solvent_297 / solvent_759,0.00 / 1.00,298.15,-0.41659484 / 0,cosmo
solvent_454 / solvent_514,0.00 / 1.00,298.15,0.433374700 / 0.000000000,cosmo
solvent_46 / solvent_351,0.00 / 1.00,298.15,0.708047500 / 0.000000000,cosmo
solvent_384 / solvent_531,0.00 / 1.00,298.15,-0.32571447 / 0,cosmo
solvent_49 / solvent_663,0.00 / 1.00,298.15,1.643492850 / 0.000000000,cosmo
solvent_669 / solvent_720,0.00 / 1.00,298.15,2.039314280 / 0.000000000,cosmo
solvent_490 / solvent_546,0.00 / 1.00,298.15,2.663307370 / 0.000000000,cosmo
solvent_28 / solvent_142,0.00 / 1.00,298.15,2.260417230 / 0.000000000,cosmo
solvent_32 / solvent_143,0.00 / 1.00,298.15,-0.49674192 / 0,cosmo
solvent_605 / solvent_717,0.00 / 1.00,298.15,-0.05246999 / 0,cosmo
solvent_335 / solvent_472,0.00 / 1.00,298.15,-0.03034306 / 0,cosmo
solvent_403 / solvent_592,0.00 / 1.00,298.15,4.517159670 / 0.000000000,cosmo
solvent_467 / solvent_626,0.00 / 1.00,298.15,-0.13066113 / 0,cosmo
solvent_492 / solvent_241,0.00 / 1.00,298.15,-0.75114814 / 0,cosmo
solvent_356 / solvent_753,0.00 / 1.00,298.15,1.632617020 / 0.000000000,cosmo
solvent_447 / solvent_576,0.00 / 1.00,298.15,0.494930960 / 0.000000000,cosmo
solvent_319 / solvent_88,0.00 / 1.00,298.15,0.925912700 / 0.000000000,cosmo
solvent_414 / solvent_793,0.00 / 1.00,298.15,0.219965830 / 0.000000000,cosmo
solvent_611 / solvent_732,0.00 / 1.00,298.15,0.418502950 / 0.000000000,cosmo
solvent_390 / solvent_448,0.00 / 1.00,298.15,2.226458650 / 0.000000000,cosmo
solvent_558 / solvent_731,0.00 / 1.00,298.15,0.390061000 / 0.000000000,cosmo
solvent_408 / solvent_415,0.00 / 1.00,298.15,0.142115820 / 0.000000000,cosmo
solvent_168 / solvent_707,0.00 / 1.00,298.15,-0.64423714 / 0,cosmo
solvent_403 / solvent_608,0.00 / 1.00,298.15,0.233074490 / 0.000000000,cosmo
solvent_318 / solvent_94,0.00 / 1.00,298.15,2.546386300 / 0.000000000,cosmo
solvent_744 / solvent_771,0.00 / 1.00,298.15,-0.22203752 / 0,cosmo
solvent_365 / solvent_366,0.00 / 1.00,298.15,1.034721180 / 0.000000000,cosmo
solvent_435 / solvent_110,0.00 / 1.00,298.15,-0.22437703 / 0,cosmo
solvent_280 / solvent_682,0.00 / 1.00,298.15,0.249739350 / 0.000000000,cosmo
solvent_178 / solvent_766,0.00 / 1.00,298.15,0.748868920 / 0.000000000,cosmo
solvent_362 / solvent_423,0.00 / 1.00,298.15,-0.02706365 / 0,cosmo
solvent_725 / solvent_88,0.00 / 1.00,298.15,1.578897790 / 0.000000000,cosmo
solvent_289 / solvent_213,0.00 / 1.00,298.15,-0.20070793 / 0,cosmo
solvent_390 / solvent_757,0.00 / 1.00,298.15,2.416949120 / 0.000000000,cosmo
solvent_554 / solvent_63,0.00 / 1.00,298.15,0.884215780 / 0.000000000,cosmo
solvent_301 / solvent_572,0.00 / 1.00,298.15,-0.07685248 / 0,cosmo
solvent_384 / solvent_61,0.00 / 1.00,298.15,1.156513860 / 0.000000000,cosmo
solvent_617 / solvent_678,0.00 / 1.00,298.15,0.922554890 / 0.000000000,cosmo
solvent_321 / solvent_499,0.00 / 1.00,298.15,-0.53362504 / 0,cosmo
solvent_475 / solvent_494,0.00 / 1.00,298.15,-0.00561839 / 0,cosmo
solvent_469 / solvent_587,0.00 / 1.00,298.15,-0.6489501 / 0,cosmo
solvent_364 / solvent_149,0.00 / 1.00,298.15,0.923051310 / 0.000000000,cosmo
solvent_182 / solvent_394,0.00 / 1.00,298.15,0.123349250 / 0.000000000,cosmo
solvent_340 / solvent_670,0.00 / 1.00,298.15,5.179285530 / 0.000000000,cosmo
solvent_572 / solvent_585,0.00 / 1.00,298.15,-0.30633991 / 0,cosmo
solvent_460 / solvent_677,0.00 / 1.00,298.15,-0.35171132 / 0,cosmo
solvent_208 / solvent_508,0.00 / 1.00,298.15,0.306321080 / 0.000000000,cosmo
solvent_208 / solvent_674,0.00 / 1.00,298.15,0.518444110 / 0.000000000,cosmo
solvent_162 / solvent_661,0.00 / 1.00,298.15,1.660793830 / 0.000000000,cosmo
solvent_299 / solvent_462,0.00 / 1.00,298.15,0.300983440 / 0.000000000,cosmo
solvent_561 / solvent_661,0.00 / 1.00,298.15,0.031705180 / 0.000000000,cosmo
solvent_488 / solvent_734,0.00 / 1.00,298.15,-1.52807729 / 0,cosmo
solvent_331 / solvent_494,0.00 / 1.00,298.15,0.197305200 / 0.000000000,cosmo
solvent_315 / solvent_389,0.00 / 1.00,298.15,1.247071770 / 0.000000000,cosmo
solvent_453 / solvent_652,0.00 / 1.00,298.15,1.888146560 / 0.000000000,cosmo
solvent_419 / solvent_765,0.00 / 1.00,298.15,-0.02165346 / 0,cosmo
solvent_273 / solvent_685,0.00 / 1.00,298.15,-0.18395654 / 0,cosmo
solvent_566 / solvent_764,0.00 / 1.00,298.15,0.962579890 / 0.000000000,cosmo
solvent_517 / solvent_700,0.00 / 1.00,298.15,0.526419440 / 0.000000000,cosmo
solvent_525 / solvent_783,0.00 / 1.00,298.15,3.087738400 / 0.000000000,cosmo
solvent_654 / solvent_725,0.00 / 1.00,298.15,0.502044760 / 0.000000000,cosmo
solvent_279 / solvent_735,0.00 / 1.00,298.15,0.752450620 / 0.000000000,cosmo
solvent_267 / solvent_326,0.00 / 1.00,298.15,0.105299550 / 0.000000000,cosmo
solvent_192 / solvent_346,0.00 / 1.00,298.15,0.878528260 / 0.000000000,cosmo
solvent_538 / solvent_96,0.00 / 1.00,298.15,-0.43871243 / 0,cosmo
