solv_i_id,molefrac_i,ln_gamma_i
solvent_104 / solvent_436 / solvent_517,0.33 / 0.33 / 0.34,-0.849259830 / -0.834938470 / 0.095161050
solvent_252 / solvent_312 / solvent_407,0.33 / 0.33 / 0.34,0.464561770 / 0.407228930 / -0.056120640
solvent_201 / solvent_344 / solvent_368,0.33 / 0.33 / 0.34,0.049490410 / -0.448326760 / 0.041618380
solvent_135 / solvent_611 / solvent_693,0.33 / 0.33 / 0.34,-0.018946000 / -0.149712930 / 0.044100470
solvent_17 / solvent_311 / solvent_819,0.33 / 0.33 / 0.34,-0.071204560 / 0.230289690 / -0.119052980
solvent_95 / solvent_154 / solvent_425,0.33 / 0.33 / 0.34,0.220980090 / 0.324187520 / 0.008880320
solvent_105 / solvent_462 / solvent_690,0.33 / 0.33 / 0.34,-0.182285760 / -0.118962370 / 0.155492590
solvent_249 / solvent_312 / solvent_493,0.33 / 0.33 / 0.34,0.323632910 / -1.166587940 / 0.061206810
solvent_81 / solvent_544 / solvent_633,0.33 / 0.33 / 0.34,0.442998920 / -1.367950990 / -0.918427840
solvent_511 / solvent_743 / solvent_748,0.33 / 0.33 / 0.34,0.135609620 / -0.999001950 / -0.704077380
solvent_141 / solvent_425 / solvent_804,0.33 / 0.33 / 0.34,-0.061955120 / 0.056046660 / -0.125072980
solvent_431 / solvent_497 / solvent_567,0.33 / 0.33 / 0.34,-0.423445770 / -0.510776520 / 0.235659190
solvent_301 / solvent_439 / solvent_773,0.33 / 0.33 / 0.34,0.208013100 / 0.575581530 / 0.285698790
solvent_107 / solvent_514 / solvent_768,0.33 / 0.33 / 0.34,-0.007245010 / 0.264603880 / 0.039472030
solvent_257 / solvent_673 / solvent_712,0.33 / 0.33 / 0.34,0.010410370 / -0.002198830 / -0.018633530
solvent_556 / solvent_593 / solvent_702,0.33 / 0.33 / 0.34,-0.161945940 / -0.093178300 / 0.104313880
solvent_240 / solvent_566 / solvent_572,0.33 / 0.33 / 0.34,-0.031219070 / -0.255318490 / -0.952803090
solvent_54 / solvent_56 / solvent_178,0.33 / 0.33 / 0.34,-0.033119080 / -0.258680340 / -0.321367630
solvent_452 / solvent_510 / solvent_687,0.33 / 0.33 / 0.34,0.353043730 / 0.032073200 / 0.110754910
solvent_124 / solvent_473 / solvent_761,0.33 / 0.33 / 0.34,0.015727300 / 0.269017250 / 0.369444480
solvent_131 / solvent_181 / solvent_550,0.33 / 0.33 / 0.34,-0.041516630 / 0.094160380 / 0.275392970
solvent_342 / solvent_601 / solvent_773,0.33 / 0.33 / 0.34,-0.180133070 / -0.143672150 / -0.024520860
solvent_93 / solvent_429 / solvent_570,0.33 / 0.33 / 0.34,0.623453490 / 0.045837860 / 0.235886170
solvent_141 / solvent_294 / solvent_577,0.33 / 0.33 / 0.34,-0.059921680 / -0.142133040 / 0.455352570
solvent_386 / solvent_482 / solvent_638,0.33 / 0.33 / 0.34,0.568292650 / 0.746993810 / -0.410168300
solvent_35 / solvent_574 / solvent_694,0.33 / 0.33 / 0.34,0.137326870 / -0.039360490 / -0.121700370
solvent_269 / solvent_564 / solvent_625,0.33 / 0.33 / 0.34,-0.009431100 / 0.072424590 / -0.015966040
solvent_71 / solvent_121 / solvent_161,0.33 / 0.33 / 0.34,0.044631800 / 0.154832170 / 0.147230880
solvent_99 / solvent_353 / solvent_712,0.33 / 0.33 / 0.34,0.084840890 / -0.294193430 / 0.355786670
solvent_121 / solvent_279 / solvent_356,0.33 / 0.33 / 0.34,-0.567205400 / 0.084002160 / -0.490649360
solvent_445 / solvent_533 / solvent_664,0.33 / 0.33 / 0.34,-0.093976580 / -0.525030020 / -0.242288090
solvent_614 / solvent_711 / solvent_766,0.33 / 0.33 / 0.34,0.315110280 / -0.116806730 / 0.311969190
solvent_62 / solvent_106 / solvent_577,0.33 / 0.33 / 0.34,0.052021400 / 0.912533640 / 0.476273850
solvent_111 / solvent_375 / solvent_618,0.33 / 0.33 / 0.34,-0.103787230 / -0.046405430 / -0.069766940
solvent_178 / solvent_666 / solvent_807,0.33 / 0.33 / 0.34,-0.028753500 / 0.401825740 / -0.003088190
solvent_232 / solvent_515 / solvent_653,0.33 / 0.33 / 0.34,0.526350610 / 1.711294150 / 1.567643500
solvent_53 / solvent_297 / solvent_583,0.33 / 0.33 / 0.34,-0.511359600 / -0.132814380 / -0.099068580
solvent_212 / solvent_275 / solvent_831,0.33 / 0.33 / 0.34,-0.004148670 / -0.157157830 / 0.243623510
solvent_435 / solvent_654 / solvent_747,0.33 / 0.33 / 0.34,-0.129068490 / 0.210828370 / -0.230633560
solvent_182 / solvent_463 / solvent_471,0.33 / 0.33 / 0.34,0.203374340 / 0.293220600 / -0.134077590
solvent_264 / solvent_607 / solvent_806,0.33 / 0.33 / 0.34,-0.047262950 / -0.035653300 / -0.166213790
solvent_54 / solvent_249 / solvent_687,0.33 / 0.33 / 0.34,0.027541380 / 0.366782080 / 0.315880860
solvent_71 / solvent_357 / solvent_699,0.33 / 0.33 / 0.34,-0.036740410 / 0.152091520 / 0.077106290
solvent_322 / solvent_731 / solvent_761,0.33 / 0.33 / 0.34,0.504244560 / 1.233689280 / 0.949251360
solvent_259 / solvent_544 / solvent_796,0.33 / 0.33 / 0.34,0.709069870 / -0.978967200 / -0.180600860
solvent_133 / solvent_626 / solvent_821,0.33 / 0.33 / 0.34,0.024413510 / -0.145339200 / 0.223661280
solvent_382 / solvent_457 / solvent_498,0.33 / 0.33 / 0.34,0.119534240 / -0.076661820 / 0.215953510
solvent_76 / solvent_118 / solvent_373,0.33 / 0.33 / 0.34,0.069248190 / -0.067498720 / 0.062887540
solvent_530 / solvent_586 / solvent_605,0.33 / 0.33 / 0.34,0.790982080 / 0.621415540 / 0.085899180
solvent_34 / solvent_475 / solvent_629,0.33 / 0.33 / 0.34,-0.023857290 / 0.040486160 / -0.016604530
solvent_110 / solvent_203 / solvent_625,0.33 / 0.33 / 0.34,0.038714300 / -0.019726980 / 0.074798940
solvent_193 / solvent_304 / solvent_483,0.33 / 0.33 / 0.34,0.042130660 / 0.214494850 / 0.085068700
solvent_114 / solvent_183 / solvent_382,0.33 / 0.33 / 0.34,0.418822840 / -0.201090310 / 0.257496820
solvent_59 / solvent_222 / solvent_677,0.33 / 0.33 / 0.34,-0.034659760 / 0.450935590 / 0.672427710
solvent_39 / solvent_45 / solvent_193,0.33 / 0.33 / 0.34,0.351556010 / -0.072159950 / 0.320826050
solvent_275 / solvent_329 / solvent_568,0.33 / 0.33 / 0.34,0.087124630 / 0.147012220 / 0.033547610
solvent_163 / solvent_278 / solvent_317,0.33 / 0.33 / 0.34,0.188429350 / 0.108685680 / 0.240194270
solvent_161 / solvent_552 / solvent_592,0.33 / 0.33 / 0.34,0.141912910 / -0.117994740 / -0.009694110
solvent_253 / solvent_298 / solvent_738,0.33 / 0.33 / 0.34,0.093750020 / 0.059720190 / -0.280160540
solvent_197 / solvent_333 / solvent_416,0.33 / 0.33 / 0.34,0.098991880 / 0.046441930 / 0.128822270
solvent_299 / solvent_338 / solvent_411,0.33 / 0.33 / 0.34,0.177561980 / 0.549693820 / 0.179765350
solvent_344 / solvent_413 / solvent_452,0.33 / 0.33 / 0.34,0.396381420 / -0.602986520 / -1.430895180
solvent_13 / solvent_215 / solvent_705,0.33 / 0.33 / 0.34,-0.046362600 / 0.071706510 / 0.524229080
solvent_489 / solvent_814 / solvent_819,0.33 / 0.33 / 0.34,-0.150660830 / 0.043939760 / -0.238501800
solvent_189 / solvent_288 / solvent_767,0.33 / 0.33 / 0.34,0.049971590 / 0.044376280 / 0.131075210
solvent_419 / solvent_626 / solvent_737,0.33 / 0.33 / 0.34,0.307631280 / 0.054287740 / 0.281299350
solvent_105 / solvent_415 / solvent_635,0.33 / 0.33 / 0.34,0.118022090 / 0.047941230 / 0.438421550
solvent_402 / solvent_456 / solvent_582,0.33 / 0.33 / 0.34,-0.049490530 / 0.048541740 / -0.095165920
solvent_322 / solvent_348 / solvent_378,0.33 / 0.33 / 0.34,-0.037895270 / -0.008831180 / -0.037389320
solvent_68 / solvent_259 / solvent_664,0.33 / 0.33 / 0.34,0.011205400 / 0.276573060 / 0.250314810
solvent_276 / solvent_360 / solvent_654,0.33 / 0.33 / 0.34,-0.106722930 / -0.048159380 / -0.111556450
solvent_80 / solvent_163 / solvent_767,0.33 / 0.33 / 0.34,0.313932570 / 0.278417500 / 0.302079420
solvent_69 / solvent_351 / solvent_794,0.33 / 0.33 / 0.34,0.225292610 / 0.004272710 / 0.077092360
solvent_119 / solvent_603 / solvent_830,0.33 / 0.33 / 0.34,-0.121249890 / 0.282158790 / -0.323404030
solvent_39 / solvent_511 / solvent_836,0.33 / 0.33 / 0.34,0.299809670 / 0.111327080 / 0.136064930
solvent_61 / solvent_575 / solvent_744,0.33 / 0.33 / 0.34,-0.010267420 / 0.307306230 / 0.457726140
solvent_6 / solvent_550 / solvent_694,0.33 / 0.33 / 0.34,0.053789820 / -0.083187870 / -0.047058570
solvent_246 / solvent_258 / solvent_663,0.33 / 0.33 / 0.34,-0.100654470 / -0.133366000 / 0.033181900
solvent_109 / solvent_481 / solvent_639,0.33 / 0.33 / 0.34,-0.337930430 / -0.066019130 / -0.701097380
solvent_110 / solvent_601 / solvent_651,0.33 / 0.33 / 0.34,-0.057775870 / -0.178022520 / -0.084832190
solvent_337 / solvent_584 / solvent_609,0.33 / 0.33 / 0.34,0.476453950 / 0.109389770 / 0.070475430
solvent_2 / solvent_145 / solvent_685,0.33 / 0.33 / 0.34,0.463776640 / 0.269476740 / 0.293249060
solvent_152 / solvent_175 / solvent_806,0.33 / 0.33 / 0.34,0.076494780 / -1.011500530 / -0.715434270
solvent_243 / solvent_570 / solvent_586,0.33 / 0.33 / 0.34,0.447775290 / 0.359585970 / 0.251319730
solvent_237 / solvent_288 / solvent_573,0.33 / 0.33 / 0.34,-0.008564440 / -0.005843280 / 0.174109640
solvent_52 / solvent_508 / solvent_647,0.33 / 0.33 / 0.34,0.903251590 / 0.565623800 / 0.201391050
solvent_120 / solvent_144 / solvent_459,0.33 / 0.33 / 0.34,0.173671750 / 0.436294790 / 0.132935810
solvent_446 / solvent_483 / solvent_621,0.33 / 0.33 / 0.34,0.454129630 / 0.006968350 / 0.123387620
solvent_288 / solvent_500 / solvent_625,0.33 / 0.33 / 0.34,0.002939810 / -0.042733540 / -0.008146600
solvent_261 / solvent_442 / solvent_757,0.33 / 0.33 / 0.34,0.194550180 / -0.072159640 / 0.138938830
solvent_595 / solvent_616 / solvent_816,0.33 / 0.33 / 0.34,-0.148395720 / 0.061527940 / -0.051382210
solvent_268 / solvent_450 / solvent_814,0.33 / 0.33 / 0.34,-0.016286340 / 0.054108610 / -0.032705440
solvent_48 / solvent_323 / solvent_452,0.33 / 0.33 / 0.34,0.125315070 / 0.034085380 / 0.167995500
solvent_119 / solvent_482 / solvent_820,0.33 / 0.33 / 0.34,0.471784980 / 1.380062200 / 0.810006400
solvent_83 / solvent_167 / solvent_668,0.33 / 0.33 / 0.34,-1.233635160 / 0.334464550 / -0.671075110
solvent_235 / solvent_322 / solvent_600,0.33 / 0.33 / 0.34,0.071219520 / 0.758808070 / 0.174502710
solvent_409 / solvent_487 / solvent_594,0.33 / 0.33 / 0.34,0.082924570 / -0.076226600 / -0.013983210
solvent_309 / solvent_773 / solvent_816,0.33 / 0.33 / 0.34,0.002440750 / 0.041287510 / 0.211084590
solvent_202 / solvent_535 / solvent_692,0.33 / 0.33 / 0.34,0.254632010 / 0.461994340 / 0.007166330
solvent_186 / solvent_189 / solvent_583,0.33 / 0.33 / 0.34,-0.069718710 / -0.030627070 / -0.018260920
solvent_166 / solvent_525 / solvent_657,0.33 / 0.33 / 0.34,0.012877820 / 0.002884140 / 0.005278120
solvent_121 / solvent_763 / solvent_789,0.33 / 0.33 / 0.34,-0.527033980 / -0.635661430 / 0.333720160
solvent_192 / solvent_660 / solvent_757,0.33 / 0.33 / 0.34,-0.206611050 / 0.638146230 / 0.684745530
solvent_30 / solvent_201 / solvent_615,0.33 / 0.33 / 0.34,-0.054164030 / -0.014074010 / -0.161523090
solvent_317 / solvent_412 / solvent_614,0.33 / 0.33 / 0.34,0.168313710 / -0.085884390 / 0.443260730
solvent_200 / solvent_238 / solvent_301,0.33 / 0.33 / 0.34,0.025934380 / -0.018860400 / -0.032361570
solvent_217 / solvent_225 / solvent_440,0.33 / 0.33 / 0.34,0.281242130 / 0.086694000 / 0.286340610
solvent_181 / solvent_421 / solvent_660,0.33 / 0.33 / 0.34,0.423448780 / 0.432995470 / 0.238824110
solvent_108 / solvent_116 / solvent_544,0.33 / 0.33 / 0.34,0.135632870 / -0.000789630 / 0.096043530
solvent_56 / solvent_487 / solvent_501,0.33 / 0.33 / 0.34,0.214514240 / -0.068655130 / 0.318808920
solvent_131 / solvent_393 / solvent_679,0.33 / 0.33 / 0.34,0.198643380 / 0.054666620 / 0.322300900
solvent_402 / solvent_673 / solvent_696,0.33 / 0.33 / 0.34,-0.272324180 / -0.124979700 / -0.200380160
solvent_251 / solvent_349 / solvent_702,0.33 / 0.33 / 0.34,0.023795160 / 0.023898880 / -0.488020210
solvent_7 / solvent_474 / solvent_777,0.33 / 0.33 / 0.34,-0.072810360 / -0.193530490 / 0.113124410
solvent_13 / solvent_213 / solvent_728,0.33 / 0.33 / 0.34,-0.139016880 / -0.023491070 / 0.153660730
solvent_40 / solvent_185 / solvent_314,0.33 / 0.33 / 0.34,0.526580970 / 0.736087670 / -0.197098060
solvent_45 / solvent_350 / solvent_449,0.33 / 0.33 / 0.34,0.033810120 / 0.622211190 / 0.145400860
solvent_52 / solvent_296 / solvent_731,0.33 / 0.33 / 0.34,-0.025102510 / 0.379615520 / 0.009683820
solvent_429 / solvent_602 / solvent_796,0.33 / 0.33 / 0.34,0.512127520 / 0.182211950 / 0.916794180
solvent_468 / solvent_651 / solvent_771,0.33 / 0.33 / 0.34,0.017036800 / 0.052173160 / 0.162421800
solvent_238 / solvent_342 / solvent_753,0.33 / 0.33 / 0.34,0.070729380 / -0.109755310 / -0.144049660
solvent_338 / solvent_372 / solvent_514,0.33 / 0.33 / 0.34,0.457303130 / 0.317224350 / 0.619466430
solvent_496 / solvent_735 / solvent_831,0.33 / 0.33 / 0.34,0.218041360 / 0.198621610 / 0.303589780
solvent_62 / solvent_90 / solvent_649,0.33 / 0.33 / 0.34,0.395855720 / 0.328902510 / 0.135033280
solvent_444 / solvent_494 / solvent_820,0.33 / 0.33 / 0.34,0.342572100 / 0.310141520 / 0.551724840
solvent_71 / solvent_166 / solvent_520,0.33 / 0.33 / 0.34,0.179569920 / 0.055335880 / 0.259316140
solvent_12 / solvent_604 / solvent_654,0.33 / 0.33 / 0.34,-0.091928490 / -0.022867770 / 0.018565520
solvent_92 / solvent_599 / solvent_610,0.33 / 0.33 / 0.34,-0.740271970 / 0.260202270 / 0.585633890
solvent_88 / solvent_192 / solvent_536,0.33 / 0.33 / 0.34,0.345632140 / 0.265794270 / -0.053528770
solvent_145 / solvent_257 / solvent_780,0.33 / 0.33 / 0.34,0.438960440 / 0.773923580 / 2.054064370
solvent_99 / solvent_220 / solvent_681,0.33 / 0.33 / 0.34,-0.045693360 / 0.114975600 / 0.767084410
solvent_120 / solvent_158 / solvent_568,0.33 / 0.33 / 0.34,-0.022650130 / -0.009750790 / -0.066670670
solvent_448 / solvent_691 / solvent_786,0.33 / 0.33 / 0.34,-0.001193170 / 0.035876840 / -0.018643470
solvent_4 / solvent_372 / solvent_794,0.33 / 0.33 / 0.34,0.076707370 / 0.307171300 / 0.025466330
solvent_71 / solvent_499 / solvent_514,0.33 / 0.33 / 0.34,0.536252310 / 0.305757820 / 0.301593170
solvent_161 / solvent_280 / solvent_495,0.33 / 0.33 / 0.34,0.494623890 / 0.026223510 / -0.072840370
solvent_575 / solvent_610 / solvent_636,0.33 / 0.33 / 0.34,0.129169010 / -0.006894130 / 0.137898970
solvent_25 / solvent_483 / solvent_685,0.33 / 0.33 / 0.34,-0.456247620 / -0.272200070 / 0.216397440
solvent_186 / solvent_595 / solvent_646,0.33 / 0.33 / 0.34,-0.056985380 / -0.042055510 / -0.027616640
solvent_513 / solvent_740 / solvent_768,0.33 / 0.33 / 0.34,0.131900320 / 0.198876010 / 0.233656710
solvent_520 / solvent_650 / solvent_737,0.33 / 0.33 / 0.34,0.439430340 / -0.485837950 / -0.514083910
solvent_182 / solvent_497 / solvent_759,0.33 / 0.33 / 0.34,-0.062944760 / -0.145314880 / 0.344430000
solvent_68 / solvent_77 / solvent_142,0.33 / 0.33 / 0.34,0.079136150 / 0.398678530 / 0.137652260
solvent_349 / solvent_487 / solvent_535,0.33 / 0.33 / 0.34,0.640610920 / -0.116616140 / 0.519223180
solvent_82 / solvent_265 / solvent_452,0.33 / 0.33 / 0.34,0.053456750 / 0.070275180 / 0.313898880
solvent_92 / solvent_132 / solvent_636,0.33 / 0.33 / 0.34,-0.050977090 / -0.470124350 / -0.536087960
solvent_40 / solvent_448 / solvent_687,0.33 / 0.33 / 0.34,0.265947360 / -0.552192240 / 0.657769280
solvent_403 / solvent_671 / solvent_710,0.33 / 0.33 / 0.34,-0.698937020 / 0.038432190 / -0.347518120
solvent_159 / solvent_522 / solvent_712,0.33 / 0.33 / 0.34,0.359326530 / 0.418593110 / 0.465040360
solvent_202 / solvent_257 / solvent_258,0.33 / 0.33 / 0.34,-0.079603280 / 0.130633470 / -0.030172000
solvent_75 / solvent_435 / solvent_773,0.33 / 0.33 / 0.34,0.686739330 / 0.224512120 / 0.002742270
solvent_384 / solvent_610 / solvent_717,0.33 / 0.33 / 0.34,-0.098301360 / -0.022290590 / -0.022557340
solvent_618 / solvent_660 / solvent_751,0.33 / 0.33 / 0.34,-0.046573930 / -0.521042430 / -0.664130960
solvent_2 / solvent_592 / solvent_705,0.33 / 0.33 / 0.34,0.256275160 / 0.188065640 / 0.391753470
solvent_429 / solvent_649 / solvent_701,0.33 / 0.33 / 0.34,-0.010118650 / -0.193593060 / -0.182552160
solvent_126 / solvent_343 / solvent_741,0.33 / 0.33 / 0.34,0.153617300 / 0.453856410 / 0.218986990
solvent_175 / solvent_394 / solvent_657,0.33 / 0.33 / 0.34,-3.866392330 / -0.130182190 / 0.397196960
solvent_226 / solvent_294 / solvent_416,0.33 / 0.33 / 0.34,0.104837810 / 0.062737190 / 0.296802490
solvent_82 / solvent_95 / solvent_816,0.33 / 0.33 / 0.34,0.184657320 / 0.421719320 / 0.061450390
solvent_15 / solvent_109 / solvent_507,0.33 / 0.33 / 0.34,0.022901740 / -0.205618800 / -0.444292530
solvent_299 / solvent_514 / solvent_556,0.33 / 0.33 / 0.34,-0.451283610 / 0.137210060 / -1.301291090
solvent_70 / solvent_607 / solvent_780,0.33 / 0.33 / 0.34,0.888902870 / 0.268922650 / 1.867111490
solvent_235 / solvent_552 / solvent_809,0.33 / 0.33 / 0.34,-0.542872230 / 0.238970720 / -0.346821520
solvent_334 / solvent_474 / solvent_638,0.33 / 0.33 / 0.34,-0.005650540 / 0.073974100 / 0.042890640
solvent_84 / solvent_456 / solvent_727,0.33 / 0.33 / 0.34,-0.121319360 / -0.023712710 / -0.026112470
solvent_10 / solvent_425 / solvent_817,0.33 / 0.33 / 0.34,-0.076102520 / -0.032611810 / 0.180833290
solvent_334 / solvent_383 / solvent_816,0.33 / 0.33 / 0.34,-0.033048530 / -0.125443870 / -0.251178150
solvent_144 / solvent_423 / solvent_741,0.33 / 0.33 / 0.34,0.276861020 / 1.183971320 / 0.359965340
solvent_5 / solvent_482 / solvent_793,0.33 / 0.33 / 0.34,0.460172120 / 1.523867320 / 0.352895940
solvent_125 / solvent_403 / solvent_461,0.33 / 0.33 / 0.34,-0.136200910 / -0.062293700 / 0.057571530
solvent_34 / solvent_157 / solvent_514,0.33 / 0.33 / 0.34,0.010475040 / 0.254808120 / 0.439991270
solvent_116 / solvent_152 / solvent_300,0.33 / 0.33 / 0.34,-0.319739660 / 0.471506610 / 0.014857190
solvent_445 / solvent_611 / solvent_745,0.33 / 0.33 / 0.34,-0.107067190 / -0.072481170 / -0.018400480
solvent_108 / solvent_178 / solvent_841,0.33 / 0.33 / 0.34,-0.356326370 / -0.312405160 / -0.155446600
solvent_260 / solvent_624 / solvent_638,0.33 / 0.33 / 0.34,0.339981710 / 0.338666280 / 0.098886830
solvent_17 / solvent_597 / solvent_646,0.33 / 0.33 / 0.34,0.456024010 / 0.586568980 / -0.008566100
solvent_82 / solvent_509 / solvent_780,0.33 / 0.33 / 0.34,0.472757050 / 0.435023230 / 1.542886140
solvent_151 / solvent_374 / solvent_384,0.33 / 0.33 / 0.34,0.102190040 / 0.047564960 / -0.034989920
solvent_298 / solvent_738 / solvent_765,0.33 / 0.33 / 0.34,-0.423260820 / 0.123530350 / -0.057462490
solvent_70 / solvent_416 / solvent_713,0.33 / 0.33 / 0.34,0.152400700 / 0.311071500 / 0.083637480
solvent_156 / solvent_272 / solvent_620,0.33 / 0.33 / 0.34,0.585100590 / 0.079478610 / 0.238006910
solvent_143 / solvent_220 / solvent_671,0.33 / 0.33 / 0.34,0.002334890 / 0.146291670 / 0.916657510
solvent_53 / solvent_124 / solvent_218,0.33 / 0.33 / 0.34,0.233533950 / 0.533097540 / 0.799173180
solvent_177 / solvent_640 / solvent_815,0.33 / 0.33 / 0.34,0.192237440 / -0.425575150 / -0.232561080
solvent_452 / solvent_512 / solvent_598,0.33 / 0.33 / 0.34,0.293655610 / 0.111958230 / 0.109120530
solvent_457 / solvent_625 / solvent_777,0.33 / 0.33 / 0.34,0.490039340 / 0.383870050 / 0.223253440
solvent_323 / solvent_700 / solvent_726,0.33 / 0.33 / 0.34,0.241535740 / 0.066634270 / -0.067995430
solvent_203 / solvent_303 / solvent_351,0.33 / 0.33 / 0.34,0.042255500 / -0.217341820 / -0.058203710
solvent_722 / solvent_726 / solvent_750,0.33 / 0.33 / 0.34,0.186783130 / 0.236238830 / -0.227024810
solvent_520 / solvent_623 / solvent_707,0.33 / 0.33 / 0.34,1.270808910 / 0.408595260 / 1.827224220
solvent_560 / solvent_774 / solvent_836,0.33 / 0.33 / 0.34,0.577920360 / 0.930544860 / 0.019583120
solvent_275 / solvent_501 / solvent_764,0.33 / 0.33 / 0.34,-0.110233860 / 0.193417930 / 0.434133160
solvent_232 / solvent_638 / solvent_695,0.33 / 0.33 / 0.34,0.059627710 / -0.299297340 / -0.029821720
solvent_163 / solvent_383 / solvent_530,0.33 / 0.33 / 0.34,0.373368840 / 0.652889160 / 0.864651720
solvent_301 / solvent_461 / solvent_709,0.33 / 0.33 / 0.34,-0.019940600 / -0.035960000 / -0.002539940
solvent_74 / solvent_126 / solvent_258,0.33 / 0.33 / 0.34,0.103121930 / 0.288179210 / 0.165975780
solvent_256 / solvent_508 / solvent_750,0.33 / 0.33 / 0.34,-0.010769110 / 0.004092420 / -0.011597760
solvent_154 / solvent_464 / solvent_511,0.33 / 0.33 / 0.34,0.039860870 / 0.246465750 / -0.105025160
solvent_7 / solvent_449 / solvent_662,0.33 / 0.33 / 0.34,-0.635713680 / -0.247475800 / -0.025919440
solvent_96 / solvent_203 / solvent_622,0.33 / 0.33 / 0.34,-0.181002460 / -0.110490130 / -0.122785740
solvent_1 / solvent_451 / solvent_499,0.33 / 0.33 / 0.34,0.195565110 / 0.092815470 / 0.425529360
solvent_77 / solvent_398 / solvent_579,0.33 / 0.33 / 0.34,0.086912140 / 0.089585470 / 0.250239940
solvent_39 / solvent_506 / solvent_747,0.33 / 0.33 / 0.34,-0.032111060 / 0.125759850 / -0.106802890
solvent_247 / solvent_248 / solvent_638,0.33 / 0.33 / 0.34,0.123753600 / -0.030822250 / 0.127751880
solvent_188 / solvent_430 / solvent_695,0.33 / 0.33 / 0.34,-0.049598550 / -0.002821890 / -0.041380100
solvent_45 / solvent_186 / solvent_604,0.33 / 0.33 / 0.34,-0.027402290 / 0.175553050 / -0.087616770
solvent_53 / solvent_70 / solvent_441,0.33 / 0.33 / 0.34,0.412203850 / 0.199209520 / 0.581132060
solvent_348 / solvent_438 / solvent_741,0.33 / 0.33 / 0.34,-0.065316980 / -0.013167120 / 0.084683980
solvent_100 / solvent_639 / solvent_778,0.33 / 0.33 / 0.34,0.259301860 / -0.094848760 / -0.113036910
solvent_34 / solvent_499 / solvent_793,0.33 / 0.33 / 0.34,0.407340370 / 0.564186010 / 0.202789200
solvent_18 / solvent_106 / solvent_349,0.33 / 0.33 / 0.34,-0.057015090 / 0.379815860 / 0.391327670
solvent_114 / solvent_429 / solvent_713,0.33 / 0.33 / 0.34,0.332704250 / -0.006786640 / 0.114582900
solvent_62 / solvent_335 / solvent_630,0.33 / 0.33 / 0.34,0.097964350 / 0.132128150 / 0.012098680
solvent_239 / solvent_321 / solvent_794,0.33 / 0.33 / 0.34,-0.799100750 / -0.039458490 / -0.577023210
solvent_70 / solvent_228 / solvent_509,0.33 / 0.33 / 0.34,0.163880440 / 0.016060450 / 0.050570830
solvent_47 / solvent_513 / solvent_553,0.33 / 0.33 / 0.34,-1.155772630 / 0.308806690 / -0.844215980
solvent_145 / solvent_329 / solvent_788,0.33 / 0.33 / 0.34,0.305442640 / 0.375031920 / -2.947599770
solvent_331 / solvent_734 / solvent_745,0.33 / 0.33 / 0.34,-0.607053800 / -0.331558380 / 0.080704320
solvent_571 / solvent_826 / solvent_843,0.33 / 0.33 / 0.34,0.070292020 / 0.092399960 / 0.055873430
solvent_297 / solvent_468 / solvent_600,0.33 / 0.33 / 0.34,-0.175341870 / 0.235391230 / 0.020334660
solvent_604 / solvent_626 / solvent_716,0.33 / 0.33 / 0.34,0.070071610 / 0.032465990 / 0.103381240
solvent_149 / solvent_367 / solvent_445,0.33 / 0.33 / 0.34,0.243656840 / 0.118273100 / -0.076698820
solvent_348 / solvent_555 / solvent_627,0.33 / 0.33 / 0.34,-0.070806270 / -0.044671260 / -0.501111750
solvent_497 / solvent_542 / solvent_771,0.33 / 0.33 / 0.34,0.028707360 / -0.121393610 / -0.620962010
solvent_68 / solvent_462 / solvent_776,0.33 / 0.33 / 0.34,-0.017125720 / -0.150061610 / 0.080264080
solvent_48 / solvent_462 / solvent_742,0.33 / 0.33 / 0.34,0.070703570 / -0.008016130 / -0.044569120
solvent_620 / solvent_758 / solvent_764,0.33 / 0.33 / 0.34,0.145359840 / 0.008413760 / 0.515421960
solvent_135 / solvent_425 / solvent_668,0.33 / 0.33 / 0.34,0.567522330 / 0.030610400 / -0.133858720
solvent_59 / solvent_261 / solvent_585,0.33 / 0.33 / 0.34,0.025646030 / 0.024101010 / 0.017318260
solvent_91 / solvent_378 / solvent_788,0.33 / 0.33 / 0.34,0.149470320 / -1.073740070 / -1.862563420
solvent_298 / solvent_557 / solvent_779,0.33 / 0.33 / 0.34,-0.039174420 / -0.060190290 / 0.445283710
solvent_362 / solvent_534 / solvent_636,0.33 / 0.33 / 0.34,0.412832270 / 0.014573270 / 0.164951920
solvent_162 / solvent_368 / solvent_780,0.33 / 0.33 / 0.34,-0.015671720 / 0.405630670 / 1.084472500
solvent_386 / solvent_649 / solvent_773,0.33 / 0.33 / 0.34,0.080845320 / 0.090931810 / -0.005162210
solvent_124 / solvent_617 / solvent_678,0.33 / 0.33 / 0.34,0.252226220 / 0.267974410 / 0.114217190
solvent_54 / solvent_279 / solvent_694,0.33 / 0.33 / 0.34,-0.212466230 / 0.020727290 / -0.008807400
solvent_66 / solvent_176 / solvent_789,0.33 / 0.33 / 0.34,0.018617950 / 0.194117310 / 0.216027520
solvent_483 / solvent_515 / solvent_726,0.33 / 0.33 / 0.34,0.195827000 / 1.266712780 / 0.328193720
solvent_500 / solvent_580 / solvent_727,0.33 / 0.33 / 0.34,0.084427390 / 0.361412990 / 0.242596920
